kdcode,dt
AARTIIND.NS,2021-05-27
ADANIENT.NS,2021-05-27
APOLLOTYRE.NS,2021-05-27
ASHOKLEY.NS,2021-05-27
ASIANPAINT.NS,2021-05-27
AUROPHARMA.NS,2021-05-27
AXISBANK.NS,2021-05-27
BAJFINANCE.NS,2021-05-27
BATAINDIA.NS,2021-05-27
BDL.NS,2021-05-27
BEML.NS,2021-05-27
BHARATFORG.NS,2021-05-27
BHARTIARTL.NS,2021-05-27
BHEL.NS,2021-05-27
BIOCON.NS,2021-05-27
BPCL.NS,2021-05-27
BRITANNIA.NS,2021-05-27
BSOFT.NS,2021-05-27
CDSL.NS,2021-05-27
CESC.NS,2021-05-27
CIPLA.NS,2021-05-27
COALINDIA.NS,2021-05-27
COFORGE.NS,2021-05-27
CONCOR.NS,2021-05-27
CUMMINSIND.NS,2021-05-27
DIXON.NS,2021-05-27
DRREDDY.NS,2021-05-27
EICHERMOT.NS,2021-05-27
GODREJPROP.NS,2021-05-27
GOLDBEES.NS,2021-05-27
GRSE.NS,2021-05-27
HAVELLS.NS,2021-05-27
HCLTECH.NS,2021-05-27
HDFCAMC.NS,2021-05-27
HDFCBANK.NS,2021-05-27
HEROMOTOCO.NS,2021-05-27
HINDALCO.NS,2021-05-27
HINDUNILVR.NS,2021-05-27
ICICIBANK.NS,2021-05-27
IDFCFIRSTB.NS,2021-05-27
IEX.NS,2021-05-27
IIFL.NS,2021-05-27
INDIGO.NS,2021-05-27
INDUSTOWER.NS,2021-05-27
INFY.NS,2021-05-27
IRCON.NS,2021-05-27
ITC.NS,2021-05-27
JSWSTEEL.NS,2021-05-27
KOTAKBANK.NS,2021-05-27
LALPATHLAB.NS,2021-05-27
LAURUSLABS.NS,2021-05-27
LUPIN.NS,2021-05-27
M&M.NS,2021-05-27
MANAPPURAM.NS,2021-05-27
MARICO.NS,2021-05-27
MARUTI.NS,2021-05-27
MCX.NS,2021-05-27
MON100.NS,2021-05-27
MPHASIS.NS,2021-05-27
MRF.NS,2021-05-27
MUTHOOTFIN.NS,2021-05-27
NAVINFLUOR.NS,2021-05-27
NESTLEIND.NS,2021-05-27
NIFTYBEES.NS,2021-05-27
OBEROIRLTY.NS,2021-05-27
OIL.NS,2021-05-27
ONGC.NS,2021-05-27
PAGEIND.NS,2021-05-27
PERSISTENT.NS,2021-05-27
PIDILITIND.NS,2021-05-27
PIIND.NS,2021-05-27
POLYCAB.NS,2021-05-27
POONAWALLA.NS,2021-05-27
PRESTIGE.NS,2021-05-27
RAYMOND.NS,2021-05-27
RELIANCE.NS,2021-05-27
RITES.NS,2021-05-27
RVNL.NS,2021-05-27
SAIL.NS,2021-05-27
SBIN.NS,2021-05-27
SHREECEM.NS,2021-05-27
SIEMENS.NS,2021-05-27
SRF.NS,2021-05-27
SUNPHARMA.NS,2021-05-27
SUZLON.NS,2021-05-27
TATACHEM.NS,2021-05-27
TATACOMM.NS,2021-05-27
TATAELXSI.NS,2021-05-27
TATASTEEL.NS,2021-05-27
TCS.NS,2021-05-27
TECHM.NS,2021-05-27
TITAN.NS,2021-05-27
TRIDENT.NS,2021-05-27
TVSMOTOR.NS,2021-05-27
VOLTAS.NS,2021-05-27
WIPRO.NS,2021-05-27
ZENSARTECH.NS,2021-05-27
