kdcode,dt
AARTIIND.NS,2021-05-11
ADANIENT.NS,2021-05-11
APOLLOTYRE.NS,2021-05-11
ASHOKLEY.NS,2021-05-11
ASIANPAINT.NS,2021-05-11
AUROPHARMA.NS,2021-05-11
AXISBANK.NS,2021-05-11
BAJFINANCE.NS,2021-05-11
BATAINDIA.NS,2021-05-11
BDL.NS,2021-05-11
BEML.NS,2021-05-11
BHARATFORG.NS,2021-05-11
BHARTIARTL.NS,2021-05-11
BHEL.NS,2021-05-11
BIOCON.NS,2021-05-11
BPCL.NS,2021-05-11
BRITANNIA.NS,2021-05-11
BSOFT.NS,2021-05-11
CDSL.NS,2021-05-11
CESC.NS,2021-05-11
CIPLA.NS,2021-05-11
COALINDIA.NS,2021-05-11
COFORGE.NS,2021-05-11
CONCOR.NS,2021-05-11
CUMMINSIND.NS,2021-05-11
DIXON.NS,2021-05-11
DRREDDY.NS,2021-05-11
EICHERMOT.NS,2021-05-11
GODREJPROP.NS,2021-05-11
GOLDBEES.NS,2021-05-11
GRSE.NS,2021-05-11
HAVELLS.NS,2021-05-11
HCLTECH.NS,2021-05-11
HDFCAMC.NS,2021-05-11
HDFCBANK.NS,2021-05-11
HEROMOTOCO.NS,2021-05-11
HINDALCO.NS,2021-05-11
HINDUNILVR.NS,2021-05-11
ICICIBANK.NS,2021-05-11
IDFCFIRSTB.NS,2021-05-11
IEX.NS,2021-05-11
IIFL.NS,2021-05-11
INDIGO.NS,2021-05-11
INDUSTOWER.NS,2021-05-11
INFY.NS,2021-05-11
IRCON.NS,2021-05-11
ITC.NS,2021-05-11
JSWSTEEL.NS,2021-05-11
KOTAKBANK.NS,2021-05-11
LALPATHLAB.NS,2021-05-11
LAURUSLABS.NS,2021-05-11
LUPIN.NS,2021-05-11
M&M.NS,2021-05-11
MANAPPURAM.NS,2021-05-11
MARICO.NS,2021-05-11
MARUTI.NS,2021-05-11
MCX.NS,2021-05-11
MON100.NS,2021-05-11
MPHASIS.NS,2021-05-11
MRF.NS,2021-05-11
MUTHOOTFIN.NS,2021-05-11
NAVINFLUOR.NS,2021-05-11
NESTLEIND.NS,2021-05-11
NIFTYBEES.NS,2021-05-11
OBEROIRLTY.NS,2021-05-11
OIL.NS,2021-05-11
ONGC.NS,2021-05-11
PAGEIND.NS,2021-05-11
PERSISTENT.NS,2021-05-11
PIDILITIND.NS,2021-05-11
PIIND.NS,2021-05-11
POLYCAB.NS,2021-05-11
POONAWALLA.NS,2021-05-11
PRESTIGE.NS,2021-05-11
RAYMOND.NS,2021-05-11
RELIANCE.NS,2021-05-11
RITES.NS,2021-05-11
RVNL.NS,2021-05-11
SAIL.NS,2021-05-11
SBIN.NS,2021-05-11
SHREECEM.NS,2021-05-11
SIEMENS.NS,2021-05-11
SRF.NS,2021-05-11
SUNPHARMA.NS,2021-05-11
SUZLON.NS,2021-05-11
TATACHEM.NS,2021-05-11
TATACOMM.NS,2021-05-11
TATAELXSI.NS,2021-05-11
TATASTEEL.NS,2021-05-11
TCS.NS,2021-05-11
TECHM.NS,2021-05-11
TITAN.NS,2021-05-11
TRIDENT.NS,2021-05-11
TVSMOTOR.NS,2021-05-11
VOLTAS.NS,2021-05-11
WIPRO.NS,2021-05-11
ZENSARTECH.NS,2021-05-11
