kdcode,dt
AARTIIND.NS,2022-08-23
ADANIENT.NS,2022-08-23
APOLLOTYRE.NS,2022-08-23
ASHOKLEY.NS,2022-08-23
ASIANPAINT.NS,2022-08-23
AUROPHARMA.NS,2022-08-23
AXISBANK.NS,2022-08-23
BAJFINANCE.NS,2022-08-23
BATAINDIA.NS,2022-08-23
BDL.NS,2022-08-23
BEML.NS,2022-08-23
BHARATFORG.NS,2022-08-23
BHARTIARTL.NS,2022-08-23
BHEL.NS,2022-08-23
BIOCON.NS,2022-08-23
BPCL.NS,2022-08-23
BRITANNIA.NS,2022-08-23
BSOFT.NS,2022-08-23
CDSL.NS,2022-08-23
CESC.NS,2022-08-23
CIPLA.NS,2022-08-23
COALINDIA.NS,2022-08-23
COFORGE.NS,2022-08-23
CONCOR.NS,2022-08-23
CUMMINSIND.NS,2022-08-23
DIXON.NS,2022-08-23
DRREDDY.NS,2022-08-23
EICHERMOT.NS,2022-08-23
GODREJPROP.NS,2022-08-23
GOLDBEES.NS,2022-08-23
GRSE.NS,2022-08-23
HAVELLS.NS,2022-08-23
HCLTECH.NS,2022-08-23
HDFCAMC.NS,2022-08-23
HDFCBANK.NS,2022-08-23
HEROMOTOCO.NS,2022-08-23
HINDALCO.NS,2022-08-23
HINDUNILVR.NS,2022-08-23
ICICIBANK.NS,2022-08-23
IDFCFIRSTB.NS,2022-08-23
IEX.NS,2022-08-23
IIFL.NS,2022-08-23
INDIGO.NS,2022-08-23
INDUSTOWER.NS,2022-08-23
INFY.NS,2022-08-23
IRCON.NS,2022-08-23
ITC.NS,2022-08-23
JSWSTEEL.NS,2022-08-23
KOTAKBANK.NS,2022-08-23
LALPATHLAB.NS,2022-08-23
LAURUSLABS.NS,2022-08-23
LUPIN.NS,2022-08-23
M&M.NS,2022-08-23
MANAPPURAM.NS,2022-08-23
MARICO.NS,2022-08-23
MARUTI.NS,2022-08-23
MCX.NS,2022-08-23
MON100.NS,2022-08-23
MPHASIS.NS,2022-08-23
MRF.NS,2022-08-23
MUTHOOTFIN.NS,2022-08-23
NAVINFLUOR.NS,2022-08-23
NESTLEIND.NS,2022-08-23
NIFTYBEES.NS,2022-08-23
OBEROIRLTY.NS,2022-08-23
OIL.NS,2022-08-23
ONGC.NS,2022-08-23
PAGEIND.NS,2022-08-23
PERSISTENT.NS,2022-08-23
PIDILITIND.NS,2022-08-23
PIIND.NS,2022-08-23
POLYCAB.NS,2022-08-23
POONAWALLA.NS,2022-08-23
PRESTIGE.NS,2022-08-23
RAYMOND.NS,2022-08-23
RELIANCE.NS,2022-08-23
RITES.NS,2022-08-23
RVNL.NS,2022-08-23
SAIL.NS,2022-08-23
SBIN.NS,2022-08-23
SHREECEM.NS,2022-08-23
SIEMENS.NS,2022-08-23
SRF.NS,2022-08-23
SUNPHARMA.NS,2022-08-23
SUZLON.NS,2022-08-23
TATACHEM.NS,2022-08-23
TATACOMM.NS,2022-08-23
TATAELXSI.NS,2022-08-23
TATASTEEL.NS,2022-08-23
TCS.NS,2022-08-23
TECHM.NS,2022-08-23
TITAN.NS,2022-08-23
TRIDENT.NS,2022-08-23
TVSMOTOR.NS,2022-08-23
VOLTAS.NS,2022-08-23
WIPRO.NS,2022-08-23
ZENSARTECH.NS,2022-08-23
