kdcode,dt
AARTIIND.NS,2020-05-26
ADANIENT.NS,2020-05-26
APOLLOTYRE.NS,2020-05-26
ASHOKLEY.NS,2020-05-26
ASIANPAINT.NS,2020-05-26
AUROPHARMA.NS,2020-05-26
AXISBANK.NS,2020-05-26
BAJFINANCE.NS,2020-05-26
BATAINDIA.NS,2020-05-26
BDL.NS,2020-05-26
BEML.NS,2020-05-26
BHARATFORG.NS,2020-05-26
BHARTIARTL.NS,2020-05-26
BHEL.NS,2020-05-26
BIOCON.NS,2020-05-26
BPCL.NS,2020-05-26
BRITANNIA.NS,2020-05-26
BSOFT.NS,2020-05-26
CDSL.NS,2020-05-26
CESC.NS,2020-05-26
CIPLA.NS,2020-05-26
COALINDIA.NS,2020-05-26
COFORGE.NS,2020-05-26
CONCOR.NS,2020-05-26
CUMMINSIND.NS,2020-05-26
DIXON.NS,2020-05-26
DRREDDY.NS,2020-05-26
EICHERMOT.NS,2020-05-26
GODREJPROP.NS,2020-05-26
GOLDBEES.NS,2020-05-26
GRSE.NS,2020-05-26
HAVELLS.NS,2020-05-26
HCLTECH.NS,2020-05-26
HDFCAMC.NS,2020-05-26
HDFCBANK.NS,2020-05-26
HEROMOTOCO.NS,2020-05-26
HINDALCO.NS,2020-05-26
HINDUNILVR.NS,2020-05-26
ICICIBANK.NS,2020-05-26
IDFCFIRSTB.NS,2020-05-26
IEX.NS,2020-05-26
IIFL.NS,2020-05-26
INDIGO.NS,2020-05-26
INDUSTOWER.NS,2020-05-26
INFY.NS,2020-05-26
IRCON.NS,2020-05-26
ITC.NS,2020-05-26
JSWSTEEL.NS,2020-05-26
KOTAKBANK.NS,2020-05-26
LALPATHLAB.NS,2020-05-26
LAURUSLABS.NS,2020-05-26
LUPIN.NS,2020-05-26
M&M.NS,2020-05-26
MANAPPURAM.NS,2020-05-26
MARICO.NS,2020-05-26
MARUTI.NS,2020-05-26
MCX.NS,2020-05-26
MON100.NS,2020-05-26
MPHASIS.NS,2020-05-26
MRF.NS,2020-05-26
MUTHOOTFIN.NS,2020-05-26
NAVINFLUOR.NS,2020-05-26
NESTLEIND.NS,2020-05-26
NIFTYBEES.NS,2020-05-26
OBEROIRLTY.NS,2020-05-26
OIL.NS,2020-05-26
ONGC.NS,2020-05-26
PAGEIND.NS,2020-05-26
PERSISTENT.NS,2020-05-26
PIDILITIND.NS,2020-05-26
PIIND.NS,2020-05-26
POLYCAB.NS,2020-05-26
POONAWALLA.NS,2020-05-26
PRESTIGE.NS,2020-05-26
RAYMOND.NS,2020-05-26
RELIANCE.NS,2020-05-26
RITES.NS,2020-05-26
RVNL.NS,2020-05-26
SAIL.NS,2020-05-26
SBIN.NS,2020-05-26
SHREECEM.NS,2020-05-26
SIEMENS.NS,2020-05-26
SRF.NS,2020-05-26
SUNPHARMA.NS,2020-05-26
SUZLON.NS,2020-05-26
TATACHEM.NS,2020-05-26
TATACOMM.NS,2020-05-26
TATAELXSI.NS,2020-05-26
TATASTEEL.NS,2020-05-26
TCS.NS,2020-05-26
TECHM.NS,2020-05-26
TITAN.NS,2020-05-26
TRIDENT.NS,2020-05-26
TVSMOTOR.NS,2020-05-26
VOLTAS.NS,2020-05-26
WIPRO.NS,2020-05-26
ZENSARTECH.NS,2020-05-26
