kdcode,dt
AARTIIND.NS,2024-10-03
ADANIENT.NS,2024-10-03
APOLLOTYRE.NS,2024-10-03
ASHOKLEY.NS,2024-10-03
ASIANPAINT.NS,2024-10-03
AUROPHARMA.NS,2024-10-03
AXISBANK.NS,2024-10-03
BAJFINANCE.NS,2024-10-03
BATAINDIA.NS,2024-10-03
BDL.NS,2024-10-03
BEML.NS,2024-10-03
BHARATFORG.NS,2024-10-03
BHARTIARTL.NS,2024-10-03
BHEL.NS,2024-10-03
BIOCON.NS,2024-10-03
BPCL.NS,2024-10-03
BRITANNIA.NS,2024-10-03
BSOFT.NS,2024-10-03
CDSL.NS,2024-10-03
CESC.NS,2024-10-03
CIPLA.NS,2024-10-03
COALINDIA.NS,2024-10-03
COFORGE.NS,2024-10-03
CONCOR.NS,2024-10-03
CUMMINSIND.NS,2024-10-03
DIXON.NS,2024-10-03
DRREDDY.NS,2024-10-03
EICHERMOT.NS,2024-10-03
GODREJPROP.NS,2024-10-03
GOLDBEES.NS,2024-10-03
GRSE.NS,2024-10-03
HAVELLS.NS,2024-10-03
HCLTECH.NS,2024-10-03
HDFCAMC.NS,2024-10-03
HDFCBANK.NS,2024-10-03
HEROMOTOCO.NS,2024-10-03
HINDALCO.NS,2024-10-03
HINDUNILVR.NS,2024-10-03
ICICIBANK.NS,2024-10-03
IDFCFIRSTB.NS,2024-10-03
IEX.NS,2024-10-03
IIFL.NS,2024-10-03
INDIGO.NS,2024-10-03
INDUSTOWER.NS,2024-10-03
INFY.NS,2024-10-03
IRCON.NS,2024-10-03
ITC.NS,2024-10-03
JSWSTEEL.NS,2024-10-03
KOTAKBANK.NS,2024-10-03
LALPATHLAB.NS,2024-10-03
LAURUSLABS.NS,2024-10-03
LUPIN.NS,2024-10-03
M&M.NS,2024-10-03
MANAPPURAM.NS,2024-10-03
MARICO.NS,2024-10-03
MARUTI.NS,2024-10-03
MCX.NS,2024-10-03
MON100.NS,2024-10-03
MPHASIS.NS,2024-10-03
MRF.NS,2024-10-03
MUTHOOTFIN.NS,2024-10-03
NAVINFLUOR.NS,2024-10-03
NESTLEIND.NS,2024-10-03
NIFTYBEES.NS,2024-10-03
OBEROIRLTY.NS,2024-10-03
OIL.NS,2024-10-03
ONGC.NS,2024-10-03
PAGEIND.NS,2024-10-03
PERSISTENT.NS,2024-10-03
PIDILITIND.NS,2024-10-03
PIIND.NS,2024-10-03
POLYCAB.NS,2024-10-03
POONAWALLA.NS,2024-10-03
PRESTIGE.NS,2024-10-03
RAYMOND.NS,2024-10-03
RELIANCE.NS,2024-10-03
RITES.NS,2024-10-03
RVNL.NS,2024-10-03
SAIL.NS,2024-10-03
SBIN.NS,2024-10-03
SHREECEM.NS,2024-10-03
SIEMENS.NS,2024-10-03
SRF.NS,2024-10-03
SUNPHARMA.NS,2024-10-03
SUZLON.NS,2024-10-03
TATACHEM.NS,2024-10-03
TATACOMM.NS,2024-10-03
TATAELXSI.NS,2024-10-03
TATASTEEL.NS,2024-10-03
TCS.NS,2024-10-03
TECHM.NS,2024-10-03
TITAN.NS,2024-10-03
TRIDENT.NS,2024-10-03
TVSMOTOR.NS,2024-10-03
VOLTAS.NS,2024-10-03
WIPRO.NS,2024-10-03
ZENSARTECH.NS,2024-10-03
