kdcode,dt
AARTIIND.NS,2024-07-31
ADANIENT.NS,2024-07-31
APOLLOTYRE.NS,2024-07-31
ASHOKLEY.NS,2024-07-31
ASIANPAINT.NS,2024-07-31
AUROPHARMA.NS,2024-07-31
AXISBANK.NS,2024-07-31
BAJFINANCE.NS,2024-07-31
BATAINDIA.NS,2024-07-31
BDL.NS,2024-07-31
BEML.NS,2024-07-31
BHARATFORG.NS,2024-07-31
BHARTIARTL.NS,2024-07-31
BHEL.NS,2024-07-31
BIOCON.NS,2024-07-31
BPCL.NS,2024-07-31
BRITANNIA.NS,2024-07-31
BSOFT.NS,2024-07-31
CDSL.NS,2024-07-31
CESC.NS,2024-07-31
CIPLA.NS,2024-07-31
COALINDIA.NS,2024-07-31
COFORGE.NS,2024-07-31
CONCOR.NS,2024-07-31
CUMMINSIND.NS,2024-07-31
DIXON.NS,2024-07-31
DRREDDY.NS,2024-07-31
EICHERMOT.NS,2024-07-31
GODREJPROP.NS,2024-07-31
GOLDBEES.NS,2024-07-31
GRSE.NS,2024-07-31
HAVELLS.NS,2024-07-31
HCLTECH.NS,2024-07-31
HDFCAMC.NS,2024-07-31
HDFCBANK.NS,2024-07-31
HEROMOTOCO.NS,2024-07-31
HINDALCO.NS,2024-07-31
HINDUNILVR.NS,2024-07-31
ICICIBANK.NS,2024-07-31
IDFCFIRSTB.NS,2024-07-31
IEX.NS,2024-07-31
IIFL.NS,2024-07-31
INDIGO.NS,2024-07-31
INDUSTOWER.NS,2024-07-31
INFY.NS,2024-07-31
IRCON.NS,2024-07-31
ITC.NS,2024-07-31
JSWSTEEL.NS,2024-07-31
KOTAKBANK.NS,2024-07-31
LALPATHLAB.NS,2024-07-31
LAURUSLABS.NS,2024-07-31
LUPIN.NS,2024-07-31
M&M.NS,2024-07-31
MANAPPURAM.NS,2024-07-31
MARICO.NS,2024-07-31
MARUTI.NS,2024-07-31
MCX.NS,2024-07-31
MON100.NS,2024-07-31
MPHASIS.NS,2024-07-31
MRF.NS,2024-07-31
MUTHOOTFIN.NS,2024-07-31
NAVINFLUOR.NS,2024-07-31
NESTLEIND.NS,2024-07-31
NIFTYBEES.NS,2024-07-31
OBEROIRLTY.NS,2024-07-31
OIL.NS,2024-07-31
ONGC.NS,2024-07-31
PAGEIND.NS,2024-07-31
PERSISTENT.NS,2024-07-31
PIDILITIND.NS,2024-07-31
PIIND.NS,2024-07-31
POLYCAB.NS,2024-07-31
POONAWALLA.NS,2024-07-31
PRESTIGE.NS,2024-07-31
RAYMOND.NS,2024-07-31
RELIANCE.NS,2024-07-31
RITES.NS,2024-07-31
RVNL.NS,2024-07-31
SAIL.NS,2024-07-31
SBIN.NS,2024-07-31
SHREECEM.NS,2024-07-31
SIEMENS.NS,2024-07-31
SRF.NS,2024-07-31
SUNPHARMA.NS,2024-07-31
SUZLON.NS,2024-07-31
TATACHEM.NS,2024-07-31
TATACOMM.NS,2024-07-31
TATAELXSI.NS,2024-07-31
TATASTEEL.NS,2024-07-31
TCS.NS,2024-07-31
TECHM.NS,2024-07-31
TITAN.NS,2024-07-31
TRIDENT.NS,2024-07-31
TVSMOTOR.NS,2024-07-31
VOLTAS.NS,2024-07-31
WIPRO.NS,2024-07-31
ZENSARTECH.NS,2024-07-31
