kdcode,dt
AARTIIND.NS,2023-08-01
ADANIENT.NS,2023-08-01
APOLLOTYRE.NS,2023-08-01
ASHOKLEY.NS,2023-08-01
ASIANPAINT.NS,2023-08-01
AUROPHARMA.NS,2023-08-01
AXISBANK.NS,2023-08-01
BAJFINANCE.NS,2023-08-01
BATAINDIA.NS,2023-08-01
BDL.NS,2023-08-01
BEML.NS,2023-08-01
BHARATFORG.NS,2023-08-01
BHARTIARTL.NS,2023-08-01
BHEL.NS,2023-08-01
BIOCON.NS,2023-08-01
BPCL.NS,2023-08-01
BRITANNIA.NS,2023-08-01
BSOFT.NS,2023-08-01
CDSL.NS,2023-08-01
CESC.NS,2023-08-01
CIPLA.NS,2023-08-01
COALINDIA.NS,2023-08-01
COFORGE.NS,2023-08-01
CONCOR.NS,2023-08-01
CUMMINSIND.NS,2023-08-01
DIXON.NS,2023-08-01
DRREDDY.NS,2023-08-01
EICHERMOT.NS,2023-08-01
GODREJPROP.NS,2023-08-01
GOLDBEES.NS,2023-08-01
GRSE.NS,2023-08-01
HAVELLS.NS,2023-08-01
HCLTECH.NS,2023-08-01
HDFCAMC.NS,2023-08-01
HDFCBANK.NS,2023-08-01
HEROMOTOCO.NS,2023-08-01
HINDALCO.NS,2023-08-01
HINDUNILVR.NS,2023-08-01
ICICIBANK.NS,2023-08-01
IDFCFIRSTB.NS,2023-08-01
IEX.NS,2023-08-01
IIFL.NS,2023-08-01
INDIGO.NS,2023-08-01
INDUSTOWER.NS,2023-08-01
INFY.NS,2023-08-01
IRCON.NS,2023-08-01
ITC.NS,2023-08-01
JSWSTEEL.NS,2023-08-01
KOTAKBANK.NS,2023-08-01
LALPATHLAB.NS,2023-08-01
LAURUSLABS.NS,2023-08-01
LUPIN.NS,2023-08-01
M&M.NS,2023-08-01
MANAPPURAM.NS,2023-08-01
MARICO.NS,2023-08-01
MARUTI.NS,2023-08-01
MCX.NS,2023-08-01
MON100.NS,2023-08-01
MPHASIS.NS,2023-08-01
MRF.NS,2023-08-01
MUTHOOTFIN.NS,2023-08-01
NAVINFLUOR.NS,2023-08-01
NESTLEIND.NS,2023-08-01
NIFTYBEES.NS,2023-08-01
OBEROIRLTY.NS,2023-08-01
OIL.NS,2023-08-01
ONGC.NS,2023-08-01
PAGEIND.NS,2023-08-01
PERSISTENT.NS,2023-08-01
PIDILITIND.NS,2023-08-01
PIIND.NS,2023-08-01
POLYCAB.NS,2023-08-01
POONAWALLA.NS,2023-08-01
PRESTIGE.NS,2023-08-01
RAYMOND.NS,2023-08-01
RELIANCE.NS,2023-08-01
RITES.NS,2023-08-01
RVNL.NS,2023-08-01
SAIL.NS,2023-08-01
SBIN.NS,2023-08-01
SHREECEM.NS,2023-08-01
SIEMENS.NS,2023-08-01
SRF.NS,2023-08-01
SUNPHARMA.NS,2023-08-01
SUZLON.NS,2023-08-01
TATACHEM.NS,2023-08-01
TATACOMM.NS,2023-08-01
TATAELXSI.NS,2023-08-01
TATASTEEL.NS,2023-08-01
TCS.NS,2023-08-01
TECHM.NS,2023-08-01
TITAN.NS,2023-08-01
TRIDENT.NS,2023-08-01
TVSMOTOR.NS,2023-08-01
VOLTAS.NS,2023-08-01
WIPRO.NS,2023-08-01
ZENSARTECH.NS,2023-08-01
