kdcode,dt
AARTIIND.NS,2023-10-04
ADANIENT.NS,2023-10-04
APOLLOTYRE.NS,2023-10-04
ASHOKLEY.NS,2023-10-04
ASIANPAINT.NS,2023-10-04
AUROPHARMA.NS,2023-10-04
AXISBANK.NS,2023-10-04
BAJFINANCE.NS,2023-10-04
BATAINDIA.NS,2023-10-04
BDL.NS,2023-10-04
BEML.NS,2023-10-04
BHARATFORG.NS,2023-10-04
BHARTIARTL.NS,2023-10-04
BHEL.NS,2023-10-04
BIOCON.NS,2023-10-04
BPCL.NS,2023-10-04
BRITANNIA.NS,2023-10-04
BSOFT.NS,2023-10-04
CDSL.NS,2023-10-04
CESC.NS,2023-10-04
CIPLA.NS,2023-10-04
COALINDIA.NS,2023-10-04
COFORGE.NS,2023-10-04
CONCOR.NS,2023-10-04
CUMMINSIND.NS,2023-10-04
DIXON.NS,2023-10-04
DRREDDY.NS,2023-10-04
EICHERMOT.NS,2023-10-04
GODREJPROP.NS,2023-10-04
GOLDBEES.NS,2023-10-04
GRSE.NS,2023-10-04
HAVELLS.NS,2023-10-04
HCLTECH.NS,2023-10-04
HDFCAMC.NS,2023-10-04
HDFCBANK.NS,2023-10-04
HEROMOTOCO.NS,2023-10-04
HINDALCO.NS,2023-10-04
HINDUNILVR.NS,2023-10-04
ICICIBANK.NS,2023-10-04
IDFCFIRSTB.NS,2023-10-04
IEX.NS,2023-10-04
IIFL.NS,2023-10-04
INDIGO.NS,2023-10-04
INDUSTOWER.NS,2023-10-04
INFY.NS,2023-10-04
IRCON.NS,2023-10-04
ITC.NS,2023-10-04
JSWSTEEL.NS,2023-10-04
KOTAKBANK.NS,2023-10-04
LALPATHLAB.NS,2023-10-04
LAURUSLABS.NS,2023-10-04
LUPIN.NS,2023-10-04
M&M.NS,2023-10-04
MANAPPURAM.NS,2023-10-04
MARICO.NS,2023-10-04
MARUTI.NS,2023-10-04
MCX.NS,2023-10-04
MON100.NS,2023-10-04
MPHASIS.NS,2023-10-04
MRF.NS,2023-10-04
MUTHOOTFIN.NS,2023-10-04
NAVINFLUOR.NS,2023-10-04
NESTLEIND.NS,2023-10-04
NIFTYBEES.NS,2023-10-04
OBEROIRLTY.NS,2023-10-04
OIL.NS,2023-10-04
ONGC.NS,2023-10-04
PAGEIND.NS,2023-10-04
PERSISTENT.NS,2023-10-04
PIDILITIND.NS,2023-10-04
PIIND.NS,2023-10-04
POLYCAB.NS,2023-10-04
POONAWALLA.NS,2023-10-04
PRESTIGE.NS,2023-10-04
RAYMOND.NS,2023-10-04
RELIANCE.NS,2023-10-04
RITES.NS,2023-10-04
RVNL.NS,2023-10-04
SAIL.NS,2023-10-04
SBIN.NS,2023-10-04
SHREECEM.NS,2023-10-04
SIEMENS.NS,2023-10-04
SRF.NS,2023-10-04
SUNPHARMA.NS,2023-10-04
SUZLON.NS,2023-10-04
TATACHEM.NS,2023-10-04
TATACOMM.NS,2023-10-04
TATAELXSI.NS,2023-10-04
TATASTEEL.NS,2023-10-04
TCS.NS,2023-10-04
TECHM.NS,2023-10-04
TITAN.NS,2023-10-04
TRIDENT.NS,2023-10-04
TVSMOTOR.NS,2023-10-04
VOLTAS.NS,2023-10-04
WIPRO.NS,2023-10-04
ZENSARTECH.NS,2023-10-04
