kdcode,dt
AARTIIND.NS,2023-06-20
ADANIENT.NS,2023-06-20
APOLLOTYRE.NS,2023-06-20
ASHOKLEY.NS,2023-06-20
ASIANPAINT.NS,2023-06-20
AUROPHARMA.NS,2023-06-20
AXISBANK.NS,2023-06-20
BAJFINANCE.NS,2023-06-20
BATAINDIA.NS,2023-06-20
BDL.NS,2023-06-20
BEML.NS,2023-06-20
BHARATFORG.NS,2023-06-20
BHARTIARTL.NS,2023-06-20
BHEL.NS,2023-06-20
BIOCON.NS,2023-06-20
BPCL.NS,2023-06-20
BRITANNIA.NS,2023-06-20
BSOFT.NS,2023-06-20
CDSL.NS,2023-06-20
CESC.NS,2023-06-20
CIPLA.NS,2023-06-20
COALINDIA.NS,2023-06-20
COFORGE.NS,2023-06-20
CONCOR.NS,2023-06-20
CUMMINSIND.NS,2023-06-20
DIXON.NS,2023-06-20
DRREDDY.NS,2023-06-20
EICHERMOT.NS,2023-06-20
GODREJPROP.NS,2023-06-20
GOLDBEES.NS,2023-06-20
GRSE.NS,2023-06-20
HAVELLS.NS,2023-06-20
HCLTECH.NS,2023-06-20
HDFCAMC.NS,2023-06-20
HDFCBANK.NS,2023-06-20
HEROMOTOCO.NS,2023-06-20
HINDALCO.NS,2023-06-20
HINDUNILVR.NS,2023-06-20
ICICIBANK.NS,2023-06-20
IDFCFIRSTB.NS,2023-06-20
IEX.NS,2023-06-20
IIFL.NS,2023-06-20
INDIGO.NS,2023-06-20
INDUSTOWER.NS,2023-06-20
INFY.NS,2023-06-20
IRCON.NS,2023-06-20
ITC.NS,2023-06-20
JSWSTEEL.NS,2023-06-20
KOTAKBANK.NS,2023-06-20
LALPATHLAB.NS,2023-06-20
LAURUSLABS.NS,2023-06-20
LUPIN.NS,2023-06-20
M&M.NS,2023-06-20
MANAPPURAM.NS,2023-06-20
MARICO.NS,2023-06-20
MARUTI.NS,2023-06-20
MCX.NS,2023-06-20
MON100.NS,2023-06-20
MPHASIS.NS,2023-06-20
MRF.NS,2023-06-20
MUTHOOTFIN.NS,2023-06-20
NAVINFLUOR.NS,2023-06-20
NESTLEIND.NS,2023-06-20
NIFTYBEES.NS,2023-06-20
OBEROIRLTY.NS,2023-06-20
OIL.NS,2023-06-20
ONGC.NS,2023-06-20
PAGEIND.NS,2023-06-20
PERSISTENT.NS,2023-06-20
PIDILITIND.NS,2023-06-20
PIIND.NS,2023-06-20
POLYCAB.NS,2023-06-20
POONAWALLA.NS,2023-06-20
PRESTIGE.NS,2023-06-20
RAYMOND.NS,2023-06-20
RELIANCE.NS,2023-06-20
RITES.NS,2023-06-20
RVNL.NS,2023-06-20
SAIL.NS,2023-06-20
SBIN.NS,2023-06-20
SHREECEM.NS,2023-06-20
SIEMENS.NS,2023-06-20
SRF.NS,2023-06-20
SUNPHARMA.NS,2023-06-20
SUZLON.NS,2023-06-20
TATACHEM.NS,2023-06-20
TATACOMM.NS,2023-06-20
TATAELXSI.NS,2023-06-20
TATASTEEL.NS,2023-06-20
TCS.NS,2023-06-20
TECHM.NS,2023-06-20
TITAN.NS,2023-06-20
TRIDENT.NS,2023-06-20
TVSMOTOR.NS,2023-06-20
VOLTAS.NS,2023-06-20
WIPRO.NS,2023-06-20
ZENSARTECH.NS,2023-06-20
