kdcode,dt
AARTIIND.NS,2020-02-05
ADANIENT.NS,2020-02-05
APOLLOTYRE.NS,2020-02-05
ASHOKLEY.NS,2020-02-05
ASIANPAINT.NS,2020-02-05
AUROPHARMA.NS,2020-02-05
AXISBANK.NS,2020-02-05
BAJFINANCE.NS,2020-02-05
BATAINDIA.NS,2020-02-05
BDL.NS,2020-02-05
BEML.NS,2020-02-05
BHARATFORG.NS,2020-02-05
BHARTIARTL.NS,2020-02-05
BHEL.NS,2020-02-05
BIOCON.NS,2020-02-05
BPCL.NS,2020-02-05
BRITANNIA.NS,2020-02-05
BSOFT.NS,2020-02-05
CDSL.NS,2020-02-05
CESC.NS,2020-02-05
CIPLA.NS,2020-02-05
COALINDIA.NS,2020-02-05
COFORGE.NS,2020-02-05
CONCOR.NS,2020-02-05
CUMMINSIND.NS,2020-02-05
DIXON.NS,2020-02-05
DRREDDY.NS,2020-02-05
EICHERMOT.NS,2020-02-05
GODREJPROP.NS,2020-02-05
GOLDBEES.NS,2020-02-05
GRSE.NS,2020-02-05
HAVELLS.NS,2020-02-05
HCLTECH.NS,2020-02-05
HDFCAMC.NS,2020-02-05
HDFCBANK.NS,2020-02-05
HEROMOTOCO.NS,2020-02-05
HINDALCO.NS,2020-02-05
HINDUNILVR.NS,2020-02-05
ICICIBANK.NS,2020-02-05
IDFCFIRSTB.NS,2020-02-05
IEX.NS,2020-02-05
IIFL.NS,2020-02-05
INDIGO.NS,2020-02-05
INDUSTOWER.NS,2020-02-05
INFY.NS,2020-02-05
IRCON.NS,2020-02-05
ITC.NS,2020-02-05
JSWSTEEL.NS,2020-02-05
KOTAKBANK.NS,2020-02-05
LALPATHLAB.NS,2020-02-05
LAURUSLABS.NS,2020-02-05
LUPIN.NS,2020-02-05
M&M.NS,2020-02-05
MANAPPURAM.NS,2020-02-05
MARICO.NS,2020-02-05
MARUTI.NS,2020-02-05
MCX.NS,2020-02-05
MON100.NS,2020-02-05
MPHASIS.NS,2020-02-05
MRF.NS,2020-02-05
MUTHOOTFIN.NS,2020-02-05
NAVINFLUOR.NS,2020-02-05
NESTLEIND.NS,2020-02-05
NIFTYBEES.NS,2020-02-05
OBEROIRLTY.NS,2020-02-05
OIL.NS,2020-02-05
ONGC.NS,2020-02-05
PAGEIND.NS,2020-02-05
PERSISTENT.NS,2020-02-05
PIDILITIND.NS,2020-02-05
PIIND.NS,2020-02-05
POLYCAB.NS,2020-02-05
POONAWALLA.NS,2020-02-05
PRESTIGE.NS,2020-02-05
RAYMOND.NS,2020-02-05
RELIANCE.NS,2020-02-05
RITES.NS,2020-02-05
RVNL.NS,2020-02-05
SAIL.NS,2020-02-05
SBIN.NS,2020-02-05
SHREECEM.NS,2020-02-05
SIEMENS.NS,2020-02-05
SRF.NS,2020-02-05
SUNPHARMA.NS,2020-02-05
SUZLON.NS,2020-02-05
TATACHEM.NS,2020-02-05
TATACOMM.NS,2020-02-05
TATAELXSI.NS,2020-02-05
TATASTEEL.NS,2020-02-05
TCS.NS,2020-02-05
TECHM.NS,2020-02-05
TITAN.NS,2020-02-05
TRIDENT.NS,2020-02-05
TVSMOTOR.NS,2020-02-05
VOLTAS.NS,2020-02-05
WIPRO.NS,2020-02-05
ZENSARTECH.NS,2020-02-05
