kdcode,dt
AARTIIND.NS,2022-03-24
ADANIENT.NS,2022-03-24
APOLLOTYRE.NS,2022-03-24
ASHOKLEY.NS,2022-03-24
ASIANPAINT.NS,2022-03-24
AUROPHARMA.NS,2022-03-24
AXISBANK.NS,2022-03-24
BAJFINANCE.NS,2022-03-24
BATAINDIA.NS,2022-03-24
BDL.NS,2022-03-24
BEML.NS,2022-03-24
BHARATFORG.NS,2022-03-24
BHARTIARTL.NS,2022-03-24
BHEL.NS,2022-03-24
BIOCON.NS,2022-03-24
BPCL.NS,2022-03-24
BRITANNIA.NS,2022-03-24
BSOFT.NS,2022-03-24
CDSL.NS,2022-03-24
CESC.NS,2022-03-24
CIPLA.NS,2022-03-24
COALINDIA.NS,2022-03-24
COFORGE.NS,2022-03-24
CONCOR.NS,2022-03-24
CUMMINSIND.NS,2022-03-24
DIXON.NS,2022-03-24
DRREDDY.NS,2022-03-24
EICHERMOT.NS,2022-03-24
GODREJPROP.NS,2022-03-24
GOLDBEES.NS,2022-03-24
GRSE.NS,2022-03-24
HAVELLS.NS,2022-03-24
HCLTECH.NS,2022-03-24
HDFCAMC.NS,2022-03-24
HDFCBANK.NS,2022-03-24
HEROMOTOCO.NS,2022-03-24
HINDALCO.NS,2022-03-24
HINDUNILVR.NS,2022-03-24
ICICIBANK.NS,2022-03-24
IDFCFIRSTB.NS,2022-03-24
IEX.NS,2022-03-24
IIFL.NS,2022-03-24
INDIGO.NS,2022-03-24
INDUSTOWER.NS,2022-03-24
INFY.NS,2022-03-24
IRCON.NS,2022-03-24
ITC.NS,2022-03-24
JSWSTEEL.NS,2022-03-24
KOTAKBANK.NS,2022-03-24
LALPATHLAB.NS,2022-03-24
LAURUSLABS.NS,2022-03-24
LUPIN.NS,2022-03-24
M&M.NS,2022-03-24
MANAPPURAM.NS,2022-03-24
MARICO.NS,2022-03-24
MARUTI.NS,2022-03-24
MCX.NS,2022-03-24
MON100.NS,2022-03-24
MPHASIS.NS,2022-03-24
MRF.NS,2022-03-24
MUTHOOTFIN.NS,2022-03-24
NAVINFLUOR.NS,2022-03-24
NESTLEIND.NS,2022-03-24
NIFTYBEES.NS,2022-03-24
OBEROIRLTY.NS,2022-03-24
OIL.NS,2022-03-24
ONGC.NS,2022-03-24
PAGEIND.NS,2022-03-24
PERSISTENT.NS,2022-03-24
PIDILITIND.NS,2022-03-24
PIIND.NS,2022-03-24
POLYCAB.NS,2022-03-24
POONAWALLA.NS,2022-03-24
PRESTIGE.NS,2022-03-24
RAYMOND.NS,2022-03-24
RELIANCE.NS,2022-03-24
RITES.NS,2022-03-24
RVNL.NS,2022-03-24
SAIL.NS,2022-03-24
SBIN.NS,2022-03-24
SHREECEM.NS,2022-03-24
SIEMENS.NS,2022-03-24
SRF.NS,2022-03-24
SUNPHARMA.NS,2022-03-24
SUZLON.NS,2022-03-24
TATACHEM.NS,2022-03-24
TATACOMM.NS,2022-03-24
TATAELXSI.NS,2022-03-24
TATASTEEL.NS,2022-03-24
TCS.NS,2022-03-24
TECHM.NS,2022-03-24
TITAN.NS,2022-03-24
TRIDENT.NS,2022-03-24
TVSMOTOR.NS,2022-03-24
VOLTAS.NS,2022-03-24
WIPRO.NS,2022-03-24
ZENSARTECH.NS,2022-03-24
