kdcode,dt
AARTIIND.NS,2024-10-22
ADANIENT.NS,2024-10-22
APOLLOTYRE.NS,2024-10-22
ASHOKLEY.NS,2024-10-22
ASIANPAINT.NS,2024-10-22
AUROPHARMA.NS,2024-10-22
AXISBANK.NS,2024-10-22
BAJFINANCE.NS,2024-10-22
BATAINDIA.NS,2024-10-22
BDL.NS,2024-10-22
BEML.NS,2024-10-22
BHARATFORG.NS,2024-10-22
BHARTIARTL.NS,2024-10-22
BHEL.NS,2024-10-22
BIOCON.NS,2024-10-22
BPCL.NS,2024-10-22
BRITANNIA.NS,2024-10-22
BSOFT.NS,2024-10-22
CDSL.NS,2024-10-22
CESC.NS,2024-10-22
CIPLA.NS,2024-10-22
COALINDIA.NS,2024-10-22
COFORGE.NS,2024-10-22
CONCOR.NS,2024-10-22
CUMMINSIND.NS,2024-10-22
DIXON.NS,2024-10-22
DRREDDY.NS,2024-10-22
EICHERMOT.NS,2024-10-22
GODREJPROP.NS,2024-10-22
GOLDBEES.NS,2024-10-22
GRSE.NS,2024-10-22
HAVELLS.NS,2024-10-22
HCLTECH.NS,2024-10-22
HDFCAMC.NS,2024-10-22
HDFCBANK.NS,2024-10-22
HEROMOTOCO.NS,2024-10-22
HINDALCO.NS,2024-10-22
HINDUNILVR.NS,2024-10-22
ICICIBANK.NS,2024-10-22
IDFCFIRSTB.NS,2024-10-22
IEX.NS,2024-10-22
IIFL.NS,2024-10-22
INDIGO.NS,2024-10-22
INDUSTOWER.NS,2024-10-22
INFY.NS,2024-10-22
IRCON.NS,2024-10-22
ITC.NS,2024-10-22
JSWSTEEL.NS,2024-10-22
KOTAKBANK.NS,2024-10-22
LALPATHLAB.NS,2024-10-22
LAURUSLABS.NS,2024-10-22
LUPIN.NS,2024-10-22
M&M.NS,2024-10-22
MANAPPURAM.NS,2024-10-22
MARICO.NS,2024-10-22
MARUTI.NS,2024-10-22
MCX.NS,2024-10-22
MON100.NS,2024-10-22
MPHASIS.NS,2024-10-22
MRF.NS,2024-10-22
MUTHOOTFIN.NS,2024-10-22
NAVINFLUOR.NS,2024-10-22
NESTLEIND.NS,2024-10-22
NIFTYBEES.NS,2024-10-22
OBEROIRLTY.NS,2024-10-22
OIL.NS,2024-10-22
ONGC.NS,2024-10-22
PAGEIND.NS,2024-10-22
PERSISTENT.NS,2024-10-22
PIDILITIND.NS,2024-10-22
PIIND.NS,2024-10-22
POLYCAB.NS,2024-10-22
POONAWALLA.NS,2024-10-22
PRESTIGE.NS,2024-10-22
RAYMOND.NS,2024-10-22
RELIANCE.NS,2024-10-22
RITES.NS,2024-10-22
RVNL.NS,2024-10-22
SAIL.NS,2024-10-22
SBIN.NS,2024-10-22
SHREECEM.NS,2024-10-22
SIEMENS.NS,2024-10-22
SRF.NS,2024-10-22
SUNPHARMA.NS,2024-10-22
SUZLON.NS,2024-10-22
TATACHEM.NS,2024-10-22
TATACOMM.NS,2024-10-22
TATAELXSI.NS,2024-10-22
TATASTEEL.NS,2024-10-22
TCS.NS,2024-10-22
TECHM.NS,2024-10-22
TITAN.NS,2024-10-22
TRIDENT.NS,2024-10-22
TVSMOTOR.NS,2024-10-22
VOLTAS.NS,2024-10-22
WIPRO.NS,2024-10-22
ZENSARTECH.NS,2024-10-22
