kdcode,dt
AARTIIND.NS,2024-07-04
ADANIENT.NS,2024-07-04
APOLLOTYRE.NS,2024-07-04
ASHOKLEY.NS,2024-07-04
ASIANPAINT.NS,2024-07-04
AUROPHARMA.NS,2024-07-04
AXISBANK.NS,2024-07-04
BAJFINANCE.NS,2024-07-04
BATAINDIA.NS,2024-07-04
BDL.NS,2024-07-04
BEML.NS,2024-07-04
BHARATFORG.NS,2024-07-04
BHARTIARTL.NS,2024-07-04
BHEL.NS,2024-07-04
BIOCON.NS,2024-07-04
BPCL.NS,2024-07-04
BRITANNIA.NS,2024-07-04
BSOFT.NS,2024-07-04
CDSL.NS,2024-07-04
CESC.NS,2024-07-04
CIPLA.NS,2024-07-04
COALINDIA.NS,2024-07-04
COFORGE.NS,2024-07-04
CONCOR.NS,2024-07-04
CUMMINSIND.NS,2024-07-04
DIXON.NS,2024-07-04
DRREDDY.NS,2024-07-04
EICHERMOT.NS,2024-07-04
GODREJPROP.NS,2024-07-04
GOLDBEES.NS,2024-07-04
GRSE.NS,2024-07-04
HAVELLS.NS,2024-07-04
HCLTECH.NS,2024-07-04
HDFCAMC.NS,2024-07-04
HDFCBANK.NS,2024-07-04
HEROMOTOCO.NS,2024-07-04
HINDALCO.NS,2024-07-04
HINDUNILVR.NS,2024-07-04
ICICIBANK.NS,2024-07-04
IDFCFIRSTB.NS,2024-07-04
IEX.NS,2024-07-04
IIFL.NS,2024-07-04
INDIGO.NS,2024-07-04
INDUSTOWER.NS,2024-07-04
INFY.NS,2024-07-04
IRCON.NS,2024-07-04
ITC.NS,2024-07-04
JSWSTEEL.NS,2024-07-04
KOTAKBANK.NS,2024-07-04
LALPATHLAB.NS,2024-07-04
LAURUSLABS.NS,2024-07-04
LUPIN.NS,2024-07-04
M&M.NS,2024-07-04
MANAPPURAM.NS,2024-07-04
MARICO.NS,2024-07-04
MARUTI.NS,2024-07-04
MCX.NS,2024-07-04
MON100.NS,2024-07-04
MPHASIS.NS,2024-07-04
MRF.NS,2024-07-04
MUTHOOTFIN.NS,2024-07-04
NAVINFLUOR.NS,2024-07-04
NESTLEIND.NS,2024-07-04
NIFTYBEES.NS,2024-07-04
OBEROIRLTY.NS,2024-07-04
OIL.NS,2024-07-04
ONGC.NS,2024-07-04
PAGEIND.NS,2024-07-04
PERSISTENT.NS,2024-07-04
PIDILITIND.NS,2024-07-04
PIIND.NS,2024-07-04
POLYCAB.NS,2024-07-04
POONAWALLA.NS,2024-07-04
PRESTIGE.NS,2024-07-04
RAYMOND.NS,2024-07-04
RELIANCE.NS,2024-07-04
RITES.NS,2024-07-04
RVNL.NS,2024-07-04
SAIL.NS,2024-07-04
SBIN.NS,2024-07-04
SHREECEM.NS,2024-07-04
SIEMENS.NS,2024-07-04
SRF.NS,2024-07-04
SUNPHARMA.NS,2024-07-04
SUZLON.NS,2024-07-04
TATACHEM.NS,2024-07-04
TATACOMM.NS,2024-07-04
TATAELXSI.NS,2024-07-04
TATASTEEL.NS,2024-07-04
TCS.NS,2024-07-04
TECHM.NS,2024-07-04
TITAN.NS,2024-07-04
TRIDENT.NS,2024-07-04
TVSMOTOR.NS,2024-07-04
VOLTAS.NS,2024-07-04
WIPRO.NS,2024-07-04
ZENSARTECH.NS,2024-07-04
