kdcode,dt
AARTIIND.NS,2021-09-24
ADANIENT.NS,2021-09-24
APOLLOTYRE.NS,2021-09-24
ASHOKLEY.NS,2021-09-24
ASIANPAINT.NS,2021-09-24
AUROPHARMA.NS,2021-09-24
AXISBANK.NS,2021-09-24
BAJFINANCE.NS,2021-09-24
BATAINDIA.NS,2021-09-24
BDL.NS,2021-09-24
BEML.NS,2021-09-24
BHARATFORG.NS,2021-09-24
BHARTIARTL.NS,2021-09-24
BHEL.NS,2021-09-24
BIOCON.NS,2021-09-24
BPCL.NS,2021-09-24
BRITANNIA.NS,2021-09-24
BSOFT.NS,2021-09-24
CDSL.NS,2021-09-24
CESC.NS,2021-09-24
CIPLA.NS,2021-09-24
COALINDIA.NS,2021-09-24
COFORGE.NS,2021-09-24
CONCOR.NS,2021-09-24
CUMMINSIND.NS,2021-09-24
DIXON.NS,2021-09-24
DRREDDY.NS,2021-09-24
EICHERMOT.NS,2021-09-24
GODREJPROP.NS,2021-09-24
GOLDBEES.NS,2021-09-24
GRSE.NS,2021-09-24
HAVELLS.NS,2021-09-24
HCLTECH.NS,2021-09-24
HDFCAMC.NS,2021-09-24
HDFCBANK.NS,2021-09-24
HEROMOTOCO.NS,2021-09-24
HINDALCO.NS,2021-09-24
HINDUNILVR.NS,2021-09-24
ICICIBANK.NS,2021-09-24
IDFCFIRSTB.NS,2021-09-24
IEX.NS,2021-09-24
IIFL.NS,2021-09-24
INDIGO.NS,2021-09-24
INDUSTOWER.NS,2021-09-24
INFY.NS,2021-09-24
IRCON.NS,2021-09-24
ITC.NS,2021-09-24
JSWSTEEL.NS,2021-09-24
KOTAKBANK.NS,2021-09-24
LALPATHLAB.NS,2021-09-24
LAURUSLABS.NS,2021-09-24
LUPIN.NS,2021-09-24
M&M.NS,2021-09-24
MANAPPURAM.NS,2021-09-24
MARICO.NS,2021-09-24
MARUTI.NS,2021-09-24
MCX.NS,2021-09-24
MON100.NS,2021-09-24
MPHASIS.NS,2021-09-24
MRF.NS,2021-09-24
MUTHOOTFIN.NS,2021-09-24
NAVINFLUOR.NS,2021-09-24
NESTLEIND.NS,2021-09-24
NIFTYBEES.NS,2021-09-24
OBEROIRLTY.NS,2021-09-24
OIL.NS,2021-09-24
ONGC.NS,2021-09-24
PAGEIND.NS,2021-09-24
PERSISTENT.NS,2021-09-24
PIDILITIND.NS,2021-09-24
PIIND.NS,2021-09-24
POLYCAB.NS,2021-09-24
POONAWALLA.NS,2021-09-24
PRESTIGE.NS,2021-09-24
RAYMOND.NS,2021-09-24
RELIANCE.NS,2021-09-24
RITES.NS,2021-09-24
RVNL.NS,2021-09-24
SAIL.NS,2021-09-24
SBIN.NS,2021-09-24
SHREECEM.NS,2021-09-24
SIEMENS.NS,2021-09-24
SRF.NS,2021-09-24
SUNPHARMA.NS,2021-09-24
SUZLON.NS,2021-09-24
TATACHEM.NS,2021-09-24
TATACOMM.NS,2021-09-24
TATAELXSI.NS,2021-09-24
TATASTEEL.NS,2021-09-24
TCS.NS,2021-09-24
TECHM.NS,2021-09-24
TITAN.NS,2021-09-24
TRIDENT.NS,2021-09-24
TVSMOTOR.NS,2021-09-24
VOLTAS.NS,2021-09-24
WIPRO.NS,2021-09-24
ZENSARTECH.NS,2021-09-24
