kdcode,dt
AARTIIND.NS,2024-04-01
ADANIENT.NS,2024-04-01
APOLLOTYRE.NS,2024-04-01
ASHOKLEY.NS,2024-04-01
ASIANPAINT.NS,2024-04-01
AUROPHARMA.NS,2024-04-01
AXISBANK.NS,2024-04-01
BAJFINANCE.NS,2024-04-01
BATAINDIA.NS,2024-04-01
BDL.NS,2024-04-01
BEML.NS,2024-04-01
BHARATFORG.NS,2024-04-01
BHARTIARTL.NS,2024-04-01
BHEL.NS,2024-04-01
BIOCON.NS,2024-04-01
BPCL.NS,2024-04-01
BRITANNIA.NS,2024-04-01
BSOFT.NS,2024-04-01
CDSL.NS,2024-04-01
CESC.NS,2024-04-01
CIPLA.NS,2024-04-01
COALINDIA.NS,2024-04-01
COFORGE.NS,2024-04-01
CONCOR.NS,2024-04-01
CUMMINSIND.NS,2024-04-01
DIXON.NS,2024-04-01
DRREDDY.NS,2024-04-01
EICHERMOT.NS,2024-04-01
GODREJPROP.NS,2024-04-01
GOLDBEES.NS,2024-04-01
GRSE.NS,2024-04-01
HAVELLS.NS,2024-04-01
HCLTECH.NS,2024-04-01
HDFCAMC.NS,2024-04-01
HDFCBANK.NS,2024-04-01
HEROMOTOCO.NS,2024-04-01
HINDALCO.NS,2024-04-01
HINDUNILVR.NS,2024-04-01
ICICIBANK.NS,2024-04-01
IDFCFIRSTB.NS,2024-04-01
IEX.NS,2024-04-01
IIFL.NS,2024-04-01
INDIGO.NS,2024-04-01
INDUSTOWER.NS,2024-04-01
INFY.NS,2024-04-01
IRCON.NS,2024-04-01
ITC.NS,2024-04-01
JSWSTEEL.NS,2024-04-01
KOTAKBANK.NS,2024-04-01
LALPATHLAB.NS,2024-04-01
LAURUSLABS.NS,2024-04-01
LUPIN.NS,2024-04-01
M&M.NS,2024-04-01
MANAPPURAM.NS,2024-04-01
MARICO.NS,2024-04-01
MARUTI.NS,2024-04-01
MCX.NS,2024-04-01
MON100.NS,2024-04-01
MPHASIS.NS,2024-04-01
MRF.NS,2024-04-01
MUTHOOTFIN.NS,2024-04-01
NAVINFLUOR.NS,2024-04-01
NESTLEIND.NS,2024-04-01
NIFTYBEES.NS,2024-04-01
OBEROIRLTY.NS,2024-04-01
OIL.NS,2024-04-01
ONGC.NS,2024-04-01
PAGEIND.NS,2024-04-01
PERSISTENT.NS,2024-04-01
PIDILITIND.NS,2024-04-01
PIIND.NS,2024-04-01
POLYCAB.NS,2024-04-01
POONAWALLA.NS,2024-04-01
PRESTIGE.NS,2024-04-01
RAYMOND.NS,2024-04-01
RELIANCE.NS,2024-04-01
RITES.NS,2024-04-01
RVNL.NS,2024-04-01
SAIL.NS,2024-04-01
SBIN.NS,2024-04-01
SHREECEM.NS,2024-04-01
SIEMENS.NS,2024-04-01
SRF.NS,2024-04-01
SUNPHARMA.NS,2024-04-01
SUZLON.NS,2024-04-01
TATACHEM.NS,2024-04-01
TATACOMM.NS,2024-04-01
TATAELXSI.NS,2024-04-01
TATASTEEL.NS,2024-04-01
TCS.NS,2024-04-01
TECHM.NS,2024-04-01
TITAN.NS,2024-04-01
TRIDENT.NS,2024-04-01
TVSMOTOR.NS,2024-04-01
VOLTAS.NS,2024-04-01
WIPRO.NS,2024-04-01
ZENSARTECH.NS,2024-04-01
