kdcode,dt
AARTIIND.NS,2022-05-06
ADANIENT.NS,2022-05-06
APOLLOTYRE.NS,2022-05-06
ASHOKLEY.NS,2022-05-06
ASIANPAINT.NS,2022-05-06
AUROPHARMA.NS,2022-05-06
AXISBANK.NS,2022-05-06
BAJFINANCE.NS,2022-05-06
BATAINDIA.NS,2022-05-06
BDL.NS,2022-05-06
BEML.NS,2022-05-06
BHARATFORG.NS,2022-05-06
BHARTIARTL.NS,2022-05-06
BHEL.NS,2022-05-06
BIOCON.NS,2022-05-06
BPCL.NS,2022-05-06
BRITANNIA.NS,2022-05-06
BSOFT.NS,2022-05-06
CDSL.NS,2022-05-06
CESC.NS,2022-05-06
CIPLA.NS,2022-05-06
COALINDIA.NS,2022-05-06
COFORGE.NS,2022-05-06
CONCOR.NS,2022-05-06
CUMMINSIND.NS,2022-05-06
DIXON.NS,2022-05-06
DRREDDY.NS,2022-05-06
EICHERMOT.NS,2022-05-06
GODREJPROP.NS,2022-05-06
GOLDBEES.NS,2022-05-06
GRSE.NS,2022-05-06
HAVELLS.NS,2022-05-06
HCLTECH.NS,2022-05-06
HDFCAMC.NS,2022-05-06
HDFCBANK.NS,2022-05-06
HEROMOTOCO.NS,2022-05-06
HINDALCO.NS,2022-05-06
HINDUNILVR.NS,2022-05-06
ICICIBANK.NS,2022-05-06
IDFCFIRSTB.NS,2022-05-06
IEX.NS,2022-05-06
IIFL.NS,2022-05-06
INDIGO.NS,2022-05-06
INDUSTOWER.NS,2022-05-06
INFY.NS,2022-05-06
IRCON.NS,2022-05-06
ITC.NS,2022-05-06
JSWSTEEL.NS,2022-05-06
KOTAKBANK.NS,2022-05-06
LALPATHLAB.NS,2022-05-06
LAURUSLABS.NS,2022-05-06
LUPIN.NS,2022-05-06
M&M.NS,2022-05-06
MANAPPURAM.NS,2022-05-06
MARICO.NS,2022-05-06
MARUTI.NS,2022-05-06
MCX.NS,2022-05-06
MON100.NS,2022-05-06
MPHASIS.NS,2022-05-06
MRF.NS,2022-05-06
MUTHOOTFIN.NS,2022-05-06
NAVINFLUOR.NS,2022-05-06
NESTLEIND.NS,2022-05-06
NIFTYBEES.NS,2022-05-06
OBEROIRLTY.NS,2022-05-06
OIL.NS,2022-05-06
ONGC.NS,2022-05-06
PAGEIND.NS,2022-05-06
PERSISTENT.NS,2022-05-06
PIDILITIND.NS,2022-05-06
PIIND.NS,2022-05-06
POLYCAB.NS,2022-05-06
POONAWALLA.NS,2022-05-06
PRESTIGE.NS,2022-05-06
RAYMOND.NS,2022-05-06
RELIANCE.NS,2022-05-06
RITES.NS,2022-05-06
RVNL.NS,2022-05-06
SAIL.NS,2022-05-06
SBIN.NS,2022-05-06
SHREECEM.NS,2022-05-06
SIEMENS.NS,2022-05-06
SRF.NS,2022-05-06
SUNPHARMA.NS,2022-05-06
SUZLON.NS,2022-05-06
TATACHEM.NS,2022-05-06
TATACOMM.NS,2022-05-06
TATAELXSI.NS,2022-05-06
TATASTEEL.NS,2022-05-06
TCS.NS,2022-05-06
TECHM.NS,2022-05-06
TITAN.NS,2022-05-06
TRIDENT.NS,2022-05-06
TVSMOTOR.NS,2022-05-06
VOLTAS.NS,2022-05-06
WIPRO.NS,2022-05-06
ZENSARTECH.NS,2022-05-06
