,AARTIIND.NS,ADANIENT.NS,ANGELONE.NS,APOLLOTYRE.NS,ASHOKLEY.NS,ASIANPAINT.NS,AUROPHARMA.NS,AXISBANK.NS,BAJFINANCE.NS,BATAINDIA.NS,BDL.NS,BEML.NS,BHARATFORG.NS,BHARTIARTL.NS,BHEL.NS,BIOCON.NS,BPCL.NS,BRITANNIA.NS,BSOFT.NS,CAMS.NS,CDSL.NS,CESC.NS,CIPLA.NS,COALINDIA.NS,COFORGE.NS,CONCOR.NS,CUMMINSIND.NS,DIXON.NS,DRREDDY.NS,EICHERMOT.NS,GODREJPROP.NS,GOLDBEES.NS,GRSE.NS,HAPPSTMNDS.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,IDFCFIRSTB.NS,IEX.NS,IIFL.NS,INDIGO.NS,INDUSTOWER.NS,INFY.NS,IRCON.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LALPATHLAB.NS,LAURUSLABS.NS,LUPIN.NS,M&M.NS,MANAPPURAM.NS,MARICO.NS,MARUTI.NS,MAXHEALTH.NS,MAZDOCK.NS,MCX.NS,MON100.NS,MPHASIS.NS,MRF.NS,MUTHOOTFIN.NS,NAVINFLUOR.NS,NESTLEIND.NS,NIFTYBEES.NS,OBEROIRLTY.NS,OIL.NS,ONGC.NS,PAGEIND.NS,PERSISTENT.NS,PIDILITIND.NS,PIIND.NS,POLYCAB.NS,POONAWALLA.NS,PRESTIGE.NS,RAYMOND.NS,RELIANCE.NS,RITES.NS,RVNL.NS,SAIL.NS,SBICARD.NS,SBIN.NS,SHREECEM.NS,SIEMENS.NS,SRF.NS,SUNPHARMA.NS,SUZLON.NS,TATACHEM.NS,TATACOMM.NS,TATAELXSI.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRIDENT.NS,TVSMOTOR.NS,VOLTAS.NS,WIPRO.NS,ZENSARTECH.NS
AARTIIND.NS,1.0,0.8110797289528452,0.8573198940243923,0.6969042508790164,0.7996551764467573,0.8074932249348086,0.6414045046499167,0.822364124180145,0.8943193696740817,0.6571381362118708,0.5150083069029312,0.618279329229836,0.61773397857502,0.6762800606980621,0.8035376101770835,0.6004867655308099,0.805697095059447,0.858908082001716,0.7195578996213614,0.7372918127110919,0.6062389695962311,0.5732667086216483,0.8217883640185886,0.813944900517276,0.9049551234353213,0.7536374894085297,0.9101745458759501,0.6716492519075755,0.9267651365439393,0.8089171961246236,0.7581598923367826,0.6377663908082442,0.5908183972235048,0.43813090148818523,0.7129480036274408,0.6883063130364967,0.8377016100832518,0.8299666144336684,0.81197073080116,0.7792323377648678,0.8970221122475516,0.9162344640154402,0.6907614260943493,0.7287802948768484,0.812381184319465,0.9280903617682867,0.8250080889140031,0.7261348358581111,0.483665087530346,0.7447431375820663,0.7897259652018853,0.8454956455650708,0.7071952537876338,0.7845326276594773,0.8753299497652707,0.8098365256708668,0.9040751090040074,0.8876472992669617,0.8418877231531384,0.5698543346017039,0.5813229666216204,0.8131990212961774,0.7441140833947271,0.8075957426364746,-0.6049680936644387,0.8129045247681299,0.7990729293976472,0.838873531199121,0.9067927630731051,0.6121861629444957,0.7736552712062678,0.8641879356921475,0.8020484192892982,0.8668580449099189,0.897774147866921,0.813976026766589,0.7288804945503422,0.6348524122171809,0.6903376577168459,0.7631197298812878,0.8601904043916389,0.7110912699521078,0.6114296934545762,0.6085536355200313,0.7218410075122776,0.8628283053954852,0.8256105815838701,0.7549576543641002,0.7538041767513606,0.912874471212269,0.6023828810906502,0.7473441581046996,0.5876887649259677,0.5972215942632333,0.8354938770326101,0.8124837149478362,0.8035893095638706,0.8350529705626367,0.6467766162213927,0.7310819076737443,0.7567686159772377,0.6728801173100445,0.6297442614239457
ADANIENT.NS,0.8110797289528452,1.0,0.7006540215940132,0.6624168742731635,0.8882551836150739,0.7820297565655461,0.6585970673715823,0.7186039556383784,0.875806251979768,0.6974418534971264,0.5687371828887788,0.6373734786597104,0.8068042298975534,0.7556114127349804,0.8073828926388726,0.5651811842607758,0.8226791620019951,0.8766811116261543,0.6972252362544433,0.7631550974286794,0.8734518737824034,0.607730264600836,0.7951282815811112,0.8759999461854023,0.8826787775414471,0.7216758053638807,0.7200323372638798,0.8041424018951101,0.7608007358626099,0.8251814541911731,0.9323692156233638,0.8194039893585062,0.5960993929465643,0.5759495848551163,0.5316859878954193,0.7626487148146464,0.861765799625037,0.8465552852463923,0.7935488037483277,0.9289096753935924,0.8457349068481737,0.8850628436217621,0.9252054211938149,0.8158051698211335,0.6108368237649081,0.8726260445101227,0.7686761682795258,0.7842708750574513,0.4724950028076334,0.8580408743589071,0.8813147190408225,0.8387088661704373,0.8580921720378518,0.7375253194422017,0.8872854498994717,0.7839040328911376,0.8962046022453225,0.7926435471679976,0.7450405985583745,0.8768906667738251,0.6145330704190233,0.8951934365586598,0.7462891414242335,0.7834664238533502,-0.7218899127859085,0.8017590860235793,0.7380664384162946,0.9116988317893336,0.8133896040143593,0.8416833597859186,0.794459424880116,0.8753781083933289,0.7408590062194509,0.8548415053755211,0.8800273152331045,0.8737467283864837,0.7562785826280062,0.6278268009400864,0.688186272219821,0.842538828850454,0.8761925036025441,0.6918061248544385,0.5587144822364454,0.5778518803374781,0.7297137091998329,0.8867069911197312,0.8760876709007481,0.8289388000801546,0.7412584292224316,0.7899673647928563,0.559554451228431,0.7956991085651203,0.7075799702724404,0.6029543607308249,0.9462610254399092,0.8355425329384917,0.834799292228785,0.8879184121764776,0.6597155468888648,0.4828993120206701,0.6909520589639838,0.7031846624851931,0.6840893792872389
ANGELONE.NS,0.8573198940243925,0.7006540215940132,1.0,0.47955169185821184,0.7097285325012385,0.5524233265714863,0.5658682906750601,0.6935501882813208,0.729004930247863,0.579854306059914,0.5548750908510974,0.7098857337915542,0.5478129105830314,0.5512588510769575,0.7433052830998192,0.44392565595741945,0.7081790982591649,0.7830783187453901,0.788263251766837,0.704122018408983,0.6146331782016077,0.3991107950291956,0.6956548058676988,0.7218064079681958,0.8479281690602493,0.7310206046726282,0.8297009790096518,0.6689962879666347,0.7949982460056286,0.6862462162976753,0.699936886077047,0.6985923224869733,0.5960786114568837,0.3592131246630943,0.480617277159566,0.6097968785374144,0.721769050051206,0.6403138126967547,0.676466822527332,0.7700802328389182,0.7893353083478525,0.7725815419979356,0.6253269083252339,0.5892754423692366,0.6932255858012386,0.7526717697506059,0.8688546785810369,0.7268804206856759,0.5110333133568934,0.6283546660718143,0.6819383311100624,0.6606043171547744,0.6924482202615136,0.6763288663502119,0.8367971452487085,0.6558470481944837,0.8080623076627702,0.8215255004119045,0.689887118178442,0.5249346401092339,0.5000506368627592,0.7800996633772547,0.6867943401884401,0.7676479807693475,-0.6635845911143442,0.7828066580654366,0.6964926397456185,0.7159336184434878,0.7392149910100483,0.5451339351165799,0.7447578598091371,0.780422503593365,0.7439880977874159,0.8423371017432345,0.7343315472317592,0.7958304861297869,0.7591774485837105,0.461147627802214,0.6016569063022081,0.7624206691882449,0.6961965406637036,0.6723102386520443,0.7282272940132527,0.6031060840424223,0.7003833171262579,0.6903133716853082,0.7179363844817755,0.5935446949094376,0.563633346439437,0.8231631787600143,0.6063491628690952,0.5464222870389216,0.34945299315104533,0.5120352589653389,0.7813055664043517,0.8232217042344238,0.7142536115283256,0.7326775932937462,0.7600062461183464,0.5876505853296544,0.5984736952937385,0.6759292993818113,0.489872812070989
APOLLOTYRE.NS,0.6969042508790163,0.6624168742731635,0.47955169185821184,1.0,0.6961139480578754,0.821507176195703,0.717534850487641,0.6543271028730162,0.781002156749601,0.4531372925620546,0.2978210833122079,0.4896110085398681,0.48960978168539276,0.43272710847085644,0.5621507760708965,0.8820943384114831,0.6085417125877908,0.6648139502663017,0.4293691745400575,0.3997806360716025,0.5032582486340401,0.36824993321038396,0.7347680004368307,0.5968909860436953,0.6775004643142617,0.49017938555217705,0.5707407171865562,0.5638488853095919,0.6284886657593733,0.7038478211940309,0.5361978781184704,0.4436102472523438,0.4638330900730655,0.40189561125918577,0.732077884261064,0.5721900916249705,0.7187047611630184,0.6907289502270794,0.8651996188881396,0.6062227557932797,0.7019018278348256,0.7394979719620067,0.5553004324095369,0.7058458700919897,0.5478820653570753,0.6728660284859912,0.46345926253290376,0.5352929285279548,0.2252405019103259,0.5727077404223109,0.7650452464868719,0.7618833439735065,0.5465081547472602,0.6809711246509866,0.6001358193627632,0.5433945277206064,0.7293810786574654,0.6463679757160071,0.6070671057998893,0.5168208547710841,0.29685464469366973,0.6855344671000905,0.6422104021745958,0.6324765402295736,-0.23747478813803383,0.5675369817331828,0.5698295951099275,0.6812583328616345,0.7272162911732953,0.5603630849182285,0.5967001432168256,0.6590551268620501,0.5307734207064436,0.5286360316123032,0.7421112782578584,0.5655661744846431,0.6053621767770961,0.40818313185580235,0.3717258549197872,0.49510265209464965,0.7642464038367163,0.3690245461033539,0.27039469802535704,0.47587819064682557,0.6935789322399285,0.6831412314168783,0.6434321128647741,0.5948176515153235,0.933760192736601,0.6141787495580573,0.43335944894673933,0.5242636581420953,0.5869340054211737,0.4343726277455426,0.6573432072683617,0.55177029681141,0.63602746725807,0.5823820198909206,0.29737497895951465,0.5549021634715663,0.8242920337919156,0.45737051708223625,0.8687800093198993
ASHOKLEY.NS,0.7996551764467573,0.8882551836150739,0.7097285325012385,0.6961139480578754,1.0,0.8822690674585622,0.6682880914059822,0.6869882452894611,0.830924175959012,0.6767104161066545,0.5500267612855844,0.742525032130997,0.7400348177637645,0.7408073025523293,0.8232030887050379,0.6874274726858494,0.8549482372840369,0.8960115247457918,0.7060985361862088,0.7866066516760829,0.7521456646251938,0.6818096002634869,0.8017412850442976,0.9222898657595359,0.8363458980156678,0.7676877794313325,0.7077793920552724,0.8021254854935412,0.7392148286182727,0.9600354715217658,0.8261197092151523,0.780745953606125,0.5523185969893408,0.5566453487607619,0.4813944668248899,0.7456305072900377,0.8249263742202354,0.8037604401640251,0.8929963597898215,0.9036301006853709,0.840170743131791,0.8643802106826524,0.8130372774980478,0.7742044784109844,0.5645151787448105,0.8037513946370674,0.7669899237039777,0.7875943127146136,0.47753339386691107,0.8386087911566137,0.854086642986575,0.8640906617794722,0.733984432768622,0.6743643844693579,0.8307368080221036,0.7920905190155452,0.8742655211263815,0.8094585071640115,0.7636099841339677,0.7929696508006285,0.5245669142482576,0.911855642132413,0.7913977240147506,0.8781644854852437,-0.6069326329017908,0.8395820709702774,0.6793866929479631,0.910916823737135,0.8081178009109871,0.7161005541336768,0.864885300183521,0.9031961002715969,0.7698869784493978,0.820385213077822,0.8035128557031109,0.8367009174355304,0.6603117468182901,0.7974810990276842,0.7690383379789199,0.8525998212263313,0.8667661359302241,0.7977486538388137,0.5661663357103712,0.5805068080945497,0.7332761597267865,0.8931830298719103,0.8375781724551017,0.6999383213456776,0.8208505571111628,0.7886916297260347,0.5244106547015697,0.8445604196474467,0.6001970708136637,0.5776478237019727,0.9157534610343018,0.8349538746978509,0.8528261292114736,0.8598161137082259,0.630157588716927,0.5018101264503045,0.6826930843927208,0.7145210759398677,0.7679383207408205
ASIANPAINT.NS,0.8074932249348085,0.7820297565655461,0.5524233265714863,0.821507176195703,0.8822690674585622,1.0,0.6989020923205479,0.7135947552009116,0.8862454723177663,0.6150205206803255,0.49189451583627913,0.5497741141367203,0.5839970194319793,0.6670298656239491,0.6718716535083409,0.7259532583717331,0.8027859263295162,0.8393056032545733,0.5520577133042077,0.5966352281933729,0.5862369076155851,0.6924236698097465,0.8176503404678446,0.8357060569885641,0.7596479639045858,0.6559537946094417,0.660396678361615,0.7275113006104058,0.7274750589149724,0.9030193604970645,0.7073465231465706,0.599356461867068,0.5790789758594758,0.5385307111875016,0.6825430445200805,0.7407332053202877,0.8080624505229962,0.8278866786819868,0.8818101469552171,0.7260878856283051,0.8116009260494328,0.8380079115490098,0.705328968289673,0.7324349223891589,0.5769394804989765,0.8093808606035565,0.6412824839556299,0.6995668782712857,0.37280246147904883,0.7698736472004747,0.831007699486402,0.9111471475696892,0.5782144261215699,0.7307852049978547,0.7254222422305608,0.7265607582543434,0.8235495677464607,0.7577396341670793,0.7468423341747451,0.6574629497327971,0.4053534927527916,0.7958254513142063,0.6527501892613887,0.7998872763022613,-0.388961892955604,0.7350874833657974,0.6528744953440886,0.8631196678216597,0.8294927777040408,0.6500332283397262,0.724780946773668,0.8179398239299831,0.679507723506892,0.681929433355994,0.8163860365904386,0.7003542321277083,0.607958738195163,0.8052211172903292,0.6966508190489301,0.6438979634422914,0.8866510286901889,0.7228841539040547,0.42330700677707184,0.5839398790912027,0.633944202826619,0.8664234091601472,0.740101662135842,0.6958696248909663,0.8572500582970031,0.7383531079920196,0.49526257424625875,0.8524291045710839,0.6883979429650324,0.6073852544324477,0.7923103819202848,0.709328812041207,0.7896366447683413,0.8001818576709211,0.42139120929576734,0.5516596688776082,0.811830575998555,0.6523805249597889,0.7494013608901953
AUROPHARMA.NS,0.6414045046499167,0.6585970673715823,0.5658682906750601,0.7175348504876409,0.6682880914059822,0.6989020923205479,1.0,0.6888406592880784,0.7128809504305993,0.5433866420664595,0.4615160056728504,0.4927355542229023,0.4750544045393915,0.5243844878443539,0.6554236670286234,0.7252626657333883,0.6389807247623978,0.6699699507805963,0.5946080422295833,0.5232522187665398,0.608385644390514,0.4006852492927939,0.9072408976727664,0.641117110529979,0.7249689298312898,0.5912331679569208,0.5784676578280921,0.6422693956132106,0.6438206113135855,0.7032722370184189,0.5641670493613019,0.5494226555533338,0.41180680954008336,0.4538609615338437,0.4108908728804196,0.6539915009522503,0.8007910864927892,0.6854633966800174,0.8076651936206505,0.6453090700561598,0.7272704118844896,0.7738425709008836,0.5464068844939665,0.6323377985495874,0.5868841558302829,0.6236219723168495,0.6322763223177452,0.5991838050299519,0.37615663857255593,0.6366530569416438,0.9032135732678803,0.7860582379292059,0.5372228227718648,0.7416276792969303,0.7104719675255485,0.5837636858234921,0.7319603262908405,0.7701244872824597,0.5886345758386313,0.533315406592884,0.3983367410164328,0.680781587933098,0.587535125459876,0.619363187111233,-0.5300178199444385,0.732430091779284,0.6546921898306063,0.7539594552907289,0.7322137509617118,0.7849297060378181,0.6582594895868036,0.7392557635736726,0.5452650607481253,0.6231894419203003,0.732282497507092,0.6131405961274581,0.6246425877643889,0.4932121336879688,0.44762281037959056,0.6183533072464964,0.8130083653498312,0.5063972329742968,0.4576841095967058,0.5260713779683386,0.6258304092864863,0.7096130742732528,0.6912643987805828,0.5816258245131751,0.7477617611392612,0.7067713647524063,0.47102757913325877,0.5470095197150976,0.5727495782648491,0.4495646592057756,0.6759290969592044,0.6386118656292512,0.6661469992281741,0.6467487152432582,0.48708029202794045,0.5251262518045492,0.6047587313248594,0.522051006695818,0.5935276232958351
AXISBANK.NS,0.822364124180145,0.7186039556383784,0.6935501882813206,0.6543271028730162,0.6869882452894611,0.7135947552009115,0.6888406592880784,1.0,0.7882497710494567,0.609649257648159,0.44057362594739574,0.49329407044578,0.530066323790462,0.5691534302828809,0.6524278354224914,0.6521175311578242,0.6962672360407945,0.7422821450983603,0.6476375120919481,0.5538506430263198,0.6089581133688521,0.3869923518881375,0.7908943590138173,0.693576132912431,0.7802272755322227,0.6623287061068881,0.7985970271263004,0.5888920218217564,0.7923192519253333,0.6908055467143553,0.6877526971565314,0.5630291076933509,0.4537619969631986,0.404637812727165,0.6938921598237859,0.6343281592868704,0.6970009895181425,0.8726981975865173,0.8018638199354128,0.7383843250602845,0.8898111577693878,0.8829029149824045,0.6418108243828481,0.7203186966861589,0.669512655200284,0.787342416696051,0.7659172057854408,0.5933059513241531,0.44082303860773697,0.6399886926809467,0.7726340272182367,0.8252137702201515,0.6341117530367798,0.8690518548300366,0.7327279516300544,0.6261981901747238,0.8204685647380977,0.8551511053723412,0.7656276164533223,0.5247653537287819,0.395018969162108,0.754644075961514,0.692057377718879,0.7113917229330156,-0.5787546102994582,0.749418098251382,0.815956690092333,0.7604962586308487,0.9107717643791576,0.6935714264975437,0.6757776677681869,0.7774278003303724,0.6104378702514116,0.6915810423668287,0.7672293775803275,0.6874184074686877,0.7103230396126484,0.5190683206121091,0.543131194757087,0.6538956459465095,0.8074765980355186,0.64995168892923,0.5584737612712859,0.5757253979528035,0.6706292117094065,0.7919142074708414,0.7100909069436165,0.5798303472566074,0.7329192474897912,0.7963053666625171,0.5313763263986387,0.5969568351185558,0.4633722177482178,0.4777995335646628,0.7393783597127384,0.6910185596010013,0.7316048474892235,0.7275946121243234,0.59662335080403,0.5687458273861139,0.6958006346329918,0.569180361321814,0.5357235449520225
BAJFINANCE.NS,0.8943193696740818,0.875806251979768,0.729004930247863,0.7810021567496009,0.8309241759590121,0.8862454723177664,0.7128809504305994,0.7882497710494567,1.0,0.730682584068536,0.5713037288516853,0.6354778433393166,0.6463618304007932,0.7026018233050585,0.7546109560273948,0.6089695654271245,0.8485745274310669,0.9167431966693401,0.7336498069603529,0.6372748215549741,0.7167432886312086,0.5962207661470412,0.8679919420479854,0.8546876762215035,0.9194700685742672,0.7427569131833022,0.7663259907715674,0.80284073495312,0.8223288539583351,0.8219392022717142,0.8474298862471191,0.7401899485382422,0.6519353544845656,0.5898965438137196,0.7564726627943333,0.8095528827587946,0.8897413270124851,0.906706904313659,0.8437337622875811,0.8305502417303761,0.8814854796601496,0.9319875025288267,0.7960572364287866,0.7839931837071469,0.6512798508709164,0.9328167797068214,0.7792847731092878,0.7722029605003458,0.5219144873029814,0.8486391412524924,0.8873839627893303,0.9278361205143929,0.7170555913816836,0.8095404316157415,0.8637016461831006,0.7570409020483566,0.9333976004635791,0.8679602118812966,0.7920918981894385,0.7161822517209819,0.4638000998910264,0.887097243754647,0.7268300083607461,0.8191409538838139,-0.604659044823111,0.8282830144808397,0.7794767404637943,0.8934971121101959,0.9067003355508902,0.7294553137213898,0.7916636585140892,0.912526431472853,0.7415496309871625,0.8106793683672111,0.9083490458536585,0.8268447127933846,0.8017054062345208,0.6304499067851242,0.6957005636852319,0.7664412973141753,0.9459240632243132,0.6946157428828237,0.5952496495587483,0.6096910943185074,0.7290764709659265,0.8993635904906189,0.8454315922097879,0.8700232731120509,0.8131705572846954,0.8279978411703764,0.6730251682932231,0.7945773105030878,0.6832382640372132,0.6591545520426254,0.8913383163163616,0.8364499294630635,0.878370964579701,0.8868617197966944,0.6215684908599511,0.5564018288090501,0.8933721563898431,0.7407775628159667,0.6941531918852706
BATAINDIA.NS,0.6571381362118708,0.6974418534971264,0.579854306059914,0.45313729256205465,0.6767104161066545,0.6150205206803255,0.5433866420664595,0.6096492576481591,0.7306825840685361,1.0,0.6754014130798678,0.6597648475609778,0.54757704200265,0.6839512802850609,0.6815116578449713,0.4304384906865327,0.7061771142333674,0.7978834466011545,0.7047004090443298,0.5605309864421342,0.6049652766568689,0.5040171030387907,0.6326986775112321,0.7130923443343168,0.7196817637574396,0.9146639502962374,0.5206308443824466,0.6699626000644273,0.5487640552360914,0.6046462012023748,0.8250947617669857,0.6537611787796699,0.49815113089011437,0.48847423120303335,0.37236817180905535,0.621973074056017,0.6882675491866573,0.7052630961470477,0.6639826167005303,0.7500826383608077,0.6485982846090135,0.776640087268582,0.7226544057639918,0.5740145373398843,0.4624845631397827,0.6683984054182739,0.7309218764907499,0.6102894076906038,0.9110273680299005,0.7681014298407568,0.7189333019499697,0.6797262636787028,0.5754792044922002,0.5786047234283991,0.7757845184454085,0.5948783534278997,0.7466310567999535,0.6931873670071781,0.5618315649476037,0.6072737186102465,0.43104764749832725,0.7223353605121465,0.7591803181850006,0.8090458871652552,-0.6337822381768015,0.7578448988860463,0.8492544221007555,0.6866122049465122,0.6703497640957352,0.5680868225678144,0.8479629420266713,0.839177238431138,0.7987957148092018,0.6581101342591968,0.655287037560929,0.7987229627675215,0.6961175968190857,0.5530864287498306,0.7008540925380233,0.8069601613797707,0.7855916705493293,0.7951790039765296,0.6325939447322275,0.4533733281130754,0.8574306474004254,0.7538302833499153,0.7965993730073497,0.6480586168252347,0.5988190333962158,0.6011158606597115,0.47761357921189307,0.712189390723737,0.5185180659523296,0.48030258412726423,0.7182919667410222,0.6650449021502659,0.7150123118615876,0.8156301148813613,0.861103498204018,0.2901627229585609,0.6238553079850097,0.6083162764535716,0.5003160339771225
