,AARTIIND.NS,ADANIENT.NS,APOLLOTYRE.NS,ASHOKLEY.NS,ASIANPAINT.NS,AUROPHARMA.NS,AXISBANK.NS,BAJFINANCE.NS,BATAINDIA.NS,BDL.NS,BEML.NS,BHARATFORG.NS,BHARTIARTL.NS,BHEL.NS,BIOCON.NS,BPCL.NS,BRITANNIA.NS,BSOFT.NS,CDSL.NS,CESC.NS,CIPLA.NS,COALINDIA.NS,COFORGE.NS,CONCOR.NS,CUMMINSIND.NS,DIXON.NS,DRREDDY.NS,EICHERMOT.NS,GODREJPROP.NS,GOLDBEES.NS,GRSE.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,IDFCFIRSTB.NS,IEX.NS,IIFL.NS,INDIGO.NS,INDUSTOWER.NS,INFY.NS,IRCON.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LALPATHLAB.NS,LAURUSLABS.NS,LUPIN.NS,M&M.NS,MANAPPURAM.NS,MARICO.NS,MARUTI.NS,MCX.NS,MON100.NS,MPHASIS.NS,MRF.NS,MUTHOOTFIN.NS,NAVINFLUOR.NS,NESTLEIND.NS,NIFTYBEES.NS,OBEROIRLTY.NS,OIL.NS,ONGC.NS,PAGEIND.NS,PERSISTENT.NS,PIDILITIND.NS,PIIND.NS,POLYCAB.NS,POONAWALLA.NS,PRESTIGE.NS,RAYMOND.NS,RELIANCE.NS,RITES.NS,RVNL.NS,SAIL.NS,SBICARD.NS,SBIN.NS,SHREECEM.NS,SIEMENS.NS,SRF.NS,SUNPHARMA.NS,SUZLON.NS,TATACHEM.NS,TATACOMM.NS,TATAELXSI.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRIDENT.NS,TVSMOTOR.NS,VOLTAS.NS,WIPRO.NS,ZENSARTECH.NS
AARTIIND.NS,1.0,0.36521991297071205,0.7329288432787787,0.46831359483121426,0.46077310396168225,0.5062316172761177,0.6719965122234045,0.6067760262381472,0.5867068505083628,0.13083702491403515,0.40140735318445486,0.3680665500399901,0.5373799708747421,0.535223104621658,0.6270500272986308,0.5478729529665289,0.4842636839235587,0.4798363808574141,0.4944614261178525,0.422569755900954,0.4174440008442429,0.4642336034218828,0.3509426729597049,0.48464044436595033,0.5108650624492774,0.5072944421998715,0.6225951954889914,0.7953958209947783,0.444097104451627,0.6395581869081807,0.4996138736257925,0.5772672819739527,0.5577182407773096,0.48668012124647597,0.5821908459894901,0.5331679616902647,0.7866365738581164,0.539193474274499,0.644481260268605,0.5099744980658172,0.6037950000812381,0.4186529390231322,0.4664895750262807,0.4863861742021802,0.4956660110980113,0.38076613603716447,0.42796387174316897,0.645161805183655,0.6290252203720559,0.35281144613594995,0.16329703095377127,0.7708143796932108,0.7541460499363705,0.568018391431509,0.5503525325317498,0.6068456294470072,0.6612597277173894,0.4899452255335767,0.4647252840685901,-0.6247010899657508,0.34733781287790705,0.44356435373794756,0.5883985695997999,0.6440310212284762,0.5033356740238158,0.6297354202019231,0.3828430972862904,0.3650788530179782,0.46921577265387143,0.5796890609363654,0.6447230176116411,0.4261248821033585,0.330170808577257,0.46228727573607,0.3979900849310223,0.6652563775264895,0.45096701876507145,0.3509645537605301,0.5453384401811143,0.43612144250746726,0.5313796184086389,0.6350480941388496,0.5748727145075361,0.5620784945623323,0.5436307062193314,0.38107215037454334,0.5634248527297051,0.7810762013014944,0.304838439171494,0.5986546596311165,0.5023257994616179,0.6131979310158596,0.4190011067638597,0.4034366222531121,0.6291308434557453,0.5739422216206898,0.6749486866375277,0.44879420176210194
ADANIENT.NS,0.3652199129707121,1.0,0.7732524915642952,0.7026431089674966,0.6174859909873104,0.6047049394964379,0.7294124651841877,0.7646563859511292,0.7513728620347639,0.2766766502987022,0.5327270505484276,0.49417359997263655,0.7146294303211219,0.6648310397899919,0.736716101712944,0.73081275696769,0.6008349676957392,0.6294479275101829,0.5457582133378559,0.5775275077190957,0.546070994016836,0.742238214023609,0.6382967763164601,0.6283563555573174,0.7487081005211728,0.5329498089569378,0.6624307277676628,0.7148922729993769,0.5699937483302091,0.7729268328472267,0.7367408654634158,0.7056789269313481,0.8213968769490494,0.41622774269034807,0.7845387618471925,0.7830756245333017,0.6944605838764872,0.845140670374669,0.7902400071114237,0.8273761334600515,0.6022373075028631,0.6936621952199281,0.5739291229311071,0.8238922549675822,0.7757800455195187,0.5304880387230635,0.7177111519720751,0.6382988018137483,0.7825849777180522,0.5297048897175455,0.25055095335306155,0.6268245884616764,0.6145477851806996,0.7439526177143029,0.6597918932124762,0.7038651057161607,0.6785613013839746,0.589747037540956,0.7315739242707624,-0.7897235090855025,0.4679519567431461,0.44397311915303717,0.7713752290053083,0.7691838327951502,0.70883586975155,0.7311548477451462,0.8060901463476474,0.42044312919542753,0.7654558659181606,0.6317540133701102,0.6498881042647526,0.599282282923866,0.4534087846747544,0.73246667782603,0.5637537654208165,0.6549756381783671,0.5343131273229247,0.5626489308235075,0.7047020508507297,0.5895131657129188,0.7241044687681698,0.5947959785993416,0.7275905825554274,0.6769764873681584,0.7087867541833918,0.5627585699490653,0.7700757229393468,0.3000706695794076,0.8105720032393215,0.6607808025866582,0.7375316756762393,0.6436373899207478,0.5659403520799114,0.4365532606400106,0.8193876892729876,0.727057786420767,0.6706433052359116,0.27168827308802473
APOLLOTYRE.NS,0.7329288432787787,0.7732524915642952,1.0,0.8733631293892858,0.7363959770149494,0.7765107726790393,0.9109634036443419,0.9505413583222901,0.9204649812688585,0.24609028831039056,0.7629453298758685,0.6724733446773977,0.8823094912292745,0.7678706178663264,0.9210129198214833,0.9151169642970072,0.7949673578837755,0.814314009557483,0.6723065693353502,0.786776628226891,0.7392685769978962,0.785429178514251,0.7157473341147617,0.7894763250844632,0.8635260819941828,0.6897504808870564,0.8561127654692908,0.9582954812639024,0.7707640477038936,0.9342794568143519,0.7043642367085593,0.9300285548227135,0.9017851551952752,0.6413772548766948,0.925014429482408,0.8825851301428949,0.9181465926044907,0.9182701773007345,0.943561025001218,0.8898491033644612,0.8270072343173126,0.7913382083236409,0.7742397385349695,0.8592574633683632,0.8721165762478773,0.7209841098274429,0.7386963282557136,0.8838927644172614,0.9497636331007784,0.7343604998589989,0.29581925340388504,0.9199185985321543,0.8929000432959787,0.8584041482056409,0.8539146433754863,0.8742418548663848,0.8810246475479441,0.7106554742977936,0.8276365005146442,-0.9356804957777116,0.5710193139755402,0.6394915780862739,0.8988043964152965,0.9223737378472604,0.8654547291115721,0.8012700282346272,0.722965073443241,0.5196146868074041,0.7982394997705183,0.8282651331138255,0.8315382907490766,0.8299405691005602,0.6071420402622763,0.8385372986949712,0.764149468371084,0.8960034146441533,0.7227936365420727,0.7218842670792966,0.8620971239448771,0.8112868351500669,0.9166256539215352,0.8212235144524768,0.9167335376718211,0.856347135759464,0.8506061694268722,0.6752136065475477,0.9142219246194444,0.5675674567681412,0.6224527804583688,0.8325271240772053,0.8871823554976913,0.9007827643682228,0.7336351752826096,0.6319466207179438,0.9095302405155222,0.9242525973904975,0.9074225904826118,0.49700603015433337
ASHOKLEY.NS,0.46831359483121426,0.7026431089674966,0.8733631293892858,1.0,0.7356755596443161,0.7511682996858089,0.8331835426721251,0.8883698508433674,0.8712260743061111,0.37114418116294684,0.7537183564706011,0.8268749045828412,0.822667992693079,0.7085627862169166,0.8633825596588658,0.9094226051552163,0.6950905456647212,0.8861132951116265,0.5696619561933547,0.9103249983494239,0.6658612122961495,0.6900701004090913,0.7762526686561579,0.8337525181018552,0.868049516307595,0.576661352072046,0.8183109520896235,0.8359784059711368,0.6437627408292946,0.918596109682975,0.6281748715642897,0.8529812218261922,0.8739093167117162,0.4924822054808261,0.8945413029144412,0.8218197433692606,0.8365659430104384,0.8514903101330462,0.8564912239277505,0.8457232720726199,0.7680763752069103,0.7661981246953289,0.7262097189161956,0.8138759449071644,0.8595559965844537,0.6980747604733708,0.8001839039391665,0.8441778726004645,0.8132621937198906,0.7462798711158204,0.4396724073922743,0.7957845138721067,0.7377419830393968,0.7176808721123814,0.8892615859171877,0.7752963438553444,0.8281750770844123,0.6888611188009413,0.8470023007314623,-0.8713517184196939,0.45502842917756653,0.4980110109861897,0.8760461332336836,0.782601899084178,0.7861676736303403,0.6617713267799188,0.6552263174968602,0.4653305037526267,0.7647424836792336,0.7043007226645619,0.756130354813669,0.8784057906619276,0.6061064010808589,0.8077876128773438,0.8619712130441264,0.7701179820518479,0.7615690239807922,0.7806799885475472,0.9048143419034466,0.6779488190794598,0.908067419696074,0.749893225424715,0.8825467905011354,0.8453251950445376,0.8380783875257652,0.6792006679369662,0.8218039943743515,0.409749544195519,0.6367844479853271,0.8639086695156117,0.8850996490320128,0.8451363517773347,0.7847561514031148,0.6133442837034779,0.7894999513120279,0.859260479083309,0.8594076545928552,0.41353928212277136
ASIANPAINT.NS,0.4607731039616822,0.6174859909873103,0.7363959770149494,0.7356755596443161,1.0,0.6893932453019493,0.6916690130651371,0.8440062012142906,0.7620139659918927,0.23359514278019636,0.6017005972103198,0.5749634334771337,0.6666479099346476,0.8008682293424515,0.7546427552908627,0.6841838508660758,0.6168049486480164,0.7541415861202754,0.6127318612106581,0.7393562184692102,0.6050126039269468,0.6375052180564128,0.6728306243456267,0.681157251822408,0.7285692912850005,0.5530794058860362,0.6761819677262865,0.773072222421347,0.5838475664639519,0.7510331538107623,0.5158764410727245,0.7672804235161622,0.7865992657841709,0.5260682193832968,0.78674970111394,0.8022457965767309,0.7024553884884395,0.754070916811273,0.8190962439273538,0.6955283684575034,0.6729835400738706,0.7863452298526968,0.5974339050170562,0.6940547153923332,0.714651829675225,0.6406179192184102,0.7530416156865826,0.7744651438169062,0.7350439709621261,0.561768596147106,0.29956991318933834,0.6780053321030056,0.667601709494301,0.6417275635620421,0.7183749867183112,0.6926002236849865,0.6361072272248446,0.5391855697136677,0.6689108749989775,-0.7800195734406433,0.43082224346008136,0.48159020363656724,0.7910926337047758,0.7810900535606227,0.7491746928949461,0.5483566064231076,0.6594868978745169,0.8716406151415133,0.6403177032190677,0.6502886447096217,0.6112324399508726,0.6500986042048934,0.45489148025709886,0.7062964747818027,0.6595358097089451,0.723250499743416,0.5768835507414027,0.6176370843720497,0.7934502819288864,0.672646672687348,0.7146730710000461,0.6206987711871,0.7614347821405218,0.7291608012375755,0.699767587323116,0.8331451703226608,0.7539949426422081,0.3210132035948754,0.4681416784338537,0.7239461581111287,0.7168072046741889,0.7294316782206218,0.6275122688992536,0.5250434670974672,0.7201421055091071,0.7589552141337192,0.6821319569132249,0.33238603560165125
AUROPHARMA.NS,0.5062316172761177,0.6047049394964379,0.7765107726790393,0.7511682996858089,0.6893932453019493,1.0,0.7631890147209496,0.8000487890214893,0.8701995607186943,0.22957272547726784,0.5677228947158792,0.6916083788144803,0.7815098758856818,0.6247078008025447,0.822053819492536,0.8856343434296355,0.7266382526091533,0.8123263694132505,0.5270015560736616,0.6768184446108725,0.670645060590443,0.5710148868911888,0.5462773529803586,0.7513542688987832,0.6490295582693053,0.5663903650121818,0.8366743917734788,0.7681981524632924,0.6514518503075342,0.7719184325998454,0.6129329923911095,0.7752194728463382,0.7872224352822685,0.5728031267038589,0.8274747990736974,0.700122058152521,0.7141121960756769,0.7312257629616551,0.8066299926546234,0.7382774979077248,0.717533492487008,0.7587902391137455,0.8038787169577056,0.7127658760933336,0.6873388878423964,0.6262819534106299,0.6110350717331168,0.7032767820341547,0.7400142678560128,0.6161850181903888,0.3010447873068438,0.8871614351742247,0.6749086976480569,0.6608759414391352,0.7623323489290867,0.777349871364385,0.7705246297223405,0.6367895264749507,0.717280902474102,-0.811953101864052,0.353680875050985,0.5267824086864967,0.746120249078315,0.6959503964446144,0.8694556832130361,0.47234903711191306,0.5083552808233995,0.34040168269003995,0.7735705733611722,0.610179002071395,0.6558220139512413,0.7409282130739825,0.5577875826099468,0.7235963234714122,0.7031305705875033,0.6442905765203104,0.576975803720336,0.5915145221045512,0.7393269147071244,0.7222929562913845,0.7821208574641849,0.610716841398005,0.7500221083978496,0.854091665129884,0.8740699137857072,0.5937591279641072,0.7621628765020882,0.373754755028916,0.6409150149861645,0.696317004868747,0.7811640239146217,0.9310187490414236,0.7652603241664038,0.9002703894597511,0.7509435718750234,0.8702209548394537,0.7050060837521875,0.43941250604154664
AXISBANK.NS,0.6719965122234045,0.7294124651841877,0.9109634036443419,0.8331835426721251,0.691669013065137,0.7631890147209495,1.0,0.9197339274755015,0.9240749315548417,0.30870199008941634,0.7219663457732288,0.7127265285465357,0.8662378804422958,0.7721194193222352,0.9217649408716344,0.8707949608692968,0.776570517508009,0.7516219812979125,0.7685671270139165,0.8002039282522362,0.6547346249702706,0.780187581160981,0.6510362503211466,0.8242344141260121,0.8451508086880584,0.6815212077369965,0.835166946896725,0.9287800302808462,0.7586378817234662,0.9068406972737894,0.7736869633638274,0.8902336082795079,0.8992405746934031,0.7196726771919504,0.9395053117335916,0.885603592890473,0.9080099353862401,0.8778242302161997,0.9443499319090662,0.8576268421858991,0.8632666838908695,0.703337078600372,0.7104649571326616,0.8700063202946551,0.8452984726754686,0.6806402485125267,0.7498930789364779,0.9069294085959366,0.9024488942133134,0.6531899890310066,0.3361560893016,0.8351551393802055,0.8390089011639487,0.8437159612095024,0.8402365835798684,0.8970561077046825,0.847890648312257,0.7075761858893452,0.7945224490929838,-0.947973596328962,0.5870963218824375,0.6932205609757769,0.9182958969769008,0.9263041566420033,0.836338189398851,0.8217755958066131,0.6749889183183128,0.44273676796342026,0.7410084858339628,0.8863075831079589,0.9237213271134217,0.7988832755171301,0.6253503425323657,0.8424862173585423,0.6995549736092,0.8754612004878303,0.6989658710174261,0.6640364984952951,0.8863854060836925,0.7260241551823865,0.8731140299833782,0.819869266931361,0.8916020096769737,0.8542206061931027,0.8326565277367056,0.6473923808898892,0.916648921754338,0.7533988942820004,0.626008255062371,0.8527794920057035,0.8501310754471402,0.8803299778255869,0.7374979700841658,0.5763687869366607,0.9480649209187639,0.8530793230790432,0.8700925744319188,0.6735991517450118
BAJFINANCE.NS,0.6067760262381472,0.7646563859511292,0.9505413583222901,0.8883698508433674,0.8440062012142906,0.8000487890214895,0.9197339274755015,1.0,0.9558985126781497,0.30788164777952404,0.8077018119586589,0.7210006108453741,0.8924986650382436,0.8392907824021083,0.9555779171183504,0.8999693417802089,0.8364331811052637,0.8553058768727454,0.7466633517769222,0.841399070210424,0.7378087146131912,0.8287902299476841,0.7669679573822026,0.8089996015291618,0.8921613997067801,0.7469571853749439,0.8387932921429193,0.9416561142308533,0.7888586851379326,0.9439943696962968,0.7002041120196595,0.9443730423750253,0.9423789156740572,0.6919782613708547,0.9556019925462723,0.91599404873967,0.8940026292868452,0.9341447447074065,0.9723114599369135,0.8747637197379361,0.8517156425590955,0.8277056798784787,0.765994921979745,0.9020759250337234,0.907724591241634,0.8066181779030139,0.8114864715468694,0.9225898761902391,0.9580798941281514,0.7855035737604887,0.3608847897382387,0.8583419419838376,0.8827850820318338,0.8795632464520701,0.9028906922195232,0.8931509236542362,0.8593987386420076,0.712324006628413,0.8661017080811829,-0.9673777313554859,0.6327880831297749,0.6414986185928371,0.9551124402284065,0.9498325303628787,0.9058651111608224,0.771799445747516,0.7362672054887949,0.6208440811966404,0.7973445546990109,0.8753312625424704,0.8382298675965307,0.858398016250259,0.6756827530870866,0.9029110986929165,0.7582158302676251,0.9114919722880905,0.7714355494805889,0.7794974853867422,0.9174408463508422,0.8428402683812775,0.9122683105693195,0.83893061513569,0.9413419740749542,0.8728483120341017,0.8463992850368376,0.7712733825639418,0.9495515647247653,0.5382761897828516,0.6122124138307019,0.8696090274059175,0.9218477514149417,0.9096865368151781,0.7335294322105947,0.6328180553119649,0.9231295307582545,0.9311063554310907,0.8798650858834642,0.4930374094827235
BATAINDIA.NS,0.5867068505083628,0.7513728620347639,0.9204649812688585,0.8712260743061111,0.7620139659918926,0.8701995607186943,0.9240749315548417,0.9558985126781497,1.0,0.29191521725879005,0.7633530291518424,0.7722233773906672,0.892980042510526,0.7743816314545561,0.9324805821126775,0.9177841943725605,0.8538754762842233,0.8443575182610955,0.6967672418100443,0.8415949031526111,0.6966644938283162,0.7726909426426474,0.6565027930322938,0.8257871901049556,0.8605094308571458,0.7329610132780638,0.8475497603356488,0.9168869553229337,0.7835399952192279,0.9222397583165043,0.7494694912991702,0.9036929705564802,0.8976976921463613,0.7010389862050226,0.9394812951232807,0.8589214267401938,0.8532315596954453,0.8825807146540158,0.9371836130303091,0.8945510901777256,0.8191196402129322,0.7488651739408725,0.7940459235510706,0.9015012342501398,0.8447232374970262,0.7929537410721749,0.7473877009622742,0.8557919189065466,0.9099719532625179,0.7273118708167087,0.415744476389045,0.8699086003768873,0.8600872696067287,0.8741491422185361,0.8824174634796513,0.9088245567464036,0.8731757308668161,0.7155818001302412,0.8226097154433925,-0.9502253379918163,0.6013135045469196,0.6431172388869675,0.9258040570950296,0.8939216497095895,0.9254991383300296,0.7095772206958886,0.6313032860004525,0.46849863667975594,0.8086816028319822,0.8304518332928248,0.8016019083467673,0.8641570521981115,0.7233427424885944,0.8802079023021226,0.7585561508122284,0.8474685185422028,0.7238746840973947,0.7334063925602938,0.8686370621359458,0.81676547617008,0.9031647485224756,0.8108401734352854,0.883391381170444,0.8898100527742917,0.868767561790129,0.7009554902265328,0.9409181987999572,0.5365103876601773,0.6954207080785693,0.82521408482096,0.8744453845648301,0.9273453596831583,0.7839046744252697,0.7109627667319562,0.9026535983621479,0.932488204068423,0.8517560712066751,0.5235804080388345
BDL.NS,0.13083702491403515,0.2766766502987022,0.24609028831039056,0.3711441811629468,0.23359514278019636,0.2295727254772678,0.3087019900894163,0.30788164777952404,0.2919152172587901,1.0,0.3319278102037648,0.661957745618817,0.25559772907989237,0.28333096982586764,0.2853979294189227,0.2496194833474673,0.393779079308744,0.23483486560383635,0.21043114816291442,0.4060993688208096,0.1986461690241217,0.3272094654088559,0.2215649557848939,0.30394940101845996,0.22203214093858026,0.20186044052626517,0.26387059536840973,0.30381796787781734,0.2770991008701395,0.4289804666653952,0.2311269881826573,0.2602093933617022,0.30100989258614563,0.2520595968409754,0.3709063491719658,0.28247127652687165,0.3304686375975113,0.33972893228666123,0.39796407842498727,0.2072000101378396,0.2707810563332054,0.22126995176156952,0.18534180147572776,0.2738029779495229,0.35089489763316156,0.2051314253593526,0.4332752873258231,0.32505018823425463,0.3278216989457425,0.2623855733104545,0.2936455274273476,0.24290144081911855,0.2606490433124688,0.22431409156198903,0.5176790337887129,0.43735328475281965,0.42238775196279715,0.12149452732799293,0.4028315044140378,-0.3357699254861473,0.1391688623020155,0.3150068739539651,0.44150676979209275,0.2934778541462687,0.29727930033973116,0.2769038236157478,0.35739206367671716,0.07669327336113688,0.2343473499709301,0.24603098957138603,0.25353485389806396,0.5482710480593319,0.20098553647535314,0.22465120928239662,0.16938833739152515,0.28695355178948223,0.6950707389116919,0.1641177329359879,0.4585282812482845,0.2018808919131334,0.23877589577302538,0.44536687061904884,0.3504867856194709,0.16591348914125523,0.24144599649113163,0.11810457081918439,0.21779271405907297,0.32502657848256056,0.2756309607120782,0.5871282312750662,0.3374390157745218,0.24196939661468114,0.16099640977847446,0.14420126805196312,0.27677198537831604,0.2894238244452022,0.28744295573303125,0.19773879013608248
