,AARTIIND.NS,ADANIENT.NS,APOLLOTYRE.NS,ASHOKLEY.NS,ASIANPAINT.NS,AUROPHARMA.NS,AXISBANK.NS,BAJFINANCE.NS,BATAINDIA.NS,BDL.NS,BEML.NS,BHARATFORG.NS,BHARTIARTL.NS,BHEL.NS,BIOCON.NS,BPCL.NS,BRITANNIA.NS,BSOFT.NS,CDSL.NS,CESC.NS,CIPLA.NS,COALINDIA.NS,COFORGE.NS,CONCOR.NS,CUMMINSIND.NS,DIXON.NS,DRREDDY.NS,EICHERMOT.NS,GODREJPROP.NS,GOLDBEES.NS,GRSE.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,IDFCFIRSTB.NS,IEX.NS,IIFL.NS,INDIGO.NS,INDUSTOWER.NS,INFY.NS,IRCON.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LALPATHLAB.NS,LAURUSLABS.NS,LUPIN.NS,M&M.NS,MANAPPURAM.NS,MARICO.NS,MARUTI.NS,MCX.NS,MON100.NS,MPHASIS.NS,MRF.NS,MUTHOOTFIN.NS,NAVINFLUOR.NS,NESTLEIND.NS,NIFTYBEES.NS,OBEROIRLTY.NS,OIL.NS,ONGC.NS,PAGEIND.NS,PERSISTENT.NS,PIDILITIND.NS,PIIND.NS,POLYCAB.NS,POONAWALLA.NS,PRESTIGE.NS,RAYMOND.NS,RELIANCE.NS,RITES.NS,RVNL.NS,SAIL.NS,SBIN.NS,SHREECEM.NS,SIEMENS.NS,SRF.NS,SUNPHARMA.NS,SUZLON.NS,TATACHEM.NS,TATACOMM.NS,TATAELXSI.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRIDENT.NS,TVSMOTOR.NS,VOLTAS.NS,WIPRO.NS,ZENSARTECH.NS
AARTIIND.NS,1.0,0.8101962357548171,0.7850796375837006,0.8442708879366031,0.7982793871009596,0.589228433857357,0.7869303259369874,0.7127380764582832,0.5851293992264491,0.48792273733951613,0.8344150169006576,0.4863405176329123,0.6250283339469596,0.8093407529029585,0.5713436956393609,0.759890236914971,0.7585956453939399,0.6836569784138822,0.7457085396148292,0.7776567353421535,0.8775348774735331,0.8878151160568329,0.33571282168646566,0.74812895707285,0.7978154396943479,0.6520544800976694,0.8089349059228685,0.6777645714033541,0.6152131237266346,0.8375808424155494,0.6621056073150666,0.7624551611662946,0.8477424808628576,0.7520134174830276,0.7930738941388555,0.8718355753390991,0.8130716034745855,0.7702951333601729,0.7713020888996207,0.7874431761471349,0.3707085975361088,0.8400944858559043,0.7168262866735229,0.6093386353825347,0.8077187747919369,0.5540098587342344,0.7525345062916394,0.8495171594533861,0.7310338659742677,0.7199824352366518,0.8519601898919762,0.5870392846712298,0.8435020121296172,0.5565406608851845,0.7900392806963805,0.6925330075373863,0.5546971668081075,0.7711178444435475,0.7280077961488012,-0.8190435109375971,0.795186940258021,0.5656934242873775,0.647537000892873,0.8028159265082957,0.7847190004025112,0.4732919332716276,0.8167656755377499,-0.5547105413518899,0.846774051322699,0.7505127753027663,0.7216488583835619,0.45532112501088773,0.6598631479528283,0.6544698787760029,0.8314008013692166,0.7502425321417902,0.6630635810038024,0.8290830900756608,0.8210395346661649,0.6561961220070787,0.4864071441881142,0.49732870680180685,0.5954418679643612,0.8151761361414552,0.6430436558553293,0.6972893113150765,0.8637140177992654,0.7739475357135992,0.7754813816310904,0.8626342803706323,0.836479856265897,0.7514991077938112,0.7291179203200264,0.6898972562084933,0.718191323197568,0.8757777155924537,0.8350282190038898
ADANIENT.NS,0.8101962357548171,1.0,0.7160153985209308,0.710767142883251,0.7092690130949074,0.5138337741791178,0.8102663332512363,0.7579975079827591,0.5022404656446563,0.6034075882016832,0.9032408928512671,0.45804871400946945,0.6698896972040247,0.7944332352944945,0.5892681101792245,0.7549581954501218,0.6961342143690707,0.5736916814943563,0.7001191054052316,0.7679384018211348,0.9228383770713845,0.8405104308893967,0.342274501631375,0.7709713952135687,0.5514889751219414,0.7001107671341407,0.7664759939335767,0.5940331358069815,0.5436749944403202,0.732308081875152,0.5727951694247796,0.8373739422159562,0.8853356502781629,0.7686256406604067,0.7710410703707082,0.7697432239483217,0.8776105999044319,0.7449277253908361,0.8006754544355883,0.7724145386221831,0.5558027818571906,0.7001718466973107,0.7257785727548297,0.5697077259288394,0.793551282991982,0.5486542591860835,0.7526875409195257,0.8020463885729894,0.7768191810602655,0.6707310797197626,0.7587867888244376,0.4668739613953849,0.7913370508808663,0.43808141116450133,0.8504150472478524,0.7721204356024421,0.6607209605547052,0.7757326223150015,0.7372257021970996,-0.8091005598806973,0.840604423085922,0.5774549222166702,0.7169725301318066,0.7860179052724575,0.7049355055966008,0.6175958648757688,0.7459483216954289,-0.712877133024212,0.7109502006327418,0.698805808520418,0.6392715905371845,0.5225395872088318,0.3029170810090845,0.6115779881321067,0.7273104791155758,0.809346393967377,0.8524008890275069,0.7857656591903327,0.7527405390448189,0.6144786357197204,0.5073491109195489,0.3893572207790607,0.6716666353018982,0.7062043007488082,0.6035652210463174,0.850342076723635,0.6574633923002716,0.4843547921537924,0.6961367642785873,0.7802985403738436,0.7386457358221389,0.635453375422204,0.6888964230235403,0.773513840013716,0.8664499176959601,0.7559821563765087,0.5886135246508015
APOLLOTYRE.NS,0.7850796375837006,0.7160153985209307,1.0,0.8436003408561948,0.6977385240576048,0.6240419592943308,0.838058912605937,0.7594353851747497,0.8279246996054483,0.5617654627581887,0.6977406721743846,0.7655914618204925,0.7454930465468886,0.906086739775484,0.6287045101175992,0.8332587550420124,0.7359848986903663,0.8833909456018294,0.8373666290512697,0.8967946255648215,0.7550250913429147,0.867756907289398,0.45129491432699137,0.9196741835118667,0.8622042234112516,0.7523144513860888,0.9186718114034096,0.7813979413697205,0.6390591063004157,0.8686193690343196,0.712803547169346,0.8130049529850097,0.8739013752484992,0.8277113222104716,0.8711170099160321,0.8383233029971292,0.8406269908138002,0.7449747467427096,0.8665054215444917,0.9023500900503146,0.4721698406460348,0.9207590567436581,0.7161582142734915,0.7394641793740827,0.8681168764724064,0.7667312423060605,0.9217092933432876,0.8574944277287166,0.8539856172198081,0.7616073428402074,0.8767723971840299,0.8058658755504152,0.843783131294098,0.6433132795047248,0.8048986312698231,0.7456422867371146,0.6590443888923274,0.6784461468459068,0.8341165051008428,-0.8958800198345868,0.7709673382923987,0.6681448081647383,0.6706389199085236,0.8528972205359582,0.8537571262069615,0.6706545881420783,0.8879506633302785,-0.6809342913356915,0.8389080195463192,0.8390853318373275,0.7795451222372524,0.5167807485080272,0.3528913735118206,0.7050661170229294,0.9076731102234411,0.8369290372178972,0.5629246555227306,0.8783874001597517,0.9203616095356326,0.7442266058563213,0.7201729718116344,0.5596663980999956,0.6432159641523485,0.8029926636812563,0.7499139391034448,0.5633548054274419,0.8378789476056709,0.5529432789654802,0.8097580656207672,0.8420671623357795,0.9229571732048498,0.7546216568872022,0.8533911077102243,0.7401333569304452,0.7322089134497032,0.872091661113126,0.7625082749316126
ASHOKLEY.NS,0.8442708879366031,0.710767142883251,0.8436003408561948,1.0,0.8019934873910122,0.7363417301857246,0.8717821972284783,0.8052897538385926,0.6569537703075667,0.6238015022026718,0.7426904108306671,0.5625632936959498,0.7112129609386406,0.8540743772666416,0.657365237942614,0.8204194150363099,0.8288610128265003,0.6908400791461463,0.8093818558510455,0.8209862415134168,0.7245612296404215,0.8417431159808682,0.502304628930786,0.818076304619425,0.7917728934973879,0.7155099386607003,0.9183828333477838,0.8045365703099872,0.7981531934494345,0.7736750067146771,0.83134337406641,0.8761471501315268,0.7975916801978175,0.7788779142809369,0.8671358809975485,0.9035115025815544,0.8333568792043041,0.7730879218590972,0.874514967163359,0.7961467472468369,0.5073108015921727,0.8672223234414622,0.8358415175983577,0.6551078176015253,0.8731734482754157,0.67184120264277,0.7913633402717112,0.845003988095195,0.8148368314293212,0.8196640186705035,0.7462724453642605,0.6405418580748515,0.7827180894040402,0.5128902273039752,0.8302156074726059,0.7626421614920917,0.6488469216608828,0.622401817716759,0.8533976229627439,-0.8976403049067094,0.6992926607552267,0.5378366237246992,0.7450602553559471,0.9226674342342409,0.8726021967294773,0.5329289731885167,0.8852034833954319,-0.4735840975990662,0.820034620190207,0.7566140365953373,0.8827140826771647,0.6038695049153199,0.4308806863171701,0.7939434083869522,0.8891559050833668,0.8297069440072318,0.48343671290667534,0.856461261618929,0.8544308263293059,0.76951336635468,0.5682845045138296,0.5260349224129968,0.7728086601484085,0.9171532105173809,0.7686102220395871,0.42510874798523385,0.935366143168288,0.652443632760318,0.8600237137779786,0.9450755125844094,0.7871814219161465,0.9023814958742071,0.7917816683871062,0.8059919122694142,0.6646062523000381,0.8841064900214213,0.8107333967019422
ASIANPAINT.NS,0.7982793871009596,0.7092690130949074,0.6977385240576048,0.8019934873910122,1.0,0.5931953106478356,0.7848153465881553,0.8449036099239785,0.5905259662127216,0.5126664406163932,0.6525352009327073,0.48457158077515594,0.6116269970925986,0.7663985515783421,0.6144570299722468,0.779307827410608,0.946484456518382,0.5576653470776655,0.7608334956095321,0.6859524445446963,0.6178541294163483,0.7812195045195613,0.2852617376838383,0.741586380667104,0.5550651567572249,0.7096265621232327,0.7876052063475072,0.6807913488231161,0.6888329844683636,0.6857586679382979,0.6988452995905272,0.8231986728829312,0.685058523769484,0.7296150185058771,0.7271858844548996,0.8400950452025512,0.828732765396531,0.9566111571691779,0.7380462554948316,0.7109316268561819,0.5774754496587488,0.7524647606444297,0.7911625667761041,0.5503455777245474,0.8234745876743408,0.47758934409743453,0.680708019306439,0.8307672537187798,0.7678901697523852,0.6980575989635526,0.6340959002918981,0.5369876529613911,0.6827181667765982,0.44846988555970224,0.8874996482297696,0.7409839234731744,0.5950112701555403,0.770420358918005,0.7783068917200759,-0.7943451410064294,0.5668230144260739,0.5165824719525338,0.8526025136107023,0.8957426359949576,0.7454084612371012,0.5709323549348525,0.8582167876952888,-0.4838494789501027,0.7075432995857223,0.8003241561354096,0.6817557429287626,0.5316821972163193,0.583687169294341,0.6584533734288217,0.7369326858958145,0.7330379073279267,0.379700802684549,0.6557959409632836,0.7220308686849574,0.5522405926201266,0.5071058301762925,0.38473969716154016,0.7261182844178486,0.8409252618281059,0.5583507863975271,0.37466503042543964,0.8607056586904124,0.6820145987921872,0.8047312039446811,0.8166610184733828,0.7122160032116902,0.7472497623267401,0.6234408724168945,0.7600117405587355,0.5710838100960813,0.7879429516391309,0.6328566809409794
AUROPHARMA.NS,0.5892284338573569,0.5138337741791178,0.6240419592943308,0.7363417301857246,0.5931953106478356,1.0,0.5389099233325914,0.7040892016146337,0.522181056970702,0.6575457160856032,0.42919486076958435,0.5142774763541188,0.41150511873339324,0.7032791876602065,0.7409257059815854,0.7587542084824447,0.5998776878068742,0.6136043952536806,0.6557414838888418,0.5655141469864673,0.5178347620505462,0.6412441375811279,0.19886092862375318,0.525206186528567,0.6369441001900791,0.6931762000399572,0.726370516598786,0.8492416982756457,0.3594570128347044,0.5884207876746802,0.37270176236767283,0.6154171307141739,0.679865290313225,0.5754086243225517,0.6889486509258819,0.857656484145984,0.7204165516437466,0.6626126957071391,0.6146507483313477,0.5592060834097747,0.38757044737242907,0.5752301638473291,0.754872126003769,0.3454873849996464,0.707934411608794,0.6839005765852818,0.5454731125095742,0.7071828069723919,0.5781249826568391,0.39597178650907117,0.5361134125743338,0.6798091049939542,0.6061338526909115,0.4134937621262826,0.6919364769487043,0.6798549206993995,0.563699586576173,0.48585935067033525,0.7361567662784346,-0.7445616522216999,0.45738069326996683,0.3530700961913819,0.6370630284198279,0.6931040914910993,0.4800765766695212,0.523483583514061,0.7312589056082645,-0.10683743457292,0.5783098187671515,0.5776534291919428,0.3785345175425477,0.4627800077995605,0.39273633748317227,0.3679362556685594,0.5634134727909966,0.6420724742942885,0.2851690568037981,0.7075279952962346,0.7255178943388084,0.38520822637180085,0.41381316036807303,0.4209418695784305,0.48110780327818436,0.4971069047414227,0.4824430151599478,0.25782851122629197,0.6631125781266007,0.5620971391062055,0.8520657440874553,0.8076366430179244,0.6509221925758929,0.4367744736006058,0.4561640335625476,0.6884889613075282,0.4857441596917423,0.7238891130914527,0.7446618493964443
AXISBANK.NS,0.7869303259369875,0.8102663332512363,0.838058912605937,0.8717821972284783,0.7848153465881553,0.5389099233325914,1.0,0.8630244382527879,0.6109387034880834,0.6580574095187348,0.7466825170664764,0.5397239014747357,0.8614959117801926,0.8782890031407414,0.6289357208472345,0.844556944002957,0.7963970603878157,0.7218688066273962,0.8987670399751934,0.8787054800523141,0.7633399371935405,0.9240521584508505,0.5200673772456197,0.9015307607854813,0.6817711374534263,0.8113472921331826,0.9195223254768423,0.6865282208010608,0.6797288812947565,0.8118408200545567,0.7634165608565734,0.8605702293625082,0.8077838398581518,0.9019462370678903,0.8708660105009154,0.8416364412812796,0.8778634912398773,0.7790083528378219,0.9240611179004563,0.845658684362615,0.7453071904449523,0.846260997808187,0.8248986113405828,0.7092962469704024,0.9307410197913535,0.6049186396430849,0.8313904515435162,0.8393802700032476,0.8970043562631997,0.7991361608713544,0.7923115102217216,0.5432647367075185,0.819712660504472,0.5473818066576359,0.8585859758500399,0.856107714944872,0.8509188157842993,0.7369341737295544,0.8244784878504561,-0.9098964794002394,0.7838534145262818,0.752057931471052,0.8388057520433623,0.9231989917975382,0.8388100735948428,0.628614789664833,0.8869948304252256,-0.6748246444795832,0.8819048464889665,0.7704540628680486,0.8878029383252947,0.7972315749891524,0.3473186099689129,0.7289480288698063,0.8828006304730867,0.9147957069796722,0.5447112354514176,0.8162782670211497,0.8380542364593625,0.7757061710184016,0.7061169016973166,0.4855680122202657,0.8676518659203657,0.8682359902495844,0.7838745425207395,0.5450076835909492,0.8088630264176081,0.5688866590296193,0.7957324726242022,0.8668407272825395,0.8043515301031859,0.8183692251495993,0.7955495512053443,0.8682791275049664,0.7635284839274851,0.8585462422185337,0.6924410150341036
BAJFINANCE.NS,0.7127380764582834,0.7579975079827591,0.7594353851747497,0.8052897538385927,0.8449036099239785,0.7040892016146336,0.8630244382527879,1.0,0.5692839336535435,0.6011911987877305,0.6362457076416463,0.5562298505297848,0.6757492005650377,0.8654639889878493,0.8063616647080828,0.8597716315272625,0.8129275345673351,0.6356563210486292,0.8730124074877729,0.7689842776138753,0.6782212681317804,0.861376430369371,0.44901713822702477,0.8181011833705164,0.5865167304783224,0.8459274677439494,0.8798117598575884,0.7474328752920232,0.5758754341119336,0.7379784296147887,0.630687349302948,0.847318558488688,0.7656386650660093,0.813284393647305,0.8617679271776578,0.870067606750438,0.8895392789189482,0.8699039442531085,0.8602250687843366,0.7785445368462015,0.7199923148924138,0.7596550030856614,0.822746441967412,0.6126722069765129,0.9454995890364183,0.6239401209538706,0.7246518041392563,0.8580518166906287,0.8560829200717148,0.695227079423363,0.7167702725732362,0.5872625972795605,0.7523985196494296,0.4680270041671844,0.8686944676410149,0.8486321970150144,0.7540499893900364,0.7148686613112152,0.8730161731729124,-0.8902283986672224,0.6973122008972025,0.5581213057602159,0.9055453760868609,0.9099078476565224,0.7249773189437275,0.6591901496301324,0.9198021534174194,-0.5703062574757242,0.8205442760236729,0.7380987973513513,0.6781035324147084,0.6761679188971329,0.4748305527683816,0.554876375369191,0.7485911381869444,0.8735988325544105,0.4099395315268991,0.7434029163856806,0.7837222250021685,0.6552548944776696,0.6190948069769775,0.3681955500123668,0.7757115855397234,0.7562198107476509,0.7321121596229992,0.40523313452348714,0.7519237293140925,0.6623128345683179,0.8852934801232818,0.8646815921290365,0.7995387507271647,0.6796684673463212,0.7364620822993115,0.9096040784411852,0.6389870294966405,0.8398030607552303,0.6922312698569423
BATAINDIA.NS,0.5851293992264491,0.5022404656446563,0.8279246996054483,0.6569537703075667,0.5905259662127217,0.522181056970702,0.6109387034880834,0.5692839336535435,1.0,0.40450151249574323,0.5130801334102612,0.9532022627032168,0.45407994237964594,0.6537634846997414,0.42336883027727334,0.6795960898568458,0.5888839294062201,0.7636508345837166,0.6530410080276992,0.7056844035062292,0.5168261364802768,0.6547882740904419,0.24898359731427847,0.7980198505581978,0.749963070461612,0.5356871621890876,0.7151108602970827,0.7118366346099989,0.5483438768802557,0.6466325441617502,0.5964443967954502,0.6835275845408388,0.6438897142390887,0.5869024822712758,0.6223060185496397,0.6774758015978001,0.6037066270669373,0.6160184483374358,0.6004622989092213,0.5818494013429409,0.3916042268746623,0.6580393207182406,0.5496169247793291,0.3845221633120706,0.6629537079852634,0.7102206321320769,0.6886230040157305,0.595656593270618,0.5542496715984611,0.5494167674011349,0.5637618023000113,0.8638332017700898,0.6471212997842691,0.5011572525868285,0.5877072194361396,0.5177110024154071,0.514428806152522,0.6599609394881679,0.6219931503523295,-0.7027106678531109,0.5024464096843507,0.4994805952183886,0.5129138146381738,0.6994635206016954,0.6185110268916302,0.6384936785750905,0.7096659905824763,-0.44577091359411364,0.5429084083649808,0.7503141380079941,0.6116979839952471,0.4272100245856976,0.31216573477450843,0.5723074729372541,0.7114598433463586,0.5619679346719753,0.45201671071068344,0.6279068004670357,0.6224895762727953,0.465150731559232,0.6153234854297696,0.43656807605733233,0.5506510378564524,0.6660245966679966,0.49589373375885915,0.4076217258208977,0.7257852792093357,0.44871335524582073,0.6166740414615818,0.6265085155033797,0.7642409690165436,0.5957454689196667,0.5926015180122354,0.5798277283700671,0.4904620046914818,0.6144564478201083,0.6194582555122352
BDL.NS,0.48792273733951613,0.6034075882016832,0.5617654627581887,0.6238015022026719,0.5126664406163931,0.6575457160856032,0.6580574095187348,0.6011911987877305,0.4045015124957432,1.0,0.47040266946349923,0.331847795123577,0.5262894161043761,0.6672876161432894,0.4247528250373226,0.7212382926974005,0.6383686692213244,0.476852631320548,0.5320501896613653,0.4854691367922987,0.5028729212614497,0.5989469117429341,0.3469584464369801,0.6603724599635653,0.49913793820060887,0.7865547345913426,0.6819620414746094,0.5844531566426586,0.40600564448871024,0.49908048914873343,0.4446658188849476,0.5588887628514215,0.5785036815313138,0.6296208920233297,0.6733304797196724,0.6773349459871977,0.6358812020069406,0.5791442306754749,0.6464616243685337,0.5265652926707498,0.42162229874849694,0.5037662528006632,0.7073187985146653,0.37686273331250614,0.6550750450848709,0.6252226568200393,0.5468801518033141,0.5683070898174266,0.6511587633479258,0.4958606712873348,0.4375586609946917,0.43931983574635153,0.5551076225727865,0.318103311621197,0.7097850096437482,0.8025034992650764,0.7962881341830381,0.5711093486832797,0.6182624339551608,-0.7354593061657257,0.4580788758964183,0.42512063141580597,0.5012302379646647,0.6638898294928429,0.4425663731116305,0.7307304473374077,0.601019895025953,-0.29695331290905935,0.5409367475058443,0.4728893822802335,0.4737923212159157,0.46192122143225983,0.2060518048241575,0.45287106594491744,0.565247228132768,0.6852091581774716,0.330010252718155,0.6098668805294479,0.6261025010999257,0.4524833492499639,0.4014499381723976,0.36085983707407293,0.5144885410006044,0.4888203448653411,0.5038832700913604,0.31312292245303075,0.5352604642294666,0.4197520965856729,0.5797449152106844,0.6913961060859892,0.4886744472817496,0.4909182545684504,0.425861893513714,0.6303069711111704,0.614036176360946,0.6281171507925442,0.5670115292987512
