,AARTIIND.NS,ADANIENT.NS,ANGELONE.NS,APOLLOTYRE.NS,ASHOKLEY.NS,ASIANPAINT.NS,AUROPHARMA.NS,AXISBANK.NS,BAJFINANCE.NS,BATAINDIA.NS,BDL.NS,BEML.NS,BHARATFORG.NS,BHARTIARTL.NS,BHEL.NS,BIOCON.NS,BPCL.NS,BRITANNIA.NS,BSOFT.NS,CAMS.NS,CDSL.NS,CESC.NS,CIPLA.NS,COALINDIA.NS,COFORGE.NS,CONCOR.NS,CUMMINSIND.NS,DIXON.NS,DRREDDY.NS,EICHERMOT.NS,GODREJPROP.NS,GOLDBEES.NS,GRSE.NS,HAPPSTMNDS.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,IDFCFIRSTB.NS,IEX.NS,IIFL.NS,INDIGO.NS,INDUSTOWER.NS,INFY.NS,IRCON.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LALPATHLAB.NS,LAURUSLABS.NS,LUPIN.NS,M&M.NS,MANAPPURAM.NS,MARICO.NS,MARUTI.NS,MAXHEALTH.NS,MAZDOCK.NS,MCX.NS,MON100.NS,MPHASIS.NS,MRF.NS,MUTHOOTFIN.NS,NAVINFLUOR.NS,NESTLEIND.NS,NIFTYBEES.NS,OBEROIRLTY.NS,OIL.NS,ONGC.NS,PAGEIND.NS,PERSISTENT.NS,PIDILITIND.NS,PIIND.NS,POLYCAB.NS,POONAWALLA.NS,PRESTIGE.NS,RAILTEL.NS,RAYMOND.NS,RELIANCE.NS,RITES.NS,RVNL.NS,SAIL.NS,SBICARD.NS,SBIN.NS,SHREECEM.NS,SIEMENS.NS,SRF.NS,SUNPHARMA.NS,SUZLON.NS,TATACHEM.NS,TATACOMM.NS,TATAELXSI.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRIDENT.NS,TVSMOTOR.NS,VOLTAS.NS,WIPRO.NS,ZENSARTECH.NS
AARTIIND.NS,1.0,0.8101962357548171,0.6527733117422382,0.7850796375837008,0.8442708879366029,0.7982793871009604,0.5892284338573571,0.786930325936987,0.7127380764582832,0.5851293992264487,0.4879227373395158,0.8344150169006572,0.4863405176329124,0.6250283339469592,0.8093407529029585,0.5713436956393613,0.7598902369149712,0.7585956453939395,0.6836569784138815,0.522575973955064,0.745708539614829,0.7776567353421538,0.8775348774735332,0.8878151160568327,0.3357128216864656,0.7481289570728499,0.7978154396943475,0.6520544800976698,0.8089349059228685,0.677764571403354,0.615213123726635,0.8375808424155491,0.6621056073150663,0.869868125133166,0.7624551611662943,0.8477424808628576,0.7520134174830276,0.7930738941388553,0.8718355753390997,0.8130716034745855,0.7702951333601732,0.7713020888996212,0.7874431761471352,0.37070859753610896,0.8400944858559047,0.7168262866735227,0.6093386353825353,0.8077187747919367,0.5540098587342345,0.7525345062916391,0.8495171594533862,0.7310338659742678,0.719982435236652,0.851960189891976,0.5870392846712303,0.843502012129617,0.5565406608851847,0.7900392806963797,0.6925330075373863,0.6750159961379251,0.43211183612066734,0.5546971668081077,0.7711178444435476,0.7280077961488012,-0.8190435109375968,0.7951869402580216,0.5656934242873776,0.6475370008928726,0.8028159265082955,0.7847190004025114,0.47329193327162755,0.8167656755377501,-0.5547105413518904,0.8467740513226995,0.7505127753027662,0.7216488583835619,0.4553211250108877,0.6598631479528285,0.6544698787760033,0.8396517735195579,0.8314008013692166,0.7502425321417902,0.6630635810038025,0.8290830900756612,0.8210395346661645,0.6697853593762471,0.6561961220070784,0.4864071441881138,0.49732870680180663,0.5954418679643612,0.8151761361414548,0.6430436558553295,0.6972893113150765,0.8637140177992655,0.7739475357135994,0.7754813816310906,0.8626342803706318,0.8364798562658976,0.7514991077938115,0.7291179203200266,0.6898972562084931,0.718191323197568,0.8757777155924537,0.83502821900389
ADANIENT.NS,0.8101962357548171,1.0,0.6108541821605381,0.716015398520931,0.7107671428832515,0.7092690130949076,0.5138337741791178,0.8102663332512361,0.7579975079827596,0.5022404656446564,0.6034075882016826,0.9032408928512681,0.4580487140094696,0.6698896972040248,0.7944332352944947,0.5892681101792248,0.7549581954501219,0.6961342143690711,0.5736916814943562,0.6106012149236546,0.7001191054052316,0.7679384018211345,0.922838377071385,0.840510430889397,0.3422745016313749,0.7709713952135685,0.5514889751219413,0.7001107671341409,0.7664759939335763,0.5940331358069815,0.5436749944403203,0.7323080818751517,0.5727951694247795,0.8462686335940907,0.8373739422159563,0.8853356502781626,0.7686256406604072,0.771041070370708,0.7697432239483222,0.8776105999044325,0.7449277253908364,0.8006754544355887,0.7724145386221833,0.5558027818571906,0.700171846697311,0.7257785727548297,0.5697077259288393,0.7935512829919825,0.5486542591860832,0.7526875409195258,0.8020463885729893,0.7768191810602657,0.6707310797197628,0.7587867888244377,0.46687396139538523,0.791337050880866,0.4380814111645014,0.8504150472478526,0.7721204356024424,0.5868019452192245,0.3919474753531412,0.6607209605547053,0.7757326223150016,0.7372257021971,-0.8091005598806972,0.8406044230859215,0.5774549222166703,0.7169725301318067,0.7860179052724577,0.7049355055966009,0.6175958648757689,0.7459483216954289,-0.7128771330242119,0.7109502006327424,0.6988058085204184,0.6392715905371847,0.5225395872088319,0.30291708100908465,0.6115779881321073,0.7455669846840238,0.7273104791155754,0.8093463939673767,0.8524008890275068,0.7857656591903328,0.752740539044819,0.7975459926883681,0.6144786357197203,0.507349110919549,0.38935722077906065,0.6716666353018983,0.7062043007488081,0.6035652210463172,0.8503420767236357,0.6574633923002713,0.48435479215379235,0.6961367642785876,0.7802985403738436,0.7386457358221391,0.6354533754222043,0.6888964230235404,0.773513840013716,0.8664499176959606,0.755982156376509,0.5886135246508015
ANGELONE.NS,0.6527733117422383,0.6108541821605381,1.0,0.8340728915908662,0.8070516114819095,0.6539600851232309,0.5369404331929967,0.8042636645595267,0.7356793896047648,0.5873315087544688,0.39386537909562497,0.6382993282118086,0.5552326941435167,0.7698819251039234,0.8358533459097416,0.7810167314088994,0.6714382062357924,0.6768793856728215,0.6998576266877178,0.5484737547866769,0.8808901210389853,0.8358296162837533,0.6320049979413737,0.7368000465089907,0.3805135212572328,0.7825892210837215,0.6219027073744345,0.6919162255990632,0.8063230824806595,0.630478823822643,0.7397712183141181,0.6930320367108113,0.7874967665376678,0.7829777979864008,0.8051214296465761,0.7665503602764353,0.7500079815078033,0.8106383910568822,0.7391167777982479,0.7767017216829075,0.6339256764551363,0.7875933720058508,0.8651595245719319,0.5479550086768685,0.8632925956139896,0.5934636953094529,0.7194836837621547,0.7815534528682112,0.5425875312992737,0.8042381753523453,0.834209946564937,0.8204434524062949,0.7512595832587415,0.7673442211464746,0.6104392855020555,0.632799688091242,0.6343876178101997,0.7223807690680549,0.6445181631316508,0.6046529117832677,0.4987470631196182,0.5884232507333551,0.4624556777129656,0.8494308630634277,-0.806559112974605,0.6714991969581773,0.6324229173957951,0.7111516403790487,0.7950092802944436,0.8480874209099656,0.4876355020778017,0.8053890006722321,-0.646411736646127,0.7851641653662367,0.8014597427016997,0.8103749918014114,0.5561641277976858,0.19773564341539868,0.7757112135255231,0.8479854489443823,0.8746523269701898,0.761613601133928,0.4207972296609469,0.750244597632251,0.8521722973578657,0.6496721522700561,0.6984157041253942,0.6501753216749453,0.6070123019069741,0.7013424772403813,0.8016004988880243,0.7061879742282988,0.38091185300380076,0.7892808445329255,0.4009385987629258,0.7318099334389814,0.772958272069585,0.7329294389710413,0.7788434565234263,0.7568078531045237,0.6836476429440189,0.665279187234028,0.7720355141172071,0.5456295266741944
APOLLOTYRE.NS,0.7850796375837008,0.7160153985209311,0.8340728915908662,1.0,0.843600340856195,0.6977385240576047,0.6240419592943308,0.838058912605937,0.7594353851747498,0.8279246996054485,0.5617654627581886,0.6977406721743852,0.7655914618204929,0.7454930465468884,0.9060867397754842,0.6287045101175994,0.8332587550420125,0.7359848986903668,0.8833909456018291,0.6375209764510615,0.8373666290512697,0.8967946255648211,0.7550250913429156,0.8677569072893982,0.4512949143269911,0.9196741835118664,0.8622042234112519,0.7523144513860888,0.9186718114034095,0.7813979413697207,0.6390591063004166,0.868619369034319,0.7128035471693456,0.8858468642397743,0.8130049529850103,0.8739013752484986,0.8277113222104712,0.8711170099160327,0.8383233029971296,0.8406269908138007,0.7449747467427098,0.8665054215444925,0.9023500900503152,0.472169840646035,0.9207590567436584,0.7161582142734912,0.7394641793740835,0.8681168764724065,0.7667312423060602,0.9217092933432879,0.8574944277287169,0.8539856172198085,0.7616073428402073,0.87677239718403,0.8058658755504159,0.843783131294098,0.6433132795047255,0.8048986312698229,0.7456422867371152,0.8203883982826515,0.7337003545751392,0.6590443888923275,0.6784461468459071,0.8341165051008429,-0.8958800198345868,0.7709673382923988,0.6681448081647388,0.6706389199085238,0.8528972205359587,0.853757126206962,0.6706545881420788,0.8879506633302788,-0.6809342913356917,0.8389080195463192,0.8390853318373275,0.7795451222372523,0.5167807485080271,0.35289137351182104,0.7050661170229293,0.9071849327230889,0.9076731102234415,0.836929037217897,0.562924655522731,0.8783874001597513,0.9203616095356328,0.7312716160189202,0.7442266058563209,0.7201729718116344,0.5596663980999957,0.6432159641523486,0.802992663681257,0.7499139391034447,0.5633548054274422,0.8378789476056709,0.5529432789654802,0.8097580656207679,0.8420671623357793,0.9229571732048512,0.7546216568872025,0.8533911077102241,0.7401333569304452,0.7322089134497034,0.8720916611131259,0.7625082749316124
ASHOKLEY.NS,0.8442708879366029,0.7107671428832515,0.8070516114819096,0.843600340856195,1.0,0.8019934873910125,0.7363417301857247,0.871782197228478,0.805289753838593,0.6569537703075665,0.6238015022026719,0.7426904108306673,0.56256329369595,0.7112129609386405,0.8540743772666416,0.6573652379426143,0.8204194150363096,0.8288610128265004,0.6908400791461466,0.5525970811024603,0.8093818558510457,0.8209862415134161,0.7245612296404214,0.8417431159808683,0.5023046289307858,0.8180763046194248,0.7917728934973878,0.7155099386607011,0.9183828333477837,0.8045365703099868,0.7981531934494354,0.7736750067146778,0.8313433740664096,0.8139966477933441,0.8761471501315269,0.7975916801978172,0.7788779142809367,0.8671358809975486,0.903511502581555,0.8333568792043046,0.7730879218590974,0.8745149671633584,0.7961467472468369,0.5073108015921727,0.8672223234414623,0.8358415175983578,0.6551078176015249,0.8731734482754155,0.6718412026427696,0.7913633402717107,0.845003988095195,0.8148368314293217,0.8196640186705035,0.7462724453642606,0.6405418580748516,0.7827180894040401,0.5128902273039752,0.8302156074726061,0.7626421614920919,0.5932954709165292,0.5471658525321197,0.6488469216608828,0.6224018177167592,0.8533976229627441,-0.8976403049067097,0.6992926607552262,0.5378366237246995,0.7450602553559472,0.922667434234241,0.8726021967294773,0.5329289731885165,0.8852034833954316,-0.4735840975990662,0.8200346201902075,0.7566140365953373,0.8827140826771652,0.6038695049153201,0.43088068631717036,0.7939434083869523,0.8408562585618471,0.889155905083367,0.8297069440072321,0.4834367129066752,0.8564612616189288,0.854430826329306,0.7603262723254168,0.7695133663546796,0.5682845045138293,0.5260349224129971,0.7728086601484087,0.9171532105173807,0.7686102220395868,0.42510874798523385,0.9353661431682878,0.6524436327603184,0.8600237137779793,0.9450755125844092,0.7871814219161473,0.9023814958742067,0.7917816683871057,0.8059919122694138,0.664606252300038,0.8841064900214216,0.8107333967019422
ASIANPAINT.NS,0.7982793871009604,0.7092690130949076,0.653960085123231,0.6977385240576048,0.8019934873910125,1.0,0.5931953106478359,0.7848153465881547,0.8449036099239788,0.5905259662127215,0.5126664406163929,0.6525352009327073,0.484571580775156,0.6116269970925986,0.7663985515783424,0.6144570299722469,0.7793078274106073,0.9464844565183813,0.5576653470776652,0.5067129163456328,0.7608334956095316,0.6859524445446964,0.6178541294163487,0.7812195045195611,0.2852617376838383,0.7415863806671037,0.5550651567572248,0.709626562123233,0.7876052063475064,0.6807913488231161,0.6888329844683638,0.6857586679382982,0.6988452995905274,0.8316230286768621,0.8231986728829312,0.6850585237694838,0.7296150185058766,0.7271858844548992,0.8400950452025516,0.8287327653965308,0.9566111571691782,0.7380462554948308,0.7109316268561823,0.5774754496587485,0.7524647606444296,0.7911625667761037,0.5503455777245473,0.823474587674341,0.47758934409743425,0.6807080193064385,0.8307672537187796,0.7678901697523853,0.698057598963553,0.6340959002918983,0.5369876529613912,0.6827181667765976,0.44846988555970224,0.8874996482297693,0.7409839234731743,0.6040553326462048,0.3317877545471996,0.5950112701555403,0.7704203589180045,0.7783068917200758,-0.7943451410064292,0.566823014426074,0.5165824719525339,0.8526025136107027,0.8957426359949576,0.7454084612371011,0.5709323549348525,0.858216787695289,-0.4838494789501029,0.707543299585722,0.8003241561354097,0.6817557429287633,0.5316821972163192,0.5836871692943404,0.658453373428821,0.7252924316345027,0.7369326858958152,0.7330379073279263,0.379700802684549,0.6557959409632835,0.7220308686849575,0.7872057300058336,0.5522405926201264,0.5071058301762925,0.38473969716154,0.7261182844178484,0.840925261828106,0.558350786397527,0.37466503042543975,0.860705658690412,0.682014598792187,0.8047312039446813,0.8166610184733822,0.7122160032116901,0.7472497623267398,0.6234408724168938,0.7600117405587353,0.5710838100960811,0.7879429516391312,0.6328566809409794
AUROPHARMA.NS,0.589228433857357,0.5138337741791178,0.5369404331929967,0.6240419592943307,0.7363417301857247,0.5931953106478359,1.0,0.5389099233325911,0.7040892016146341,0.522181056970702,0.657545716085603,0.429194860769584,0.5142774763541189,0.4115051187333932,0.7032791876602065,0.7409257059815855,0.7587542084824446,0.5998776878068742,0.6136043952536808,0.4726852309613533,0.6557414838888416,0.5655141469864673,0.5178347620505462,0.6412441375811281,0.19886092862375324,0.525206186528567,0.6369441001900789,0.6931762000399577,0.7263705165987856,0.8492416982756456,0.3594570128347045,0.5884207876746801,0.37270176236767266,0.6438564074297862,0.615417130714174,0.6798652903132251,0.5754086243225517,0.6889486509258819,0.8576564841459845,0.7204165516437463,0.6626126957071392,0.6146507483313478,0.5592060834097747,0.38757044737242924,0.5752301638473291,0.754872126003769,0.34548738499964665,0.7079344116087936,0.683900576585282,0.5454731125095741,0.707182806972392,0.5781249826568393,0.39597178650907117,0.5361134125743338,0.6798091049939543,0.6061338526909115,0.41349376212628236,0.6919364769487041,0.6798549206993995,0.5100415040940324,0.3183877958376815,0.5636995865761731,0.48585935067033525,0.7361567662784352,-0.7445616522216998,0.45738069326996683,0.353070096191382,0.6370630284198275,0.6931040914910999,0.4800765766695212,0.523483583514061,0.7312589056082648,-0.10683743457292001,0.5783098187671514,0.5776534291919426,0.3785345175425478,0.46278000779956047,0.39273633748317244,0.3679362556685595,0.589834917922216,0.5634134727909965,0.6420724742942886,0.28516905680379795,0.7075279952962347,0.7255178943388083,0.5806981176488231,0.3852082263718008,0.4138131603680731,0.4209418695784305,0.4811078032781845,0.4971069047414227,0.48244301515994764,0.257828511226292,0.6631125781266006,0.5620971391062055,0.8520657440874555,0.8076366430179238,0.6509221925758929,0.4367744736006054,0.4561640335625475,0.6884889613075286,0.48574415969174234,0.7238891130914522,0.7446618493964446
AXISBANK.NS,0.7869303259369871,0.8102663332512361,0.8042636645595267,0.8380589126059371,0.871782197228478,0.7848153465881547,0.5389099233325911,1.0,0.8630244382527879,0.6109387034880831,0.6580574095187345,0.7466825170664764,0.5397239014747355,0.8614959117801926,0.878289003140741,0.6289357208472339,0.8445569440029567,0.7963970603878151,0.7218688066273953,0.7252570893275053,0.8987670399751932,0.8787054800523131,0.7633399371935409,0.9240521584508501,0.5200673772456197,0.9015307607854808,0.6817711374534259,0.8113472921331822,0.9195223254768415,0.6865282208010608,0.6797288812947564,0.8118408200545563,0.7634165608565731,0.8298929592375626,0.860570229362508,0.8077838398581515,0.9019462370678893,0.8708660105009153,0.8416364412812797,0.8778634912398766,0.7790083528378218,0.9240611179004553,0.8456586843626145,0.7453071904449522,0.8462609978081865,0.8248986113405827,0.709296246970402,0.9307410197913534,0.6049186396430843,0.8313904515435151,0.8393802700032467,0.8970043562631992,0.7991361608713536,0.7923115102217216,0.5432647367075183,0.8197126605044718,0.5473818066576356,0.8585859758500392,0.8561077149448718,0.6849695003526438,0.5381959311254191,0.8509188157842984,0.7369341737295544,0.8244784878504562,-0.9098964794002388,0.783853414526281,0.7520579314710519,0.8388057520433619,0.9231989917975377,0.8388100735948419,0.6286147896648331,0.8869948304252255,-0.6748246444795832,0.8819048464889662,0.7704540628680487,0.8878029383252944,0.797231574989152,0.3473186099689128,0.7289480288698058,0.8815474967498276,0.8828006304730862,0.9147957069796715,0.5447112354514169,0.8162782670211496,0.8380542364593621,0.8691356191014424,0.7757061710184009,0.7061169016973166,0.48556801222026547,0.8676518659203653,0.8682359902495845,0.7838745425207391,0.5450076835909492,0.8088630264176074,0.5688866590296191,0.7957324726242022,0.8668407272825394,0.8043515301031856,0.818369225149599,0.7955495512053439,0.8682791275049663,0.7635284839274845,0.8585462422185334,0.6924410150341032
BAJFINANCE.NS,0.7127380764582834,0.7579975079827597,0.7356793896047648,0.7594353851747498,0.8052897538385929,0.8449036099239788,0.704089201614634,0.863024438252788,1.0,0.5692839336535434,0.6011911987877308,0.6362457076416465,0.5562298505297851,0.6757492005650381,0.8654639889878489,0.8063616647080836,0.8597716315272627,0.812927534567335,0.6356563210486293,0.6080277344585705,0.8730124074877728,0.7689842776138756,0.6782212681317809,0.8613764303693711,0.4490171382270245,0.8181011833705164,0.5865167304783228,0.8459274677439501,0.8798117598575882,0.7474328752920236,0.5758754341119341,0.7379784296147888,0.6306873493029477,0.8079752753160061,0.8473185584886882,0.7656386650660101,0.8132843936473056,0.8617679271776587,0.8700676067504385,0.8895392789189487,0.8699039442531084,0.8602250687843369,0.7785445368462018,0.719992314892414,0.7596550030856619,0.8227464419674121,0.6126722069765134,0.9454995890364184,0.6239401209538705,0.7246518041392563,0.8580518166906287,0.8560829200717154,0.6952270794233633,0.7167702725732366,0.5872625972795609,0.7523985196494296,0.46802700416718446,0.8686944676410153,0.8486321970150149,0.6655891761696149,0.4649373872165591,0.7540499893900366,0.7148686613112155,0.8730161731729131,-0.8902283986672224,0.6973122008972026,0.558121305760216,0.9055453760868614,0.9099078476565229,0.7249773189437284,0.659190149630133,0.9198021534174196,-0.5703062574757244,0.8205442760236729,0.7380987973513515,0.6781035324147091,0.6761679188971332,0.47483055276838204,0.5548763753691912,0.7714353471046468,0.7485911381869447,0.8735988325544106,0.40993953152689927,0.7434029163856812,0.7837222250021681,0.8742794649631191,0.6552548944776697,0.6190948069769776,0.368195550012367,0.7757115855397237,0.7562198107476514,0.7321121596229994,0.40523313452348725,0.7519237293140928,0.6623128345683185,0.8852934801232822,0.8646815921290367,0.7995387507271656,0.6796684673463215,0.736462082299312,0.9096040784411857,0.6389870294966408,0.8398030607552306,0.6922312698569425
BATAINDIA.NS,0.5851293992264487,0.5022404656446564,0.5873315087544688,0.8279246996054485,0.6569537703075666,0.5905259662127215,0.522181056970702,0.6109387034880831,0.5692839336535434,1.0,0.40450151249574334,0.5130801334102617,0.9532022627032164,0.45407994237964583,0.6537634846997414,0.42336883027727323,0.6795960898568455,0.5888839294062201,0.763650834583716,0.4734602651643185,0.6530410080276992,0.705684403506229,0.5168261364802768,0.6547882740904413,0.24898359731427847,0.7980198505581964,0.749963070461612,0.5356871621890877,0.7151108602970823,0.7118366346099986,0.5483438768802558,0.64663254416175,0.5964443967954494,0.6727745075572966,0.6835275845408385,0.6438897142390885,0.5869024822712761,0.6223060185496395,0.6774758015978002,0.6037066270669369,0.6160184483374356,0.6004622989092211,0.581849401342941,0.3916042268746622,0.6580393207182405,0.5496169247793289,0.3845221633120706,0.6629537079852628,0.7102206321320762,0.6886230040157306,0.5956565932706179,0.554249671598461,0.5494167674011347,0.5637618023000112,0.8638332017700898,0.6471212997842687,0.5011572525868283,0.5877072194361396,0.517711002415407,0.8470405948168929,0.7690441018056275,0.514428806152522,0.6599609394881675,0.6219931503523298,-0.7027106678531104,0.5024464096843508,0.4994805952183884,0.5129138146381735,0.6994635206016953,0.61851102689163,0.6384936785750905,0.7096659905824758,-0.4457709135941137,0.5429084083649803,0.7503141380079937,0.6116979839952473,0.4272100245856974,0.3121657347745084,0.5723074729372539,0.693341476640465,0.7114598433463579,0.5619679346719751,0.45201671071068333,0.627906800467036,0.6224895762727954,0.5033429815742462,0.4651507315592316,0.6153234854297697,0.43656807605733206,0.5506510378564523,0.6660245966679966,0.4958937337588591,0.4076217258208978,0.7257852792093356,0.44871335524582057,0.616674041461582,0.6265085155033793,0.7642409690165433,0.595745468919666,0.5926015180122354,0.5798277283700669,0.4904620046914816,0.6144564478201086,0.6194582555122352
