,AARTIIND.NS,ADANIENT.NS,APOLLOTYRE.NS,ASHOKLEY.NS,ASIANPAINT.NS,AUROPHARMA.NS,AXISBANK.NS,BAJFINANCE.NS,BATAINDIA.NS,BDL.NS,BEML.NS,BHARATFORG.NS,BHARTIARTL.NS,BHEL.NS,BIOCON.NS,BPCL.NS,BRITANNIA.NS,BSOFT.NS,CDSL.NS,CESC.NS,CIPLA.NS,COALINDIA.NS,COFORGE.NS,CONCOR.NS,CUMMINSIND.NS,DIXON.NS,DRREDDY.NS,EICHERMOT.NS,GODREJPROP.NS,GOLDBEES.NS,GRSE.NS,HAPPSTMNDS.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,IDFCFIRSTB.NS,IEX.NS,IIFL.NS,INDIGO.NS,INDUSTOWER.NS,INFY.NS,IRCON.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LALPATHLAB.NS,LAURUSLABS.NS,LUPIN.NS,M&M.NS,MANAPPURAM.NS,MARICO.NS,MARUTI.NS,MAXHEALTH.NS,MCX.NS,MON100.NS,MPHASIS.NS,MRF.NS,MUTHOOTFIN.NS,NAVINFLUOR.NS,NESTLEIND.NS,NIFTYBEES.NS,OBEROIRLTY.NS,OIL.NS,ONGC.NS,PAGEIND.NS,PERSISTENT.NS,PIDILITIND.NS,PIIND.NS,POLYCAB.NS,POONAWALLA.NS,PRESTIGE.NS,RAYMOND.NS,RELIANCE.NS,RITES.NS,RVNL.NS,SAIL.NS,SBICARD.NS,SBIN.NS,SHREECEM.NS,SIEMENS.NS,SRF.NS,SUNPHARMA.NS,SUZLON.NS,TATACHEM.NS,TATACOMM.NS,TATAELXSI.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRIDENT.NS,TVSMOTOR.NS,VOLTAS.NS,WIPRO.NS,ZENSARTECH.NS
DIXON.NS,0.7663632776633645,0.5587970234348217,0.6384222790655704,0.7144463827302256,0.7081350109213694,0.604894956234949,0.704160167735834,0.802071506815706,0.8072291994611688,0.7841852942493865,0.7405580327688065,0.7371681109811776,0.5061702992114854,0.7383016138756049,0.702657454965558,0.7720287427337733,0.4657859980969426,0.6603889376280331,0.7227427965535047,0.7913523262380037,0.8186212281311529,0.8443690664637269,0.6002009370225132,0.7311820980738815,0.7579897896306494,1.0,0.7335933187582898,0.7978844608914523,0.42148187066409093,0.8232365422644378,0.5519238493865366,0.7419672094306253,0.661808658587072,0.7660599623192131,0.8419836818280897,0.7538815200686412,0.671908500336749,0.7156628100785859,0.7426898028581802,0.7589809217012594,0.7294162739229829,0.762121080684157,0.6746225600674945,0.7007388435342541,0.8411135107391198,0.728608652732788,0.32875049978085386,0.7713283117914483,0.7646089652005693,0.4390466259870402,0.7254231979799858,0.7170486335354557,0.8360495614726314,0.7358256932290576,0.7135625526419245,0.7016344999997501,0.7761235782407087,0.8081812016916258,0.521392390806942,0.7022711903203619,0.8152461196342683,-0.759806457743215,0.6938453502292148,0.40133095773220134,0.5944170159699277,0.7772934558433631,0.3869682318192607,0.5937740083300684,0.8468706091763691,0.6363132026165036,0.7783337333576651,0.5445046098043729,0.6895888756344941,0.31657913474999505,0.3147298600218918,0.6548699355079367,0.7216200099329195,0.8595947006835969,0.6581522333663956,0.7518764189920689,0.7033571649718331,0.6093814538796293,0.7938293776950847,0.6655156022106,0.7600563774106087,0.8314005161246186,0.8175560747466591,0.4843705507037847,0.793257362257769,0.6294368947432171,0.7213351608844208,0.7389148837217123,0.601147561085543,0.7747311304473183,0.8571847312420988,0.4679061848792963,0.5651979138467822,0.6110042718747083,0.6760468463752933,0.7180472650521548
DRREDDY.NS,0.8913648168561804,0.5812287210619769,0.7663249886704682,0.851267519312686,0.8494113579216175,0.8740223582132419,0.8976402732467332,0.9080763899233372,0.7636158884517897,0.8014555972905091,0.6982861292071253,0.7785921282536611,0.7690958846519055,0.7839528928825952,0.7805624816066082,0.7506802593797618,0.6349308244408421,0.7292316777376108,0.7303830594082327,0.8797486068814907,0.9192037829963832,0.8497156086521033,0.5451423938361367,0.8574913838521285,0.9036223671468823,0.7335933187582897,1.0,0.8359637196279096,0.5351318021864737,0.8272664777520016,0.6221851129741934,0.790521830822162,0.7452108970771938,0.78176951972226,0.8221552976452529,0.8486480938186398,0.7921435901470658,0.8693762012711574,0.7867023294447957,0.8940151435186133,0.8423877723851079,0.8120680326430874,0.6258816647240196,0.7942983422908118,0.8082292700705189,0.7562118906289135,0.4181253890803796,0.8155577174379082,0.8264049791696919,0.5710415261387614,0.5692134844208318,0.7389082404437484,0.8662908482547536,0.8572274807923954,0.8378132626014366,0.8585258259122823,0.8268094035541639,0.8321706814261827,0.6508293917330294,0.7559897191374617,0.8029257025706446,-0.7660506936309633,0.8099809201642996,0.5739828990673407,0.6588313645429127,0.8423432896110126,0.5576886626656884,0.6260045826421977,0.8164956618492882,0.5754547608996667,0.7651114067789319,0.6300147443102555,0.802380204033323,0.2934479109471898,0.48238262829513906,0.773432979748552,0.7934376926209544,0.855077639263585,0.7160463929484556,0.8259835936416973,0.9157926780730783,0.5292191406464812,0.8750316984110067,0.7239206448851785,0.8473974571334987,0.7860542299560067,0.8991962696648306,0.5260553944417014,0.6567783831804562,0.660773326820738,0.7643892536323298,0.8583108671668395,0.7013350502084227,0.8432753535130398,0.78044831890987,0.5672084394806101,0.4612807816420522,0.7230314024850878,0.6406612727595946,0.74063346987579
EICHERMOT.NS,0.8581832655153587,0.6839152079456816,0.7266455523841922,0.8577939710983776,0.8565850617918839,0.7208111544380748,0.8483689137493334,0.908854641534619,0.8599364199199309,0.8652022758895105,0.7793272526887748,0.8044371066521561,0.5950915665923423,0.8775391735359303,0.8413456082073649,0.8078204924509929,0.6028554687995555,0.7291169319932249,0.8033338304492152,0.8462656864377115,0.8698570020231884,0.8980298179348387,0.6366814242230676,0.8566310407931862,0.846805623765343,0.7978844608914522,0.8359637196279096,1.0,0.5760294683557752,0.8849209078343058,0.6859559345687274,0.8194631668323679,0.8294963650545761,0.7933659594929536,0.8697391673289642,0.877376156350387,0.7536637888801749,0.879639461448276,0.818246574510205,0.8726554346719089,0.8980390427521475,0.8299730464136739,0.6753425384713878,0.8511497038521555,0.8369600274252679,0.8395239462668812,0.41822795452207256,0.8237636432584171,0.8691224029120539,0.5463372961899061,0.6738937102953936,0.835642544526351,0.8422059548885801,0.9384682069961928,0.8595827456457241,0.8346873582561476,0.8398403780839461,0.9258800115400831,0.5995253193218085,0.7501639509286377,0.7868918616988684,-0.8542719686772979,0.8681507539115869,0.44763230183126707,0.6735622287257117,0.9092963758874767,0.5047418026570398,0.5180420696209784,0.8160357114147662,0.734678209977112,0.8452012141910444,0.5984431849492694,0.8052324067913696,0.39647489148270026,0.4323167637851859,0.7859034425136631,0.9010106594243931,0.8712413401121151,0.7861595129392206,0.829456894401962,0.8496018004296255,0.5553900148198249,0.8928149756109932,0.7107577133528564,0.8518051451695923,0.8234693805903696,0.9225220488654895,0.656861700081988,0.7225418166838115,0.7026534247698212,0.8415653850574671,0.8698655878905709,0.7847948745294127,0.8893143459374274,0.789309063421889,0.6416186977540923,0.5119270743720549,0.6494659876161785,0.7215337196004138,0.7542368698265336
GODREJPROP.NS,0.6351113067005272,0.46271180050076777,0.7576536125323184,0.5229373173793489,0.5866326630778742,0.5309454010978689,0.6056184359170341,0.6995167823862979,0.5494965769863038,0.45579342626476865,0.47359982963938185,0.5016370033730112,0.3943299402493628,0.48963778933902263,0.4424130704324024,0.722601523813551,0.8234562048063836,0.36427173428967713,0.7487121179088967,0.6830024254053085,0.5352221537745798,0.700143303043667,0.3212025045247368,0.5261662510610806,0.5584640283476726,0.4214818706640909,0.5351318021864737,0.5760294683557752,1.0,0.5126701805250011,0.33288720451307263,0.47827307501563737,0.5169518595842966,0.5095111265159633,0.5026558873097378,0.6453086499491887,0.5035276580829404,0.6880803740206893,0.7028460952255312,0.6924336950421458,0.5453270211120472,0.5336246760620462,0.3466202185525843,0.44102692583322817,0.500079194769695,0.6145607254956341,0.3397507884417186,0.4411198582307176,0.5946330721442692,0.31578946186308393,0.32454548091331437,0.43697119910542936,0.515208142184263,0.5242040228599142,0.5698851357350881,0.4738521042085937,0.5173804804587199,0.46100975886545353,0.6113977820517794,0.4806416002122067,0.4140106840895753,-0.48124649774976763,0.5176382355663915,0.297701499323354,0.47007202854996943,0.5682324654958693,0.8201510781687731,0.32661681713295937,0.5332490858068858,0.3755480994552178,0.43862619927708735,0.3957941305066177,0.6816050015368857,0.20846400002738763,0.4280567816099222,0.7710793451040372,0.6222650202485785,0.6029394031633903,0.43454098561325755,0.5508630916793857,0.579186587295086,0.32878310055733423,0.6169357764438891,0.3846673091872472,0.6092255520918997,0.525885802651381,0.5631154764861541,0.3276378003337543,0.4168470587073897,0.6158419728357024,0.503796493367386,0.6804166010611394,0.43213169986060845,0.5298023004056299,0.42212029736420825,0.3385272670428049,0.35406765311890726,0.4664989579837834,0.31287186950679846,0.3798755816172905
GOLDBEES.NS,0.8886889525706959,0.8186323238344572,0.7190906886440831,0.8153159412505265,0.8632783595847554,0.7121537008238813,0.9002683989828838,0.8895910703958437,0.8675670881960549,0.8797730556789413,0.7254528522985454,0.8686481072843422,0.598320727202175,0.8449036407224587,0.7592224558389734,0.7970910634140682,0.5932039867538165,0.7943146010276886,0.7452251823786394,0.7981057175414195,0.8504374948438284,0.8661042450393206,0.5657467690598496,0.8890126174702312,0.8321574768071704,0.8232365422644379,0.8272664777520016,0.8849209078343059,0.512670180525001,1.0,0.7828430290628182,0.8001574307223975,0.7833297314335675,0.7689761675388556,0.9162926486434809,0.8377255796473069,0.7551850120496464,0.8483785539747463,0.8383539517904153,0.8811863324363628,0.9417763208460372,0.9096360880365361,0.6674352471916837,0.8806033022898964,0.8686221625030914,0.7855826762983597,0.44503296790047725,0.836875404359484,0.8404338712337173,0.5287599365776569,0.7442002431377824,0.848781254384947,0.8199404050308235,0.8998867726131706,0.9140734332143785,0.8626772482508951,0.8583745529271293,0.855573994982584,0.7292166852451688,0.7469033496403394,0.7223597180942872,-0.8327916905498903,0.8720598026704193,0.6042032140818977,0.6453115913454155,0.9040285758603818,0.4951599445402771,0.6237904251057823,0.8810270487803835,0.7758675740658999,0.7888977728432586,0.7378083005626309,0.8007660761307203,0.31587840171300874,0.3807025149872141,0.701700570935481,0.8985750092733373,0.8952807580216765,0.8026741405995778,0.8536059734159843,0.8786788895939193,0.5286848360257282,0.899397512496224,0.7046422081563489,0.8348608965575699,0.8063021726001891,0.920510288730561,0.5930532827864852,0.7093634232440141,0.6989826635356594,0.8158762889124859,0.8468020684495539,0.7857129584071197,0.8684071877114378,0.890952428867578,0.793256596705705,0.4873751912424996,0.6154476711737291,0.6552897605487646,0.7845424164482584
GRSE.NS,0.6775623548511926,0.7368159625511714,0.5591714894954227,0.6317022924121021,0.5624849566484834,0.5909752534323834,0.6037194127192125,0.6366760318217157,0.5897782994620943,0.8481362466523272,0.5298747812452081,0.7587754264423745,0.3347972014557478,0.6078548914753783,0.6560208550087009,0.5358023677776967,0.35177938226200633,0.832390333361707,0.5537333498504372,0.6370324711250424,0.6929611994109315,0.5646731875847042,0.47839550393430696,0.774679531461976,0.6345131579367776,0.5519238493865365,0.6221851129741934,0.6859559345687275,0.3328872045130727,0.7828430290628182,1.0,0.5221278364215367,0.5182497895133172,0.5770248527873408,0.7051793591874427,0.5999713483437834,0.48449419360584906,0.6340423205183261,0.5508532159976143,0.6207235504969484,0.8036516840942005,0.7779141202278721,0.4353857453308348,0.7155169388467103,0.6463741710908941,0.602716736563147,0.2389026972114642,0.774674696128767,0.61979494739698,0.42595654237836506,0.5289899508869742,0.6321701189273032,0.6268957099454763,0.7221702215005465,0.7581440118971007,0.5831301566611543,0.6182519391346606,0.7454021040963921,0.42430914699430916,0.5037669116965864,0.6306194160362327,-0.6974502502067478,0.654596080135172,0.27363934773281356,0.4125261727332997,0.7266580851083283,0.3118844562513767,0.4102716545544449,0.5259304032184905,0.7214257019404511,0.6843044728084124,0.33107715830689316,0.48613831957048725,0.24917636076164248,0.2505238388476225,0.44412816031082347,0.83292497129325,0.5805841131381124,0.8844301415584555,0.6340557846889683,0.7667857723905469,0.4165090112839788,0.6981885717103823,0.5346083516740068,0.6039461034001575,0.6273454868894232,0.7191761553733448,0.41431315660700657,0.4381202969786731,0.48521141452291333,0.7109097883447194,0.6426461879514277,0.8235496461691155,0.6862698558412538,0.5372272552253655,0.8885405817328506,0.3591352258399686,0.3993100475156195,0.689789780326631,0.8013345364349208
HAPPSTMNDS.NS,0.8370762594935047,0.680102970752842,0.5488310033750705,0.7758732014411005,0.8049633646646025,0.6037549672368718,0.8541941966110835,0.8266223136774754,0.7699679498513944,0.7158340394116519,0.6313003912970183,0.7138659752619465,0.6671267583399683,0.8056553305479315,0.6600730076781819,0.8173720146611765,0.43911517906578196,0.7490120469997541,0.7160124227176311,0.7380035789126415,0.8068033933244034,0.8591056407765921,0.4667767706264473,0.7522448469300052,0.855749530837317,0.7419672094306253,0.790521830822162,0.8194631668323679,0.47827307501563737,0.8001574307223974,0.5221278364215367,1.0,0.7585628841153961,0.867368250559337,0.8125545219863405,0.8199896987956268,0.7295869474502676,0.7943423341210726,0.7122392535059847,0.8355820187829232,0.8200277852833351,0.7883135542370224,0.639918291693591,0.8108521064876543,0.7492043871444323,0.8591320058312971,0.32249812453760485,0.7279249493516969,0.8463866678931641,0.45798199829952896,0.46506039202861466,0.8237590205465013,0.7823055552625267,0.7883216622265701,0.8010939561140491,0.7776954536202284,0.7604394916509688,0.798614667639929,0.657064553121728,0.6697905226705574,0.8243786547606317,-0.7587614244381536,0.8493478209645906,0.597750010721432,0.5923610278317839,0.898548433129957,0.37388052099588354,0.4192224115394026,0.7938773245408599,0.7420618069137349,0.8311588347869954,0.6796646523365295,0.817779547612043,0.1856589865935748,0.3058512254610483,0.7614367564846037,0.7113988691330215,0.7806997105508451,0.64048969166936,0.6990482773277659,0.7543594828210308,0.46161238177579045,0.8355527709655206,0.6195861155495183,0.8924689295694493,0.885837354797848,0.8666428042297208,0.5146614305610544,0.8161725382983978,0.6485402098111034,0.8292293333686026,0.8481606353026039,0.7419235399537641,0.8802124128376047,0.7441846973750482,0.560255289195891,0.5995004618270928,0.7609717410340063,0.729801622825369,0.7545076840322065
HAVELLS.NS,0.7166488639538928,0.6456240846033958,0.6579861434862095,0.7186722743125982,0.8377790971944483,0.6270774367782747,0.8553238179049802,0.8282236766878054,0.6751891048450958,0.695865562231658,0.6303235023899658,0.6550113521216457,0.5123007865519604,0.8046256160480404,0.7874619528242761,0.845056916040992,0.5307588172272898,0.5597534120878984,0.7748487762190271,0.7343265935908854,0.7778740981640841,0.8452761947852832,0.4825524014094434,0.7989952538340376,0.8222452195445968,0.6618086585870719,0.7452108970771939,0.8294963650545761,0.5169518595842966,0.7833297314335675,0.5182497895133172,0.7585628841153962,1.0,0.6220840459787742,0.8210166866897456,0.8037085922016698,0.7012935725923592,0.8538473063931945,0.7384264678583027,0.8424789065041095,0.8192083190549295,0.799705001308865,0.5097839091357992,0.9253642801534211,0.6905958112630846,0.6321104616715888,0.3582313281852133,0.7568544492294877,0.7206810661782285,0.5642213978615737,0.5249749721225909,0.8644875448279532,0.7266120634264338,0.8218766423731663,0.7973880450724576,0.7827877897745389,0.8038359728018732,0.8115823184211582,0.7131877615536817,0.7029486902501105,0.6131072741563204,-0.6631792455104847,0.8124240608679693,0.6969850512117,0.6573138243721361,0.7805916916141074,0.449493463807642,0.3794928326653526,0.7853627878024493,0.6784595953722534,0.5926491992635448,0.7421058435699842,0.8277790828367141,0.28543537773313316,0.5875193360808644,0.6283181690572077,0.7033810811403951,0.7835196769275359,0.6885139428679681,0.7596523495853192,0.8095601095617313,0.4358920058285603,0.8401070093064532,0.7078444158727025,0.828907193847393,0.7192893439150446,0.8828337518926749,0.6208124440567327,0.6645532544143515,0.5504318736378202,0.6426306016138005,0.787223516362564,0.6011669199032764,0.7393506147339766,0.6832697373759195,0.5138758329897091,0.6065913275629299,0.5459308014588761,0.5975425058972572,0.6065997289589808
HCLTECH.NS,0.8226213842227696,0.5783497677769808,0.5499390369407336,0.7162735231978443,0.7046272275336376,0.6284514917428412,0.7486275715540994,0.808291181594578,0.8446297719016111,0.730817945728308,0.7247486415896209,0.6867192732210893,0.5551253760247561,0.7249697928288353,0.6811693071376785,0.7938798914267035,0.5727302391102602,0.8078222558999094,0.6976183815054403,0.753228987441291,0.8755146112457283,0.8434515292547989,0.5220397021725504,0.7698233182921896,0.8615920757816756,0.7660599623192133,0.7817695197222599,0.7933659594929536,0.5095111265159633,0.7689761675388556,0.5770248527873408,0.8673682505593371,0.6220840459787742,1.0,0.7498108576398144,0.8555513678481717,0.6032584603019114,0.7714263972940273,0.7963813946221258,0.8020137727718263,0.7801766593527392,0.7327219885591392,0.6515729496967428,0.6912545783318771,0.7583818806982005,0.8537739132464165,0.5545425276715021,0.7476188025100381,0.8954128919284188,0.42874251410163877,0.5255314861600455,0.6979588679333861,0.8540443336272681,0.7522856743768324,0.7472913469572908,0.6435481532625077,0.6724615403761349,0.7930375852979723,0.5134968667235147,0.6326426881700169,0.9071522129699024,-0.8501829368946857,0.7987654138016894,0.38678456835356967,0.5857125725990329,0.851646465143266,0.5680488728814529,0.4447817532925496,0.7427352408830935,0.6204515834530232,0.8909177871044095,0.5180967593184509,0.7572594298496976,0.19566479492833969,0.37083506652146203,0.774365849465284,0.7128053286729804,0.7365496038283162,0.6524520904467037,0.7959295370821082,0.7185776848339577,0.4469777739872067,0.816113506069733,0.6342596026222789,0.8692877709102733,0.9001069624795058,0.8439936214802699,0.4543666410314054,0.7110755640325747,0.8110544068018507,0.7803967029469884,0.8160792946544178,0.7614159397154334,0.8879320635285702,0.7105957156234055,0.5476311354138473,0.4491960337932197,0.8462054995476278,0.7823008566565527,0.8101337047050805
HDFCAMC.NS,0.8514576103704331,0.7028189064711433,0.7883819771631069,0.8840586781657627,0.8975162288207814,0.6829904348329287,0.9057699661009166,0.8914200837771646,0.8370803189638002,0.8442476840493065,0.7702420940105886,0.8658316971583074,0.5726908845307637,0.8901136011092872,0.8406347838499134,0.7903112711233712,0.5946843629343498,0.6935457798426234,0.7623011646577542,0.8931176299995699,0.868384934922714,0.9081296087751519,0.5877081681212707,0.8884294640985819,0.8383166731832098,0.8419836818280897,0.8221552976452529,0.8697391673289642,0.5026558873097379,0.9162926486434809,0.7051793591874428,0.8125545219863405,0.8210166866897456,0.7498108576398144,1.0,0.8819475629763944,0.7727242603222643,0.8654349337134957,0.8325552328791991,0.9170575625779431,0.8867357419367534,0.8875535054841267,0.7072985444780219,0.8651880017023451,0.9089069379161914,0.7901147761852506,0.3934847840391437,0.889000386850118,0.8328938644931315,0.6837543496869861,0.6357581821497903,0.8276390820943426,0.7978347221013857,0.8821438042537803,0.881299268282509,0.8136477999125462,0.9041939574954919,0.8551311202094375,0.7197610337591355,0.7814472569841273,0.7878136773545802,-0.7367883905713002,0.8970351087983311,0.6191746639405087,0.7408444517889426,0.886611740552284,0.472208853922369,0.5104268701502924,0.8684741077295861,0.6916109258393732,0.7822422936659669,0.7391540250549196,0.819219339262289,0.3513537374305074,0.44004989888871443,0.7552460235523766,0.8466492745097628,0.8954475330844964,0.8196182189445276,0.8318179724743021,0.8760051972620986,0.689325287921379,0.9194193490460072,0.8111596681821971,0.8331697508009019,0.8117581524968801,0.9134017037820691,0.5678717187827259,0.7648697172246451,0.7020268295961868,0.8406495136648459,0.8785598028931157,0.7144328485480244,0.8688375578371709,0.7940854515244565,0.6339464541760599,0.5101564660422713,0.6592919462439589,0.6897173593994543,0.7227610203872566
HDFCBANK.NS,0.8746841227697774,0.609464461735638,0.7368555546669145,0.7936344351403333,0.8141778698925939,0.7168546674370774,0.9013929040898838,0.9281123661070392,0.8628354508955873,0.7559220358209189,0.8574164633087052,0.7334948717758241,0.5962706226954755,0.8473344759685144,0.8308992758940703,0.8749514526997209,0.6802639112796681,0.6919644990593408,0.7675695058714319,0.8706080676799203,0.9020004582359203,0.9438429471274288,0.5478613367429387,0.8984268026173962,0.9087665073532926,0.7538815200686412,0.8486480938186398,0.8773761563503869,0.6453086499491888,0.8377255796473069,0.5999713483437835,0.8199896987956268,0.8037085922016698,0.8555513678481717,0.8819475629763944,1.0,0.7265237623715423,0.9556994129407463,0.859091919524191,0.9630689493354279,0.8914103321139578,0.841786202981088,0.7743979379252309,0.8316964056758942,0.803939541753684,0.8380669346687268,0.5248404206576226,0.8037360042768763,0.9155740642202728,0.5903890946291651,0.64869891715657,0.7752787611270474,0.7958865283188359,0.8519192779788101,0.8492405081490357,0.7707722111555687,0.7970987820055374,0.8631566830191607,0.6708452511092934,0.7555442033126198,0.7917280534276426,-0.8262911189736184,0.8858143013213091,0.5193086189215477,0.7068499429250086,0.907240942610788,0.6400254664679993,0.5105859984230908,0.872942913226589,0.6110099916551665,0.7962462121083346,0.6538085519754876,0.8370364807021708,0.31120404453536826,0.6768740784070741,0.8501455137709827,0.8155682519695114,0.8621536714638974,0.7254730468159165,0.8874186358678111,0.86815361868641,0.4872327586923487,0.9526562214124272,0.7251510367331739,0.8840977733211084,0.8274852729074068,0.9206897667780618,0.556313547668509,0.6657539314321798,0.8074270537628996,0.7575409255562816,0.8912988241523154,0.7609770889456242,0.8763170497945763,0.7456174215093343,0.5682704471566826,0.4203861984568409,0.7863937271287081,0.7414054148164475,0.7077473407099742
HEROMOTOCO.NS,0.7782679317182187,0.6425340909795922,0.7487144736092125,0.8290526430988915,0.8350129342831889,0.6980145010326012,0.8392694644271814,0.81824633549098,0.7231057415551037,0.5877858882238951,0.6419357461244042,0.7611988277890297,0.8260789542567252,0.8855174780217989,0.7989426903079242,0.7217322003557531,0.5936205588544301,0.525778653445049,0.7890276500284337,0.7771011363892496,0.7313831016832075,0.7841283174877803,0.694264854580869,0.7849862417548616,0.6659253729074582,0.671908500336749,0.7921435901470658,0.7536637888801749,0.5035276580829404,0.7551850120496464,0.48449419360584906,0.7295869474502675,0.7012935725923592,0.6032584603019114,0.7727242603222643,0.7265237623715421,1.0,0.8012418559905234,0.7346296813481374,0.8215332145735883,0.7655415118395402,0.7913420778668844,0.527004709027219,0.689121880850206,0.7391171055775326,0.6282316338374483,0.3170713360209743,0.6973516524575168,0.7786043702997207,0.6928183861771876,0.5592828008062954,0.7795741559855064,0.6970029015108472,0.8376692251515835,0.855303429501403,0.9267681346030483,0.9369190915365043,0.6888327690188711,0.6463724160605611,0.7200074860758272,0.5671839919303941,-0.5434541251713791,0.8104064058865976,0.5608921713715546,0.8448543608271752,0.7889225188757446,0.45922943875234984,0.4308887830519741,0.7640713640997503,0.4773649089629688,0.6416618615180035,0.622977061001007,0.8027080032384495,0.5818641341735452,0.31586544189756827,0.6082531422878666,0.6663225184009962,0.8837881742412956,0.6241790387278061,0.7388341079751052,0.7881000852133715,0.4788848471033711,0.8231643845140663,0.7556537629295706,0.8380185627461502,0.6404873589909167,0.8228017843204718,0.6490832690729937,0.5660478037343367,0.6950910645842548,0.7029171915186898,0.7971584055809784,0.5600138374550613,0.8288617976292497,0.737390674039102,0.4585339567844819,0.5819529845540805,0.607758642067954,0.4487182295626081,0.5813687924188644
HINDALCO.NS,0.9050402756923978,0.6581353450448821,0.7996955476847584,0.8323234978334934,0.8511290115440473,0.779342095552475,0.9158246086207205,0.9509520197141133,0.8004762803770624,0.763957497717154,0.7959545895859662,0.7774268322985508,0.6484841504671561,0.8568528500541585,0.8734189904031175,0.8940364371278254,0.6828295190675944,0.6580830950030567,0.8286044545277976,0.8667067533689186,0.885965422017702,0.9328075144259945,0.5870043062133179,0.9268934652970194,0.8936721349218502,0.7156628100785859,0.8693762012711574,0.879639461448276,0.6880803740206893,0.8483785539747463,0.6340423205183261,0.7943423341210726,0.8538473063931945,0.7714263972940272,0.8654349337134958,0.9556994129407463,0.8012418559905234,1.0,0.8466962904640787,0.9772608257669804,0.91072436422501,0.8582372121098962,0.6704007969910019,0.8585898141350489,0.796319944520572,0.8307375251403196,0.44880778522008874,0.826577476546044,0.892523155886118,0.6099053292487366,0.6360627714476186,0.7804482537181096,0.7935758569133999,0.8751254105055197,0.8907498698555928,0.824421599034673,0.8387853815839238,0.8694059607062169,0.670254743912717,0.782315692223938,0.7066365860609052,-0.7998647908806699,0.8815655965468677,0.5233559530467038,0.7253754851927631,0.9311736359758614,0.6212786176506349,0.5185006684694594,0.8521069024812047,0.607495702555185,0.7452262806612988,0.6142412560933972,0.8616048839002208,0.36974608933853403,0.6960447803159294,0.8315997540388942,0.8255187837139389,0.8738423270330707,0.7558668430490816,0.8719869702492267,0.9180711814274093,0.49129746711323413,0.9673008789993833,0.740234311295885,0.9128315201453833,0.8209741642291098,0.9378268184925398,0.5889510271204449,0.6560008453557893,0.7344102489248933,0.7890994951024878,0.9376089651503887,0.7222750617061026,0.8587995701487263,0.7248762395090537,0.615982513982552,0.4960915906487973,0.7281031293552428,0.6708862061003276,0.6827357581915277
HINDUNILVR.NS,0.8487003566744388,0.6934293223780449,0.8067689372288676,0.7912140657996711,0.8494953574913233,0.7087137919338148,0.847728194509202,0.8796381920463893,0.9313783113842768,0.727019644940393,0.7266510819886366,0.792661507952521,0.597533336374036,0.7955282144138839,0.7410623771334656,0.8163305429043598,0.8825634222337272,0.5951328481175338,0.804580175259914,0.8399726736661639,0.8197604747067776,0.9226181149832439,0.5367152848643181,0.8112538848389054,0.7770657868293681,0.7426898028581802,0.7867023294447957,0.8182465745102049,0.7028460952255312,0.8383539517904153,0.5508532159976143,0.7122392535059847,0.7384264678583027,0.7963813946221258,0.8325552328791991,0.8590919195241911,0.7346296813481374,0.8466962904640787,1.0,0.8895290866586135,0.8005597222744069,0.7724987658600928,0.583620640021217,0.7216501160221739,0.8778136914405902,0.7583070306044603,0.7562377031583265,0.7488258455543271,0.8199973866691519,0.551260272661235,0.628705504822033,0.7316449162082068,0.768972347796404,0.8350684671030805,0.8117929534810502,0.7521773902330798,0.8147171121675231,0.7547624292206453,0.6312880395606117,0.7930539619973129,0.6861551630843801,-0.7520309696217268,0.7949907467368633,0.47527481752860906,0.7345652025001159,0.8124236227553807,0.8302485818068647,0.5274784441989758,0.8276720399442284,0.537970482632495,0.7141104824252151,0.6495171441917235,0.8341226885685132,0.3142943653660994,0.5066213581223865,0.8211650234388559,0.7839383070326713,0.8493087740209739,0.6923720779016487,0.9374193065936339,0.812203955703302,0.5773880840008302,0.8606526533122084,0.7147062393963974,0.8458114222245111,0.7558473766448645,0.8491293323282592,0.497315502704745,0.6762707195438156,0.8783527057080222,0.7528020935422514,0.8484632703833499,0.6368087106457843,0.836996860013075,0.7479900962580045,0.5420339472157057,0.5134246457449831,0.645469331975849,0.5641005987467013,0.6631883188923912
