,ADANIGREEN.NS,ADANIPORTS.NS,APOLLOHOSP.NS,AUROPHARMA.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BANDHANBNK.NS,BHARTIARTL.NS,BIOCON.NS,BRITANNIA.NS,CESC.NS,CIPLA.NS,COALINDIA.NS,CROMPTON.NS,DABUR.NS,DIVISLAB.NS,DMART.NS,EICHERMOT.NS,GAIL.NS,GODREJCP.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,ICICIGI.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,LUPIN.NS,M&M.NS,MARUTI.NS,MGL.NS,MUTHOOTFIN.NS,NESTLEIND.NS,ONGC.NS,PIDILITIND.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SIEMENS.NS,SRF.NS,SUNPHARMA.NS,TATACONSUM.NS,TATAMOTORS.NS,TATAPOWER.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,VEDL.NS,WIPRO.NS
GAIL.NS,0.7900941581598164,0.8141520627659942,0.8509831769947639,0.8568503899917247,0.8256395942921446,0.9351015933115859,0.8526071911313872,0.807305736682565,0.6459431429208168,0.8832716052742509,0.7656402462472921,0.5739983580271818,0.8648397288695586,0.906546155207226,0.8676030131313995,0.7972664657054621,0.9290481546329041,0.48778950913652724,0.7638232123385511,0.7052941348706618,1.0,0.8290872255401629,0.7770639050582591,0.8927819420424803,0.7966661981209245,0.8862198691521725,0.8540489607469091,0.8550669859100937,0.8769609955311242,0.9170803915144915,0.8791660005079497,0.6843182415407929,0.8433934822689008,0.9345647155032153,0.8103417752200502,0.6153441966827532,0.8703647582525534,0.9289534856626129,0.5091769990823404,0.6263605697243823,0.9086082831280666,0.930588863261933,0.8255218790139635,0.7940640068479579,0.9670038960418287,0.873212117476508,0.6651058395902796,0.7228654343593504,0.7530429047011166,0.7327509344650218,0.9124621720685736,0.9125596574132834,0.7148166535567492,0.7757584529938272,0.7828777069117603,0.885134974589531,0.9139522482853468,0.9421728527024017,0.7705336020540144,0.9080058123611964,0.926273735096492
GODREJCP.NS,0.8079343549459945,0.6934107263924864,0.7118635583493376,0.853680210349819,0.6964141349277777,0.8705628989749434,0.7836213409963428,0.6931633357809635,0.7358073635405745,0.8649317677944584,0.7629951665597127,0.4278001688846915,0.759314386676384,0.7947813409612942,0.709052390971932,0.6295308466575772,0.821614718416732,0.43215566833954927,0.7317577927207893,0.7302470007794513,0.8290872255401629,1.0,0.6479843245298725,0.7238621627218489,0.6246727888520405,0.6771071128111836,0.8346283201118676,0.8379958337143281,0.8119552606770274,0.9135708759780818,0.7958642792733327,0.5894647525055989,0.8330959554498945,0.8412893309330782,0.8235891185180692,0.5941942942216483,0.8232060231997718,0.9136978588589135,0.3707686765213328,0.45014158314105773,0.908799682912622,0.7284888516484027,0.7695041044059169,0.6362938127766162,0.9142474063195017,0.7264329561892738,0.7614815500694562,0.8052391353738794,0.686715850263761,0.5741815382771339,0.8629382966044415,0.7813432720568,0.7892194178484796,0.64892448230778,0.6835273219170934,0.7992569961466522,0.780380212798511,0.8941852455851022,0.7276727220144105,0.9029540300882378,0.8044061266821579
GRASIM.NS,0.5528535547046858,0.787400605489903,0.6942767673066472,0.7054610930492078,0.687996370920287,0.7373800590440028,0.7663309251778375,0.6740483432222231,0.5869048846431888,0.6280506075267408,0.6669122411890331,0.43468724289697414,0.7513644794666923,0.7485870074851597,0.7269159145984065,0.5966563592485872,0.6938494462228634,0.7349276738195881,0.6169240632756134,0.6387418442038942,0.7770639050582591,0.6479843245298724,1.0,0.8386781605754003,0.7162351812777618,0.8337539522381767,0.7417559296834829,0.8345391108625032,0.7904225388200107,0.8231336395752473,0.8085664202124783,0.5808684777277081,0.7468281469074523,0.8240217978966305,0.7226394849815694,0.5559457932923064,0.6671465449877947,0.7366976797539111,0.42984726264972006,0.5578966673710352,0.7639699285023416,0.7607505739668121,0.745069278168534,0.6676198922273648,0.7473694975789418,0.9046733136434684,0.6053691238704281,0.6874745740114916,0.5511133612663559,0.636087202121431,0.642527053205023,0.6504249017214239,0.6033601023568225,0.6876143766980171,0.7647926363532341,0.8365332004885107,0.8243981637309106,0.6957665105983836,0.8374101940880421,0.7274439463209681,0.7954878830460328
HCLTECH.NS,0.5613334980710675,0.9115601530298952,0.8626418222790457,0.8268655942903559,0.9260796539605222,0.8963656080891551,0.9356935359827637,0.8986101874435017,0.7425374743586872,0.7214588861359706,0.7826641170287517,0.6275839439898463,0.9000235743195194,0.875193972644139,0.8887485764379327,0.7629019050978609,0.9063917650329172,0.6202857730383297,0.7547928183679922,0.73509961320266,0.8927819420424803,0.7238621627218489,0.8386781605754005,1.0,0.9348967351481515,0.9149696287582246,0.82856379231991,0.9133132861523366,0.951861608938549,0.8342192626700172,0.9544219947522572,0.8554384173532649,0.8130509362840733,0.8681873528790215,0.8646288644294073,0.7405810239435803,0.8064589140802431,0.827042433502709,0.5298481335065632,0.6272959421487904,0.8417431191576861,0.8343651047164603,0.9011547886256175,0.8689256557706917,0.8698893321611161,0.8938412520014631,0.7476478631914175,0.7763594173944542,0.7118486679783879,0.7287289983586486,0.7100794181380925,0.8255642008880298,0.7817035596426014,0.9048837580215758,0.8364025869537687,0.9576820158967946,0.9433900162948182,0.8100402094471967,0.8814173288421198,0.845185005733274,0.966126937243068
HDFCBANK.NS,0.3622283636563025,0.91168682879116,0.8929924631898505,0.7064846941849,0.9583186416951294,0.8628980240865123,0.9345955590715468,0.9354986057874541,0.7641354870187376,0.5692565633476984,0.7210688030118357,0.7044551571115901,0.8973688178914533,0.8025161167556265,0.8892185894834972,0.6855924606396254,0.8479652602317446,0.5336151258636225,0.7110220321659346,0.6636513505201667,0.7966661981209245,0.6246727888520406,0.7162351812777619,0.9348967351481515,1.0,0.8713641233985234,0.7722210987877219,0.8587391258754741,0.9211823423076565,0.6728611502677112,0.8569096098111161,0.8144006602868793,0.7001681963827461,0.7209541098847354,0.8395443197304725,0.6130401095407962,0.6760189880347341,0.7308064867559522,0.5413234104946726,0.6675383301925913,0.7178835667523926,0.7594857355792873,0.8254415366262434,0.9039275100604959,0.7672875829735609,0.7931504020938086,0.7553963913597807,0.7365114536908313,0.7267470570308905,0.737762522681528,0.5522750447271509,0.7279514915206705,0.7904231053301001,0.9523664235545457,0.8497821135370072,0.8792028174805545,0.8533893325939489,0.6813416613839848,0.8540160805680885,0.7475938380671101,0.8966605754467485
HDFCLIFE.NS,0.5025408860934665,0.849952522184599,0.8784234642318413,0.7554992313857105,0.814352169088962,0.8316829463881111,0.8654712182865946,0.8355543381832319,0.6499256754189333,0.660787196869581,0.6960573743856496,0.547394480222584,0.8376933876096218,0.8251770983263006,0.846012251322665,0.7633990565255546,0.8177183993441057,0.5974233502932395,0.6504188476128837,0.6363063783747814,0.8862198691521725,0.6771071128111836,0.8337539522381767,0.9149696287582245,0.8713641233985233,1.0,0.7841383851194094,0.8355082910264489,0.8626545163902057,0.7848270168015307,0.892116521155581,0.7368094012643494,0.7820694312870594,0.7938175729972355,0.7957195155657654,0.6411665462244873,0.7916436747363168,0.7665388206576467,0.5189913874784112,0.8423453854956292,0.7435797542325414,0.9313717856433569,0.7999575662021519,0.7405529821688132,0.8091821210437867,0.8432901103229956,0.6889325638710148,0.6307018660170391,0.6971803027337385,0.7261993244798483,0.6603709963422549,0.7406707947354104,0.7367580423195681,0.7878628455582168,0.803772703354352,0.9109274528266195,0.850886300697391,0.7491141690410519,0.8110849371535619,0.7690050979245899,0.89297503824536
HINDALCO.NS,0.6807819376540883,0.7992666140741012,0.7891767057144646,0.8773251842720119,0.7868286618311681,0.9128029842233337,0.8912292058429747,0.8148758143188328,0.7919949370598015,0.805544957596513,0.740340395335688,0.47970775370568713,0.824499513754286,0.8503281471070874,0.8893997222052676,0.7350495639245799,0.8325576683557266,0.5004315265556869,0.8158964926828619,0.7968792637576759,0.8540489607469091,0.8346283201118676,0.7417559296834829,0.82856379231991,0.7722210987877219,0.7841383851194095,1.0,0.868825370113904,0.8864528528042173,0.8830444841857698,0.8220780200623772,0.6495239959513415,0.8219735681098103,0.8543727458936846,0.8424941037225893,0.6062080670553494,0.8034524272294266,0.8926107729313054,0.4877849207266798,0.6033245982290432,0.8519424750363599,0.824138649587042,0.7888108495973813,0.7398347149819755,0.8861958487178686,0.770240199023074,0.7372376188808573,0.7924569593159794,0.6483168128075286,0.6750479415967958,0.7619408702474588,0.8161231553173114,0.7857285855130672,0.7877084114378836,0.7916664650882346,0.8442094531374502,0.8832935366232152,0.8335206868992968,0.848155378944785,0.9435746815369485,0.8587072476797002
HINDUNILVR.NS,0.5807886217381573,0.8868768641627592,0.8065562069576848,0.8743473917659387,0.8958413820012683,0.9047288340855942,0.9274939167358273,0.85184660986381,0.7976597667138041,0.7366444445701985,0.8435561061679951,0.5867905255901072,0.9119335853903795,0.8812016476758165,0.8752514964489257,0.7059245024561888,0.8937012508562939,0.7118148048716407,0.7769046172268099,0.7874349391194709,0.8550669859100937,0.8379958337143281,0.8345391108625032,0.9133132861523368,0.8587391258754741,0.8355082910264489,0.868825370113904,1.0,0.9667891663621773,0.8619262159553295,0.8991754609216612,0.7828111886174707,0.8549598333109963,0.8458099968715012,0.9146172946796961,0.7177754606158403,0.7935271421896433,0.880640849905837,0.5407327990288797,0.5513700669058357,0.8755667474115343,0.7658638549934252,0.8972049138762135,0.8148951137750237,0.8732734481444939,0.8538137677520542,0.7999786670366352,0.8823874571223456,0.749038218015037,0.7618348288574253,0.7216141277984818,0.7916725400100874,0.819480567569532,0.8504786596096401,0.9060289067118732,0.9030921332897635,0.8954741571222725,0.8036290261364128,0.916787253942367,0.8776481454872049,0.9327439299535434
ICICIBANK.NS,0.5650461731423023,0.9144254585570697,0.8357987836525296,0.8620360554517319,0.935279914686763,0.9395328428603026,0.9534459539623261,0.9146682440153221,0.8322719749372385,0.7374594700833832,0.7940906355869495,0.6174434210356338,0.9475593374613813,0.8899966719902732,0.8901078293161219,0.7605125618622431,0.9115088926103637,0.6197827734102802,0.8022134894413862,0.7911982342410026,0.8769609955311242,0.8119552606770273,0.7904225388200107,0.9518616089385489,0.9211823423076565,0.8626545163902058,0.8864528528042173,0.9667891663621773,1.0,0.8552589193749274,0.9249070171804818,0.8431630651111435,0.8540079539537603,0.8458023557760227,0.9454767217673232,0.7531474736164068,0.8148155409995128,0.8812545619529131,0.5785957474444894,0.5822252665301,0.8570981460752308,0.7914798764055071,0.927583612640196,0.8679062789559628,0.8851711655859879,0.8680983886380244,0.8324232417256949,0.8579221942332605,0.7748265438091372,0.7877576713473776,0.717322247217289,0.8096044054313122,0.8662655641367684,0.9070518507518114,0.9114783197997715,0.9403598247918961,0.9147177028708962,0.8216185629494759,0.9053079186616565,0.8960766250748898,0.9694720650073125
ICICIGI.NS,0.8762078522117592,0.7460817557754943,0.7282231808781893,0.9045786190476777,0.7206587161792717,0.8968032987757251,0.8064849761056591,0.7108775827453676,0.67450329732954,0.9281912610585753,0.774184656087662,0.45279067360724834,0.7934356207554227,0.8526765899551834,0.7556390720781879,0.6861730671994278,0.8485269736842693,0.543251470741807,0.7579990413360208,0.7671018136890905,0.9170803915144915,0.913570875978082,0.8231336395752473,0.8342192626700173,0.6728611502677112,0.7848270168015307,0.8830444841857698,0.8619262159553296,0.8552589193749274,1.0,0.8682670192463378,0.6490432132078378,0.8837091388837115,0.959777629035337,0.8208604878500902,0.6833024213913174,0.8581353664331017,0.9478354235271317,0.42469384301836416,0.5159505653836338,0.9526062602595488,0.8331171803434171,0.8463810312109873,0.6884134064061753,0.9581821882459454,0.8593156259591697,0.6866717189979742,0.7793075539114246,0.6343584248347094,0.6145655608394007,0.9192154958812047,0.8472018472262014,0.7105025915490832,0.6771195252238896,0.7329356982507195,0.8857630208272262,0.8976961868608149,0.9428684019926119,0.7718418404406524,0.9421859174763915,0.8849272710879861
INFY.NS,0.6098732640581181,0.8790600935552084,0.8419583956143482,0.8784595567349589,0.8435001645513298,0.8639929394379683,0.9077353762030025,0.8121047725056713,0.7436287671265558,0.7466929283474766,0.8064864347217148,0.5532322468379776,0.8663341404899002,0.8607500411926827,0.8503650439226353,0.7658379144468735,0.8590788238145614,0.5534670689991277,0.742167393782588,0.8004886105302152,0.8791660005079497,0.7958642792733327,0.8085664202124783,0.9544219947522572,0.8569096098111161,0.892116521155581,0.8220780200623772,0.8991754609216612,0.924907017180482,0.8682670192463378,1.0,0.8743720229971617,0.8446588717297742,0.8671985940033727,0.861768384329149,0.8309141242773463,0.820465235742306,0.8244531690381642,0.4967781461331511,0.641574333372964,0.8554360493933583,0.8197270752182352,0.9196079296621207,0.7701118345327337,0.8742253072502336,0.8592838468787782,0.725844419555015,0.7851813403848709,0.6594672205293017,0.6975853418214488,0.7383879142168455,0.7865584937256909,0.7658252766833658,0.8271591833881619,0.7991371863192956,0.9776797197456971,0.8969314642838866,0.8104382308364603,0.8513553376519485,0.8491912650194738,0.9392237818365506
ITC.NS,0.36963424942412615,0.7233990766136585,0.6853270226763998,0.7347529332171058,0.8212446065762087,0.7058536637208694,0.7864123214971044,0.7571087819490709,0.6643948460937741,0.5495092378682989,0.6949038484665577,0.5756384578580493,0.7513406024422297,0.6914657852740985,0.7062368197783823,0.579348831338641,0.7686800926310283,0.4180051389371052,0.612478435574481,0.6946095938996438,0.6843182415407928,0.5894647525055988,0.5808684777277082,0.855438417353265,0.8144006602868792,0.7368094012643494,0.6495239959513415,0.7828111886174707,0.8431630651111434,0.6490432132078379,0.8743720229971617,1.0,0.6457828224057149,0.6523003971640311,0.7092593744559819,0.9210320726712067,0.6047189393849159,0.6530548231392995,0.41668529030903,0.5387394736680461,0.6793360913385978,0.5889126548766377,0.8797808915008569,0.718274355317669,0.6909431494457475,0.7019967966027649,0.6140725606660031,0.6199817021513975,0.5555979527627636,0.571739034234166,0.5104445909880079,0.6572344281332008,0.6534340779926014,0.7499373682557942,0.6938780784402445,0.8795472871129294,0.7828323804734761,0.5999517043709001,0.7145653973291478,0.7000799265703868,0.8566722863557571
JSWSTEEL.NS,0.7170583069738787,0.7231781231474423,0.7092119476656271,0.8461095993371687,0.699506981319665,0.8180423876836637,0.7992995178101695,0.6723774226599926,0.6205520860875944,0.7820838054541215,0.7364004696456353,0.4536577820510464,0.8313545923189775,0.7809984630933489,0.7412225709259544,0.726994252111285,0.7950610745423845,0.6459857630962522,0.6850674601947269,0.7374189061469851,0.8433934822689008,0.8330959554498946,0.7468281469074524,0.8130509362840733,0.7001681963827462,0.7820694312870593,0.8219735681098101,0.8549598333109962,0.8540079539537604,0.8837091388837115,0.8446588717297743,0.6457828224057149,1.0,0.8570155629809697,0.8610938201567827,0.6505059627186166,0.9372606288198353,0.9178637917334413,0.3573591531836894,0.5083255799850891,0.8825892968770952,0.8302045722988387,0.875885095981978,0.6446568092256105,0.8705855370921237,0.7232799601438519,0.6328289059949691,0.8066434296896752,0.5651012096143934,0.584151212744735,0.799997841993047,0.7561311630280172,0.6652126297586486,0.6641037150060275,0.8628837831391721,0.8347296140648894,0.8209402030791092,0.8515021521654407,0.8021427616035572,0.8732791429131783,0.8366075681213498
KOTAKBANK.NS,0.8503237834158186,0.79972264662154,0.7887835144825739,0.8907277233595231,0.7745710151108681,0.9045899188557722,0.8192489822759068,0.7378311161243385,0.6256511432917637,0.9184996610602173,0.8200133659744261,0.6068584937474564,0.8173538864401337,0.8602898802917086,0.796803412921051,0.7082537800495353,0.8970700508215451,0.530345499702182,0.7476315105611886,0.7435596692112051,0.9345647155032153,0.8412893309330782,0.8240217978966304,0.8681873528790215,0.7209541098847355,0.7938175729972355,0.8543727458936846,0.8458099968715013,0.8458023557760227,0.9597776290353369,0.8671985940033726,0.6523003971640311,0.8570155629809697,1.0,0.8057688099752229,0.6209641616600724,0.8548555592203453,0.925062939758963,0.3895222845377381,0.48749801930376785,0.9374518849975304,0.855404067258123,0.8589455229422169,0.7145487799691791,0.954970707770407,0.87163766146514,0.6384701602323802,0.780060027035468,0.6188815175305425,0.5761651036574916,0.9090858384017061,0.8828608464038231,0.6603532006106938,0.7007097270141057,0.7484795566761857,0.8772193538947914,0.91250439391707,0.9521630756404209,0.7760609353060997,0.9243319003912447,0.8882001118044813
LT.NS,0.5397090020650562,0.9182101103169786,0.7932615629399549,0.8489833073558931,0.8600697967866068,0.8978754835894541,0.902009546373299,0.8595274821389448,0.8086505484747856,0.7177613620124146,0.7751815316456238,0.5559961017245221,0.9124803878960172,0.8568066085871533,0.8269312598120612,0.7459719504935531,0.8535257169756815,0.6062304968728227,0.7353323009768694,0.7354778198508631,0.8103417752200501,0.8235891185180692,0.7226394849815695,0.8646288644294073,0.8395443197304725,0.7957195155657654,0.8424941037225891,0.9146172946796961,0.9454767217673232,0.8208604878500902,0.861768384329149,0.7092593744559819,0.8610938201567827,0.8057688099752229,1.0,0.643730184972943,0.8239946397803167,0.8378903027983055,0.5838345352992379,0.5223458291578772,0.7957868556736999,0.742153795275403,0.8780905066870328,0.7494782814415987,0.8275489110022151,0.7862562664295301,0.8655811708538065,0.9019868766636532,0.7749266941909265,0.7459112534173459,0.6680234850926117,0.7476485043336362,0.8946332908358426,0.833472654546867,0.8950480467783822,0.8605709899868949,0.8100158386443558,0.7977041945297714,0.8483522768501865,0.8426616993777443,0.8899623918001093
LUPIN.NS,0.4399975155509593,0.5848960063003135,0.5221167475601669,0.7416480054219456,0.6259381504315491,0.6087338836104111,0.6572430511471301,0.5669222840828098,0.5842928796096231,0.5659091870175816,0.62079156059955,0.37613391139385854,0.6245965345320834,0.6213086095552008,0.5614243166431374,0.5277198700950073,0.6331967089444329,0.4384491943794234,0.5476953229590472,0.7027397968175628,0.6153441966827532,0.5941942942216482,0.5559457932923064,0.7405810239435802,0.6130401095407962,0.6411665462244872,0.6062080670553492,0.7177754606158404,0.7531474736164068,0.6833024213913175,0.8309141242773463,0.9210320726712068,0.6505059627186165,0.6209641616600723,0.643730184972943,1.0,0.5877880868999322,0.6136553208455192,0.3848755628459571,0.4756261629439149,0.6501702008171795,0.5219404117448497,0.8318749208485116,0.549801614416544,0.6387811016961067,0.6231545915439638,0.5290393180972716,0.5497101646381061,0.43169188611047327,0.5012469863228798,0.5238663926781539,0.5652936685981985,0.5567168101635876,0.5738382347786929,0.5923376077316485,0.821562186773234,0.6908377913896095,0.5669844640803035,0.6039701547784101,0.6611463902443796,0.7721157684511837
M&M.NS,0.7267356397942484,0.7097751626945982,0.7071077986588161,0.8265892834721837,0.6986245031048394,0.8441602714543848,0.790636202507574,0.7171783734404009,0.6214979075877822,0.8048525617522574,0.7145757488975771,0.44596967760334694,0.8136192224886236,0.8084324380329551,0.7273336139215962,0.832020368783144,0.8242476016232648,0.5375267325687416,0.7212430651166564,0.6866017006467772,0.8703647582525533,0.8232060231997718,0.6671465449877946,0.8064589140802431,0.6760189880347341,0.7916436747363169,0.8034524272294264,0.7935271421896432,0.8148155409995129,0.8581353664331017,0.820465235742306,0.6047189393849159,0.9372606288198353,0.8548555592203452,0.8239946397803167,0.5877880868999322,1.0,0.8829647305829968,0.38008725104354785,0.5139232280548879,0.8463901726712382,0.8788108996425044,0.809073726285396,0.6479901534011073,0.8787491008955762,0.7045686432301771,0.6548104002032735,0.7274844545353661,0.6036675371418859,0.5856311674687402,0.8164737697693594,0.7823385123053375,0.7130228424400212,0.6614633868124659,0.7485236928909068,0.7995635101308947,0.8103901070043721,0.8819694376363325,0.7435081508930084,0.8622085822343414,0.8329030785956955
MARUTI.NS,0.84748032656245,0.7345918199041003,0.7540066918690169,0.8894120444396789,0.7868053261179673,0.9216107913722149,0.829017073911945,0.7581975848137826,0.6681464135397224,0.9066452337955969,0.7817715095450765,0.5370365437092055,0.8554081645875274,0.8674787361588431,0.8050392978786786,0.7063263727051381,0.8999900947529094,0.5200599745287817,0.7685449831851026,0.7358220618545368,0.9289534856626129,0.9136978588589135,0.7366976797539111,0.827042433502709,0.7308064867559522,0.7665388206576467,0.8926107729313053,0.880640849905837,0.8812545619529131,0.9478354235271317,0.8244531690381643,0.6530548231392995,0.9178637917334413,0.925062939758963,0.8378903027983055,0.6136553208455192,0.8829647305829968,1.0,0.43394609318279037,0.48438410992223674,0.9687514526511759,0.834486901952628,0.8589941668656986,0.7520936652200226,0.9747235967831783,0.8120315959247385,0.669728507661368,0.8106616869284401,0.6704018134300784,0.6443876343854938,0.9186255837813772,0.8811228252456283,0.7110912199772206,0.7249626470488137,0.8139949364837156,0.8480414707636871,0.9012517423974792,0.9501830460711451,0.7852076043575689,0.9619933324088492,0.895353362613291
MGL.NS,0.2206497184808479,0.6116880828986795,0.4155445579561239,0.5387954746015604,0.554769962677784,0.5342808902857702,0.5501329431689495,0.605100294481308,0.5045337404443879,0.34478674386254177,0.3824847294026897,0.2965452720468981,0.6518512428500656,0.7606380065684721,0.6058410652895959,0.6943020947110877,0.46549169073047364,0.24845115023297543,0.506579012013783,0.36726388792074677,0.5091769990823404,0.3707686765213328,0.42984726264972,0.5298481335065632,0.5413234104946727,0.5189913874784111,0.4877849207266798,0.5407327990288798,0.5785957474444894,0.4246938430183641,0.4967781461331511,0.41668529030902995,0.3573591531836894,0.38952228453773813,0.5838345352992379,0.3848755628459571,0.38008725104354785,0.43394609318279037,1.0,0.30208074559949266,0.3882205546195664,0.38836682888203006,0.4649880837866204,0.5286883787174707,0.4473196925115446,0.6071695566664759,0.5089702115628936,0.4783581439982653,0.5479027153674544,0.8696976108982747,0.3096000807260175,0.3894746298477972,0.5997023701724973,0.6402678517859122,0.4994194954123303,0.47519005886053634,0.4855669179292653,0.4120411750022426,0.44941591155476013,0.43910854976973057,0.6121800097765446
MUTHOOTFIN.NS,0.26770364482195863,0.5955824548479247,0.7464313328253652,0.5219072924623346,0.5551878527750111,0.5838117426135503,0.6398290028726971,0.6179623810219044,0.45560305973081994,0.42926186987296383,0.4752637016666501,0.33795917676635634,0.530793258839986,0.5271343215665615,0.6223095086405038,0.46085806391031847,0.5273682906930038,0.4062138939900177,0.4110380391718808,0.4358207485398048,0.6263605697243823,0.4501415831410577,0.5578966673710352,0.6272959421487904,0.6675383301925915,0.8423453854956291,0.6033245982290432,0.5513700669058357,0.5822252665301,0.5159505653836338,0.6415743333729639,0.5387394736680461,0.5083255799850891,0.4874980193037679,0.5223458291578772,0.4756261629439149,0.513923228054888,0.48438410992223674,0.30208074559949266,1.0,0.46050544696501383,0.7868598700546298,0.5042692469732879,0.480613725349672,0.5431519078435907,0.49841188301090855,0.4630237292444345,0.33160305120523614,0.4582325867598552,0.4611500278462416,0.3917458581585051,0.4897855916129824,0.5088748803242571,0.5280768499824687,0.5351857869222508,0.682327153192994,0.5780006191517403,0.4489063912542519,0.5502716582587094,0.5068084287616439,0.5948174686944041
NESTLEIND.NS,0.8642641047867149,0.7340862491963254,0.7329616844490724,0.9037516801985687,0.7808927036422213,0.898681730149475,0.8200977748550617,0.7303475855870498,0.6307739715267153,0.9097747443662906,0.8328353259201617,0.5041514267789352,0.8166856793868646,0.8578315926916064,0.769253608945833,0.645446934613265,0.8821703028006938,0.5298271222193919,0.7556703513209799,0.731459871489067,0.9086082831280666,0.908799682912622,0.7639699285023417,0.8417431191576861,0.7178835667523925,0.7435797542325414,0.8519424750363599,0.8755667474115343,0.8570981460752307,0.9526062602595486,0.8554360493933583,0.6793360913385978,0.8825892968770952,0.9374518849975304,0.7957868556736999,0.6501702008171795,0.8463901726712382,0.9687514526511759,0.3882205546195664,0.46050544696501383,1.0,0.7913791036790816,0.8552226768821637,0.7658863531964683,0.9733020453222463,0.8224392485567423,0.614508428637085,0.8205233090940053,0.5971084596341056,0.5890850428454315,0.9152991082898708,0.8738477218826277,0.6549706431976589,0.7205540524241361,0.7408292964000661,0.8672332427806332,0.9179727969547623,0.9251449996123248,0.7746339994730314,0.924182239707453,0.8832956240352517
ONGC.NS,0.6710136795525568,0.7550457311360911,0.8573246805848899,0.7617593148393823,0.7277057121764191,0.8517536607671015,0.8132521459467154,0.7554445416398204,0.5889881703985823,0.7703534094490199,0.6751080683883225,0.5256399200354939,0.7932600883955846,0.8012359202632328,0.8133971349676428,0.7758696477157607,0.8239226549624852,0.5189634430205443,0.6890041905138885,0.6515066436912007,0.9305888632619329,0.7284888516484027,0.7607505739668121,0.8343651047164603,0.7594857355792873,0.9313717856433569,0.824138649587042,0.7658638549934254,0.791479876405507,0.8331171803434172,0.8197270752182352,0.5889126548766377,0.8302045722988387,0.8554040672581231,0.7421537952754029,0.5219404117448497,0.8788108996425044,0.834486901952628,0.38836682888203,0.7868598700546298,0.7913791036790817,1.0,0.7395057115487952,0.6787009084744846,0.8689959780930782,0.7617220408331464,0.6077786039809576,0.6020971136946405,0.6482087344612313,0.6181605927150139,0.7947935159498276,0.8114402965241004,0.654276261334513,0.6878699995082888,0.7492773417999179,0.8326890697606241,0.8363076256092065,0.8486636433674744,0.751695533752324,0.8310996923354892,0.8302276380721757
PIDILITIND.NS,0.5974721429355649,0.8187264465056238,0.739901126488521,0.8914662808180075,0.853324294080836,0.8458534511715003,0.865375439825815,0.782496255543361,0.7045286717196507,0.7529477813991408,0.8512248719296033,0.6593350248467755,0.8892163256806785,0.8334538029442807,0.7732474277806051,0.7018102529638933,0.8613764372158346,0.5363838913936657,0.711706498419686,0.7877839797791927,0.8255218790139635,0.7695041044059169,0.745069278168534,0.9011547886256175,0.8254415366262434,0.7999575662021519,0.7888108495973813,0.8972049138762134,0.927583612640196,0.8463810312109872,0.9196079296621207,0.8797808915008568,0.8758850959819778,0.8589455229422169,0.8780905066870328,0.8318749208485116,0.8090737262853961,0.8589941668656986,0.4649880837866204,0.5042692469732879,0.8552226768821637,0.7395057115487953,1.0,0.7614444511492131,0.8513604393652213,0.8197195661235526,0.689418160833081,0.8062930307706996,0.6191242781996369,0.6365066806319719,0.7076825655533268,0.7685488885734724,0.7216206283993977,0.778980079066566,0.8601880755940767,0.9321430127803463,0.8799547961033329,0.8032202885110673,0.8201205973577486,0.8531556591873927,0.9345073500540632
POWERGRID.NS,0.46017648080000345,0.7926916305259398,0.7340982499578201,0.6843632783946899,0.9094356421904303,0.8666791304420282,0.8637117728458045,0.8580965332425081,0.7117491149716227,0.63159924185935,0.7126186566739344,0.5985999352695908,0.8354314582380823,0.797070187863954,0.7996544661050825,0.6547373558567104,0.8136624775471186,0.43615120269502694,0.738140552060911,0.6184400169876546,0.7940640068479577,0.6362938127766162,0.667619892227365,0.8689256557706917,0.9039275100604958,0.7405529821688132,0.7398347149819755,0.8148951137750237,0.8679062789559628,0.6884134064061753,0.7701118345327337,0.7182743553176689,0.6446568092256105,0.7145487799691791,0.7494782814415987,0.549801614416544,0.6479901534011073,0.7520936652200226,0.5286883787174707,0.48061372534967206,0.7658863531964684,0.6787009084744847,0.7614444511492131,1.0,0.7887875766695347,0.7814325861372328,0.6773524923344644,0.6869748809273007,0.7173748666613088,0.7490535648845715,0.6324180741617251,0.7489158955799353,0.7210465383581457,0.9440082213265181,0.7355669695912268,0.803159457324052,0.8552084643170017,0.6960151828003572,0.7647541120130212,0.7235556809005573,0.8623333197851692
