kdcode,dt,close,open,high,low,prev_close,volume
AAPL,2023-12-07,194.27000427246094,193.6300048828125,195.0,193.58999633789062,192.32000732421875,47477700.0
AAPL,2023-12-08,195.7100067138672,194.1999969482422,195.99000549316406,193.6699981689453,194.27000427246094,53406400.0
AAPL,2023-12-11,193.17999267578125,193.11000061035156,193.49000549316406,191.4199981689453,195.7100067138672,60943700.0
AAPL,2023-12-12,194.7100067138672,193.0800018310547,194.72000122070312,191.72000122070312,193.17999267578125,52696900.0
AAPL,2023-12-13,197.9600067138672,195.08999633789062,198.0,194.85000610351562,194.7100067138672,70404200.0
AAPL,2023-12-14,198.11000061035156,198.02000427246094,199.6199951171875,196.16000366210938,197.9600067138672,66831600.0
AAPL,2023-12-15,197.57000732421875,197.52999877929688,198.39999389648438,197.0,198.11000061035156,128538400.0
AAPL,2023-12-18,195.88999938964844,196.08999633789062,196.6300048828125,194.38999938964844,197.57000732421875,55751900.0
AAPL,2023-12-19,196.94000244140625,196.16000366210938,196.9499969482422,195.88999938964844,195.88999938964844,40714100.0
AAPL,2023-12-20,194.8300018310547,196.89999389648438,197.67999267578125,194.8300018310547,196.94000244140625,52242800.0
AAPL,2023-12-21,194.67999267578125,196.10000610351562,197.0800018310547,193.5,194.8300018310547,46482500.0
AAPL,2023-12-22,193.60000610351562,195.17999267578125,195.41000366210938,192.97000122070312,194.67999267578125,37149600.0
AAPL,2023-12-26,193.0500030517578,193.61000061035156,193.88999938964844,192.8300018310547,193.60000610351562,28919300.0
AAPL,2023-12-27,193.14999389648438,192.49000549316406,193.5,191.08999633789062,193.0500030517578,48087700.0
AAPL,2023-12-28,193.5800018310547,194.13999938964844,194.66000366210938,193.1699981689453,193.14999389648438,34049900.0
AAPL,2023-12-29,192.52999877929688,193.89999389648438,194.39999389648438,191.72999572753906,193.5800018310547,42672100.0
AAPL,2024-01-01,,,,,192.52999877929688,
AAPL,2024-01-03,184.25,184.22000122070312,185.8800048828125,183.42999267578125,185.63999938964844,58414500.0
AAPL,2024-01-04,181.91000366210938,182.14999389648438,183.08999633789062,180.8800048828125,184.25,71983600.0
AAPL,2024-01-05,181.17999267578125,181.99000549316406,182.75999450683594,180.1699981689453,181.91000366210938,62379700.0
AAPL,2024-01-08,185.55999755859375,182.08999633789062,185.60000610351562,181.5,181.17999267578125,59144500.0
AAPL,2024-01-09,185.13999938964844,183.9199981689453,185.14999389648438,182.72999572753906,185.55999755859375,42841800.0
AAPL,2024-01-10,186.19000244140625,184.35000610351562,186.39999389648438,183.9199981689453,185.13999938964844,46792900.0
AAPL,2024-01-11,185.58999633789062,186.5399932861328,187.0500030517578,183.6199951171875,186.19000244140625,49128400.0
AAPL,2024-01-12,185.9199981689453,186.05999755859375,186.74000549316406,185.19000244140625,185.58999633789062,40477800.0
AAPL,2024-01-15,,,,,185.9199981689453,
AAPL,2024-01-17,182.67999267578125,181.27000427246094,182.92999267578125,180.3000030517578,183.6300048828125,47317400.0
AAPL,2024-01-18,188.6300048828125,186.08999633789062,189.13999938964844,185.8300018310547,182.67999267578125,78005800.0
AAPL,2024-01-19,191.55999755859375,189.3300018310547,191.9499969482422,188.82000732421875,188.6300048828125,68903000.0
AAPL,2024-01-22,193.88999938964844,192.3000030517578,195.3300018310547,192.25999450683594,191.55999755859375,60133900.0
AAPL,2024-01-23,195.17999267578125,195.02000427246094,195.75,193.8300018310547,193.88999938964844,42355600.0
AAPL,2024-01-24,194.5,195.4199981689453,196.3800048828125,194.33999633789062,195.17999267578125,53631300.0
AAPL,2024-01-25,194.1699981689453,195.22000122070312,196.27000427246094,193.11000061035156,194.5,54822100.0
AAPL,2024-01-26,192.4199981689453,194.27000427246094,194.75999450683594,191.94000244140625,194.1699981689453,44594000.0
AAPL,2024-01-29,191.72999572753906,192.00999450683594,192.1999969482422,189.5800018310547,192.4199981689453,47145600.0
AAPL,2024-01-30,188.0399932861328,190.94000244140625,191.8000030517578,187.47000122070312,191.72999572753906,55859400.0
AAPL,2024-01-31,184.39999389648438,187.0399932861328,187.10000610351562,184.35000610351562,188.0399932861328,55467800.0
AAPL,2024-02-01,186.86000061035156,183.99000549316406,186.9499969482422,183.82000732421875,184.39999389648438,64885400.0
AAPL,2024-02-02,185.85000610351562,179.86000061035156,187.3300018310547,179.25,186.86000061035156,102551700.0
AAPL,2024-02-05,187.67999267578125,188.14999389648438,189.25,185.83999633789062,185.85000610351562,69668800.0
AAPL,2024-02-06,189.3000030517578,186.86000061035156,189.30999755859375,186.77000427246094,187.67999267578125,43490800.0
AAPL,2024-02-07,189.41000366210938,190.63999938964844,191.0500030517578,188.61000061035156,189.3000030517578,53439000.0
AAPL,2024-02-08,188.32000732421875,189.38999938964844,189.5399932861328,187.35000610351562,189.41000366210938,40962000.0
AAPL,2024-02-09,188.85000610351562,188.64999389648438,189.99000549316406,188.0,188.32000732421875,45155200.0
AAPL,2024-02-12,187.14999389648438,188.4199981689453,188.6699981689453,186.7899932861328,188.85000610351562,41781900.0
AAPL,2024-02-13,185.0399932861328,185.77000427246094,186.2100067138672,183.50999450683594,187.14999389648438,56529500.0
AAPL,2024-02-14,184.14999389648438,185.32000732421875,185.52999877929688,182.44000244140625,185.0399932861328,54630500.0
AAPL,2024-02-15,183.86000061035156,183.5500030517578,184.49000549316406,181.35000610351562,184.14999389648438,65434500.0
AAPL,2024-02-16,182.30999755859375,183.4199981689453,184.85000610351562,181.6699981689453,183.86000061035156,49752500.0
AAPL,2024-02-19,,,,,182.30999755859375,
AAPL,2024-02-21,182.32000732421875,181.94000244140625,182.88999938964844,180.66000366210938,181.55999755859375,41371400.0
AAPL,2024-02-22,184.3699951171875,183.47999572753906,184.9600067138672,182.4600067138672,182.32000732421875,52292200.0
AAPL,2024-02-23,182.52000427246094,185.00999450683594,185.0399932861328,182.22999572753906,184.3699951171875,45119700.0
AAPL,2024-02-26,181.16000366210938,182.24000549316406,182.75999450683594,180.64999389648438,182.52000427246094,40867400.0
AAPL,2024-02-27,182.6300048828125,181.10000610351562,183.9199981689453,179.55999755859375,181.16000366210938,54318900.0
AAPL,2024-02-28,181.4199981689453,182.50999450683594,183.1199951171875,180.1300048828125,182.6300048828125,48953900.0
AAPL,2024-02-29,180.75,181.27000427246094,182.57000732421875,179.52999877929688,181.4199981689453,136682600.0
AAPL,2024-03-01,179.66000366210938,179.5500030517578,180.52999877929688,177.3800048828125,180.75,73563100.0
AAPL,2024-03-04,175.10000610351562,176.14999389648438,176.89999389648438,173.7899932861328,179.66000366210938,81510100.0
AAPL,2024-03-05,170.1199951171875,170.75999450683594,172.0399932861328,169.6199951171875,175.10000610351562,95132400.0
AAPL,2024-03-06,169.1199951171875,171.05999755859375,171.24000549316406,168.67999267578125,170.1199951171875,68587700.0
AAPL,2024-03-07,169.0,169.14999389648438,170.72999572753906,168.49000549316406,169.1199951171875,71765100.0
AAPL,2024-03-08,170.72999572753906,169.0,173.6999969482422,168.94000244140625,169.0,76267000.0
AAPL,2024-03-11,172.75,172.94000244140625,174.3800048828125,172.0500030517578,170.72999572753906,60139500.0
AAPL,2024-03-12,173.22999572753906,173.14999389648438,174.02999877929688,171.00999450683594,172.75,59825400.0
AAPL,2024-03-13,171.1300048828125,172.77000427246094,173.19000244140625,170.75999450683594,173.22999572753906,52488700.0
AAPL,2024-03-14,173.0,172.91000366210938,174.30999755859375,172.0500030517578,171.1300048828125,72913500.0
AAPL,2024-03-15,172.6199951171875,171.1699981689453,172.6199951171875,170.2899932861328,173.0,121752700.0
AAPL,2024-03-18,173.72000122070312,175.57000732421875,177.7100067138672,173.52000427246094,172.6199951171875,75604200.0
AAPL,2024-03-19,176.0800018310547,174.33999633789062,176.61000061035156,173.02999877929688,173.72000122070312,55215200.0
AAPL,2024-03-20,178.6699981689453,175.72000122070312,178.6699981689453,175.08999633789062,176.0800018310547,53423100.0
AAPL,2024-03-21,171.3699951171875,177.0500030517578,177.49000549316406,170.83999633789062,178.6699981689453,106181300.0
AAPL,2024-03-22,172.27999877929688,171.75999450683594,173.0500030517578,170.05999755859375,171.3699951171875,71160100.0
AAPL,2024-03-25,170.85000610351562,170.57000732421875,171.94000244140625,169.4499969482422,172.27999877929688,54288300.0
AAPL,2024-03-26,169.7100067138672,170.0,171.4199981689453,169.5800018310547,170.85000610351562,57388400.0
AAPL,2024-03-27,173.30999755859375,170.41000366210938,173.60000610351562,170.11000061035156,169.7100067138672,60273300.0
AAPL,2024-03-28,171.47999572753906,171.75,172.22999572753906,170.50999450683594,173.30999755859375,65672700.0
AAPL,2024-04-01,170.02999877929688,171.19000244140625,171.25,169.47999572753906,171.47999572753906,46240500.0
AAPL,2024-04-02,168.83999633789062,169.0800018310547,169.33999633789062,168.22999572753906,170.02999877929688,49329500.0
AAPL,2024-04-03,169.64999389648438,168.7899932861328,170.67999267578125,168.5800018310547,168.83999633789062,47691700.0
AAPL,2024-04-04,168.82000732421875,170.2899932861328,171.9199981689453,168.82000732421875,169.64999389648438,53704400.0
AAPL,2024-04-05,169.5800018310547,169.58999633789062,170.38999938964844,168.9499969482422,168.82000732421875,42104800.0
AAPL,2024-04-08,168.4499969482422,169.02999877929688,169.1999969482422,168.24000549316406,169.5800018310547,37425500.0
AAPL,2024-04-09,169.6699981689453,168.6999969482422,170.0800018310547,168.35000610351562,168.4499969482422,42373800.0
AAPL,2024-04-10,167.77999877929688,168.8000030517578,169.08999633789062,167.11000061035156,169.6699981689453,49709300.0
AAPL,2024-04-11,175.0399932861328,168.33999633789062,175.4600067138672,168.16000366210938,167.77999877929688,91070300.0
AAPL,2024-04-12,176.5500030517578,174.25999450683594,178.36000061035156,174.2100067138672,175.0399932861328,101670900.0
AAPL,2024-04-15,172.69000244140625,175.36000061035156,176.6300048828125,172.5,176.5500030517578,73531800.0
AAPL,2024-04-16,169.3800048828125,171.75,173.75999450683594,168.27000427246094,172.69000244140625,73711200.0
AAPL,2024-04-17,168.0,169.61000061035156,170.64999389648438,168.0,169.3800048828125,50901200.0
AAPL,2024-04-18,167.0399932861328,168.02999877929688,168.63999938964844,166.5500030517578,168.0,43122900.0
AAPL,2024-04-19,165.0,166.2100067138672,166.39999389648438,164.0800018310547,167.0399932861328,68149400.0
AAPL,2024-04-22,165.83999633789062,165.52000427246094,167.25999450683594,164.77000427246094,165.0,48116400.0
AAPL,2024-04-23,166.89999389648438,165.35000610351562,167.0500030517578,164.9199981689453,165.83999633789062,49537800.0
AAPL,2024-04-24,169.02000427246094,166.5399932861328,169.3000030517578,166.2100067138672,166.89999389648438,48251800.0
AAPL,2024-04-25,169.88999938964844,169.52999877929688,170.61000061035156,168.14999389648438,169.02000427246094,50558300.0
AAPL,2024-04-26,169.3000030517578,169.8800048828125,171.33999633789062,169.17999267578125,169.88999938964844,44838400.0
AAPL,2024-04-29,173.5,173.3699951171875,176.02999877929688,173.10000610351562,169.3000030517578,68169400.0
AAPL,2024-04-30,170.3300018310547,173.3300018310547,174.99000549316406,170.0,173.5,65934800.0
AAPL,2024-05-01,169.3000030517578,169.5800018310547,172.7100067138672,169.11000061035156,170.3300018310547,50383100.0
AAPL,2024-05-02,173.02999877929688,172.50999450683594,173.4199981689453,170.88999938964844,169.3000030517578,94214900.0
AAPL,2024-05-03,183.3800048828125,186.64999389648438,187.0,182.66000366210938,173.02999877929688,163224100.0
AAPL,2024-05-06,181.7100067138672,182.35000610351562,184.1999969482422,180.4199981689453,183.3800048828125,78569700.0
AAPL,2024-05-07,182.39999389648438,183.4499969482422,184.89999389648438,181.32000732421875,181.7100067138672,77305800.0
AAPL,2024-05-08,182.74000549316406,182.85000610351562,183.07000732421875,181.4499969482422,182.39999389648438,45057100.0
AAPL,2024-05-09,184.57000732421875,182.55999755859375,184.66000366210938,182.11000061035156,182.74000549316406,48983000.0
AAPL,2024-05-10,183.0500030517578,184.89999389648438,185.08999633789062,182.1300048828125,184.57000732421875,50759500.0
AAPL,2024-05-13,186.27999877929688,185.44000244140625,187.10000610351562,184.6199951171875,183.0500030517578,72044800.0
AAPL,2024-05-14,187.42999267578125,187.50999450683594,188.3000030517578,186.2899932861328,186.27999877929688,52393600.0
AAPL,2024-05-15,189.72000122070312,187.91000366210938,190.64999389648438,187.3699951171875,187.42999267578125,70400000.0
AAPL,2024-05-16,189.83999633789062,190.47000122070312,191.10000610351562,189.66000366210938,189.72000122070312,52845200.0
AAPL,2024-05-17,189.8699951171875,189.50999450683594,190.80999755859375,189.17999267578125,189.83999633789062,41282900.0
AAPL,2024-05-20,191.0399932861328,189.3300018310547,191.9199981689453,189.00999450683594,189.8699951171875,44361300.0
AAPL,2024-05-21,192.35000610351562,191.08999633789062,192.72999572753906,190.9199981689453,191.0399932861328,42309400.0
AAPL,2024-05-22,190.89999389648438,192.27000427246094,192.82000732421875,190.27000427246094,192.35000610351562,34648500.0
AAPL,2024-05-23,186.8800048828125,190.97999572753906,191.0,186.6300048828125,190.89999389648438,51005900.0
AAPL,2024-05-24,189.97999572753906,188.82000732421875,190.5800018310547,188.0399932861328,186.8800048828125,36327000.0
AAPL,2024-05-27,,,,,189.97999572753906,
AAPL,2024-05-29,190.2899932861328,189.61000061035156,192.25,189.50999450683594,189.99000549316406,53068000.0
AAPL,2024-05-30,191.2899932861328,190.75999450683594,192.17999267578125,190.6300048828125,190.2899932861328,49889100.0
AAPL,2024-05-31,192.25,191.44000244140625,192.57000732421875,189.91000366210938,191.2899932861328,75158300.0
AAPL,2024-06-03,194.02999877929688,192.89999389648438,194.99000549316406,192.52000427246094,192.25,50080500.0
AAPL,2024-06-04,194.35000610351562,194.63999938964844,195.32000732421875,193.02999877929688,194.02999877929688,47471400.0
AAPL,2024-06-05,195.8699951171875,195.39999389648438,196.89999389648438,194.8699951171875,194.35000610351562,54156800.0
AAPL,2024-06-06,194.47999572753906,195.69000244140625,196.5,194.1699981689453,195.8699951171875,41181800.0
AAPL,2024-06-07,196.88999938964844,194.64999389648438,196.94000244140625,194.13999938964844,194.47999572753906,53103900.0
AAPL,2024-06-10,193.1199951171875,196.89999389648438,197.3000030517578,192.14999389648438,196.88999938964844,97010200.0
AAPL,2024-06-11,207.14999389648438,193.64999389648438,207.16000366210938,193.6300048828125,193.1199951171875,172373300.0
AAPL,2024-06-12,213.07000732421875,207.3699951171875,220.1999969482422,206.89999389648438,207.14999389648438,198134300.0
AAPL,2024-06-13,214.24000549316406,214.74000549316406,216.75,211.60000610351562,213.07000732421875,97862700.0
AAPL,2024-06-14,212.49000549316406,213.85000610351562,215.1699981689453,211.3000030517578,214.24000549316406,70122700.0
AAPL,2024-06-17,216.6699981689453,213.3699951171875,218.9499969482422,212.72000122070312,212.49000549316406,93728300.0
AAPL,2024-06-18,214.2899932861328,217.58999633789062,218.6300048828125,213.0,216.6699981689453,79943300.0
AAPL,2024-06-19,,,,,214.2899932861328,
AAPL,2024-06-21,207.49000549316406,210.38999938964844,211.88999938964844,207.11000061035156,209.67999267578125,241805100.0
AAPL,2024-06-24,208.13999938964844,207.72000122070312,212.6999969482422,206.58999633789062,207.49000549316406,80727000.0
AAPL,2024-06-25,209.07000732421875,209.14999389648438,211.3800048828125,208.61000061035156,208.13999938964844,55549700.0
AAPL,2024-06-26,213.25,211.5,214.86000061035156,210.63999938964844,209.07000732421875,66213200.0
AAPL,2024-06-27,214.10000610351562,214.69000244140625,215.74000549316406,212.35000610351562,213.25,49772700.0
AAPL,2024-06-28,210.6199951171875,215.77000427246094,216.07000732421875,210.3000030517578,214.10000610351562,82542700.0
AAPL,2024-07-01,216.75,212.08999633789062,217.50999450683594,211.9199981689453,210.6199951171875,60402900.0
AAPL,2024-07-02,220.27000427246094,216.14999389648438,220.3800048828125,215.10000610351562,216.75,58046200.0
AAPL,2024-07-03,221.5500030517578,220.0,221.5500030517578,219.02999877929688,220.27000427246094,37369800.0
AAPL,2024-07-04,,,,,221.5500030517578,
AAPL,2024-07-08,227.82000732421875,227.08999633789062,227.85000610351562,223.25,226.33999633789062,59085900.0
AAPL,2024-07-09,228.67999267578125,227.92999267578125,229.39999389648438,226.3699951171875,227.82000732421875,48076100.0
AAPL,2024-07-10,232.97999572753906,229.3000030517578,233.0800018310547,229.25,228.67999267578125,62627700.0
AAPL,2024-07-11,227.57000732421875,231.38999938964844,232.38999938964844,225.77000427246094,232.97999572753906,64710600.0
AAPL,2024-07-12,230.5399932861328,228.9199981689453,232.63999938964844,228.67999267578125,227.57000732421875,53046500.0
AAPL,2024-07-15,234.39999389648438,236.47999572753906,237.22999572753906,233.08999633789062,230.5399932861328,62631300.0
AAPL,2024-07-16,234.82000732421875,235.0,236.27000427246094,232.3300018310547,234.39999389648438,43234300.0
AAPL,2024-07-17,228.8800048828125,229.4499969482422,231.4600067138672,226.63999938964844,234.82000732421875,57345900.0
AAPL,2024-07-18,224.17999267578125,230.27999877929688,230.44000244140625,222.27000427246094,228.8800048828125,66034600.0
AAPL,2024-07-19,224.30999755859375,224.82000732421875,226.8000030517578,223.27999877929688,224.17999267578125,49151500.0
AAPL,2024-07-22,223.9600067138672,227.00999450683594,227.77999877929688,223.08999633789062,224.30999755859375,48201800.0
AAPL,2024-07-23,225.00999450683594,224.3699951171875,226.94000244140625,222.67999267578125,223.9600067138672,39960300.0
AAPL,2024-07-24,218.5399932861328,224.0,224.8000030517578,217.1300048828125,225.00999450683594,61777600.0
AAPL,2024-07-25,217.49000549316406,218.92999267578125,220.85000610351562,214.6199951171875,218.5399932861328,51391200.0
AAPL,2024-07-26,217.9600067138672,218.6999969482422,219.49000549316406,216.00999450683594,217.49000549316406,41601300.0
AAPL,2024-07-29,218.24000549316406,216.9600067138672,219.3000030517578,215.75,217.9600067138672,36311800.0
AAPL,2024-07-30,218.8000030517578,219.19000244140625,220.3300018310547,216.1199951171875,218.24000549316406,41643800.0
AAPL,2024-07-31,222.0800018310547,221.44000244140625,223.82000732421875,220.6300048828125,218.8000030517578,50036300.0
AAPL,2024-08-01,218.36000061035156,224.3699951171875,224.47999572753906,217.02000427246094,222.0800018310547,62501000.0
AAPL,2024-08-02,219.86000061035156,219.14999389648438,225.60000610351562,217.7100067138672,218.36000061035156,105568600.0
AAPL,2024-08-05,209.27000427246094,199.08999633789062,213.5,196.0,219.86000061035156,119548600.0
AAPL,2024-08-06,207.22999572753906,205.3000030517578,209.99000549316406,201.07000732421875,209.27000427246094,69660500.0
AAPL,2024-08-07,209.82000732421875,206.89999389648438,213.63999938964844,206.38999938964844,207.22999572753906,63516400.0
AAPL,2024-08-08,213.30999755859375,213.11000061035156,214.1999969482422,208.8300018310547,209.82000732421875,47161100.0
AAPL,2024-08-09,216.24000549316406,212.10000610351562,216.77999877929688,211.97000122070312,213.30999755859375,42201600.0
AAPL,2024-08-12,217.52999877929688,216.07000732421875,219.50999450683594,215.60000610351562,216.24000549316406,38028100.0
AAPL,2024-08-13,221.27000427246094,219.00999450683594,221.88999938964844,219.00999450683594,217.52999877929688,44155300.0
AAPL,2024-08-14,221.72000122070312,220.57000732421875,223.02999877929688,219.6999969482422,221.27000427246094,41960600.0
AAPL,2024-08-15,224.72000122070312,224.60000610351562,225.35000610351562,222.75999450683594,221.72000122070312,46414000.0
AAPL,2024-08-16,226.0500030517578,223.9199981689453,226.8300018310547,223.64999389648438,224.72000122070312,44340200.0
AAPL,2024-08-19,225.88999938964844,225.72000122070312,225.99000549316406,223.0399932861328,226.0500030517578,40687800.0
AAPL,2024-08-20,226.50999450683594,225.77000427246094,227.1699981689453,225.4499969482422,225.88999938964844,30299000.0
AAPL,2024-08-21,226.39999389648438,226.52000427246094,227.97999572753906,225.0500030517578,226.50999450683594,34765500.0
AAPL,2024-08-22,224.52999877929688,227.7899932861328,228.33999633789062,223.89999389648438,226.39999389648438,43695300.0
AAPL,2024-08-23,226.83999633789062,225.66000366210938,228.22000122070312,224.3300018310547,224.52999877929688,38677300.0
AAPL,2024-08-26,227.17999267578125,226.75999450683594,227.27999877929688,223.88999938964844,226.83999633789062,30602200.0
AAPL,2024-08-27,228.02999877929688,226.0,228.85000610351562,224.88999938964844,227.17999267578125,35934600.0
AAPL,2024-08-28,226.49000549316406,227.9199981689453,229.86000061035156,225.67999267578125,228.02999877929688,38052200.0
AAPL,2024-08-29,229.7899932861328,230.10000610351562,232.9199981689453,228.8800048828125,226.49000549316406,51906300.0
AAPL,2024-08-30,229.0,230.19000244140625,230.39999389648438,227.47999572753906,229.7899932861328,52990800.0
AAPL,2024-09-02,,,,,229.0,
AAPL,2024-09-04,220.85000610351562,221.66000366210938,221.77999877929688,217.47999572753906,222.77000427246094,43840200.0
AAPL,2024-09-05,222.3800048828125,221.6300048828125,225.47999572753906,221.52000427246094,220.85000610351562,36615400.0
AAPL,2024-09-06,220.82000732421875,223.9499969482422,225.24000549316406,219.77000427246094,222.3800048828125,48423000.0
AAPL,2024-09-09,220.91000366210938,220.82000732421875,221.27000427246094,216.7100067138672,220.82000732421875,67180000.0
AAPL,2024-09-10,220.11000061035156,218.9199981689453,221.47999572753906,216.72999572753906,220.91000366210938,51591000.0
AAPL,2024-09-11,222.66000366210938,221.4600067138672,223.08999633789062,217.88999938964844,220.11000061035156,44587100.0
AAPL,2024-09-12,222.77000427246094,222.5,223.5500030517578,219.82000732421875,222.66000366210938,37455600.0
AAPL,2024-09-13,222.5,223.5800018310547,224.0399932861328,221.91000366210938,222.77000427246094,36766600.0
AAPL,2024-09-16,216.32000732421875,216.5399932861328,217.22000122070312,213.9199981689453,222.5,59357400.0
AAPL,2024-09-17,216.7899932861328,215.75,216.89999389648438,214.5,216.32000732421875,45519300.0
AAPL,2024-09-18,220.69000244140625,217.5500030517578,222.7100067138672,217.5399932861328,216.7899932861328,59894900.0
AAPL,2024-09-19,228.8699951171875,224.99000549316406,229.82000732421875,224.6300048828125,220.69000244140625,66781300.0
AAPL,2024-09-20,228.1999969482422,229.97000122070312,233.08999633789062,227.6199951171875,228.8699951171875,318679900.0
AAPL,2024-09-23,226.47000122070312,227.33999633789062,229.4499969482422,225.80999755859375,228.1999969482422,54146000.0
AAPL,2024-09-24,227.3699951171875,228.64999389648438,229.35000610351562,225.72999572753906,226.47000122070312,43556100.0
AAPL,2024-09-25,226.3699951171875,224.92999267578125,227.2899932861328,224.02000427246094,227.3699951171875,42308700.0
AAPL,2024-09-26,227.52000427246094,227.3000030517578,228.5,225.41000366210938,226.3699951171875,36636700.0
AAPL,2024-09-27,227.7899932861328,228.4600067138672,229.52000427246094,227.3000030517578,227.52000427246094,34026000.0
AAPL,2024-09-30,233.0,230.0399932861328,233.0,229.64999389648438,227.7899932861328,54541900.0
AMZN,2023-11-02,138.07000732421875,138.72999572753906,138.80999755859375,136.47000122070312,137.0,52236700.0
AMZN,2023-11-03,138.60000610351562,138.99000549316406,139.49000549316406,137.4499969482422,138.07000732421875,44059800.0
AMZN,2023-11-06,139.74000549316406,138.75999450683594,140.72999572753906,138.36000061035156,138.60000610351562,44970400.0
AMZN,2023-11-07,142.7100067138672,140.5500030517578,143.3699951171875,140.5,139.74000549316406,53553500.0
AMZN,2023-11-08,142.0800018310547,142.97000122070312,143.1199951171875,141.22000122070312,142.7100067138672,44521700.0
AMZN,2023-11-09,140.60000610351562,142.02000427246094,142.64999389648438,139.83999633789062,142.0800018310547,36235400.0
AMZN,2023-11-10,143.55999755859375,140.4600067138672,143.64999389648438,139.91000366210938,140.60000610351562,49287800.0
AMZN,2023-11-13,142.58999633789062,142.0800018310547,143.22999572753906,140.6699981689453,143.55999755859375,35680600.0
AMZN,2023-11-14,145.8000030517578,145.0,147.25999450683594,144.67999267578125,142.58999633789062,56674600.0
AMZN,2023-11-15,143.1999969482422,147.05999755859375,147.2899932861328,142.58999633789062,145.8000030517578,63875700.0
AMZN,2023-11-16,142.8300018310547,140.91000366210938,143.32000732421875,139.52000427246094,143.1999969482422,49653500.0
AMZN,2023-11-17,145.17999267578125,142.66000366210938,145.22999572753906,142.5399932861328,142.8300018310547,49636700.0
AMZN,2023-11-20,146.1300048828125,145.1300048828125,146.6300048828125,144.72999572753906,145.17999267578125,41951200.0
AMZN,2023-11-21,143.89999389648438,143.91000366210938,144.0500030517578,141.5,146.1300048828125,71226000.0
AMZN,2023-11-22,146.7100067138672,144.57000732421875,147.74000549316406,144.57000732421875,143.89999389648438,45669100.0
AMZN,2023-11-23,,,,,146.7100067138672,
AMZN,2023-11-27,147.72999572753906,147.52999877929688,149.25999450683594,146.8800048828125,146.74000549316406,53762400.0
AMZN,2023-11-28,147.02999877929688,146.97999572753906,147.60000610351562,145.52999877929688,147.72999572753906,42711700.0
AMZN,2023-11-29,146.32000732421875,147.85000610351562,148.5399932861328,145.97000122070312,147.02999877929688,40610900.0
AMZN,2023-11-30,146.08999633789062,144.75999450683594,146.92999267578125,144.3300018310547,146.32000732421875,65814000.0
AMZN,2023-12-01,147.02999877929688,146.0,147.25,145.5500030517578,146.08999633789062,39951800.0
AMZN,2023-12-04,144.83999633789062,145.25,145.35000610351562,142.80999755859375,147.02999877929688,48294200.0
