created_at,promoted,reasons,candidate_path,baseline_path,count,arr,avol,sharpe,mdd,cr,ir
2025-11-28T01:54:05.436328,True,[],./checkpoints/ppo_hgat_custom_20251128_015405.zip,./checkpoints/baseline.zip,1,0.2739649627369185,0.1665602041154308,1.4544315716487917,-0.0989675107433196,2.768231318331013,0.0424769525342964
2025-12-04T10:52:06.238469,True,[],./checkpoints_risk05/ppo_hgat_custom_20251204_105206.zip,./checkpoints_risk05/baseline.zip,1,0.2796167294695153,0.1509560939807624,1.634125891456272,-0.10775901486523365,2.5948337577065974,0.5474194134820982
